Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
loh	chr2L_+_10446012_10446032_10446183	3_Junction_2403_Junction_2406	J002	0.043961145044659	5.03165414997534	0.0248881171603663	0.0465692745485186	1.43459890032916	1.4195651281518	-0.0518818012051305	chr2L	10446032	10446183	152	+	14	11	15	48	67	43	100.00%	100.00%	100.00%	90.57%	95.71%	86.00%	0.0924
Hsp60A	chrX_+_11108633_11109925_11110039	3_Junction_240709_Junction_240719	J001	0.00061185935864784	347.683585814376	1.35386802706397e-77	8.59697183417133e-76	3.25359815791544	3.34468027978084	0.302720559295357	chrX	11108633	11110039	1407	+	1259	1189	1725	2931	3239	2864	82.40%	83.56%	84.02%	94.15%	94.16%	94.68%	-0.110033333333333
Hsp60A	chrX_+_11108633_11109925_11110039	3_Junction_240709_Junction_240719	J002	0.000659603687465351	342.389012871604	1.92571219661439e-76	1.20358274222998e-74	2.55426232798117	2.1272916120236	-1.425136121639	chrX	11109925	11110039	115	+	269	234	328	182	201	161	17.60%	16.44%	15.98%	5.85%	5.84%	5.32%	0.110033333333333
Lar	chr2L_+_19587376_19587527_19600856	3_Junction_24122_Junction_24124	J001	0.00499752183657992	6.27982539450519	0.0122120132005401	0.0243057798625774	1.29729566428837	1.11464616546271	-0.647374881794882	chr2L	19587376	19600856	13481	+	19	13	18	15	12	16	46.34%	39.39%	32.14%	23.81%	26.67%	23.53%	0.1462
Lar	chr2L_+_19587376_19587527_19600856	3_Junction_24122_Junction_24124	J002	0.00427488688250731	6.36421810105998	0.0116444395318062	0.0232602638533695	1.49203510311469	1.58250183542123	0.30952430494649	chr2L	19587527	19600856	13330	+	22	20	38	48	33	52	53.66%	60.61%	67.86%	76.19%	73.33%	76.47%	-0.1462
dlg1	chrX_+_11396103_11396571_11397823	3_Junction_241258_Junction_241262	J001	0.018220003505302	41.6423562799515	1.09593028487964e-10	6.19018773392367e-10	1.00616428729939	1.51079633312156	1.78089437104177	chrX	11396103	11397823	1721	+	10	7	11	26	44	28	12.66%	8.75%	12.36%	33.33%	50.57%	45.16%	-0.317633333333333
dlg1	chrX_+_11396103_11396571_11397823	3_Junction_241258_Junction_241262	J002	0.0165533262742431	43.010172899615	5.44559686100966e-11	3.16334606676744e-10	1.86648757716817	1.6295735067109	-0.801514240538135	chrX	11396571	11397823	1253	+	69	73	78	52	43	34	87.34%	91.25%	87.64%	66.67%	49.43%	54.84%	0.317633333333333
Drak	chrX_+_11493197_11493385_11493706	3_Junction_241502_Junction_241505	J001	0.0172671819536702	8.35565821267241	0.00384488165252088	0.00837325359986981	0.362078696487098	0.790721165057178	1.9913195443943	chrX	11493197	11493706	510	+	1	2	1	5	6	5	5.56%	10.53%	3.57%	41.67%	24.00%	17.86%	-0.2129
Drak	chrX_+_11493197_11493385_11493706	3_Junction_241502_Junction_241505	J002	0.00852611863268147	8.67882082470604	0.00321929211817975	0.00709795194099385	1.31798787105632	1.22637009802739	-0.321565822920968	chrX	11493385	11493706	322	+	17	17	27	7	19	23	94.44%	89.47%	96.43%	58.33%	76.00%	82.14%	0.2129
Reepl1	chrX_+_11573003_11573062_11573115	3_Junction_241589_Junction_241591	J001	0.0164915885407963	5.98788064701625	0.0144044988062528	0.0282757538620183	1.38004086139502	1.52919394546022	0.513601616430224	chrX	11573003	11573115	113	+	48	43	69	19	16	10	36.92%	52.44%	45.70%	65.52%	55.17%	71.43%	-0.1902
Reepl1	chrX_+_11573003_11573062_11573115	3_Junction_241589_Junction_241591	J002	0.0163161309674111	6.00443295909857	0.0142699793536514	0.0280351596573851	1.47810173748083	1.31498332356723	-0.564671998291565	chrX	11573062	11573115	54	+	82	39	82	10	13	4	63.08%	47.56%	54.30%	34.48%	44.83%	28.57%	0.1902
rho-4	chrX_+_11585270_11600326_11604310	3_Junction_241645_Junction_241650	J001	0.0129515930340792	34.1911535355908	4.99555328011182e-09	2.37397055129021e-08	0.00029282835517252	0.974776277848725	13.6104320334785	chrX	11585270	11604310	19041	+	0	0	0	5	8	9	0.00%	0.00%	0.00%	5.75%	6.78%	11.11%	-0.0788
rho-4	chrX_+_11585270_11600326_11604310	3_Junction_241645_Junction_241650	J002	0.00515174780505374	35.6287721976544	2.38735249294085e-09	1.17240215930966e-08	2.01338554960511	2.00880081717615	-0.0153800741311132	chrX	11600326	11604310	3985	+	108	101	165	82	110	72	100.00%	100.00%	100.00%	94.25%	93.22%	88.89%	0.0788
Lar	chr2L_+_19691197_19695168_19701222	3_Junction_24195_Junction_24200	J001	0.00406356961031257	29.1965840926019	6.53943940582173e-08	2.74075980417308e-07	1.69197886701646	1.52748773389957	-0.560275896544445	chr2L	19691197	19701222	10026	+	35	31	45	44	48	43	79.55%	91.18%	91.84%	57.14%	60.76%	62.32%	0.2745
Lar	chr2L_+_19691197_19695168_19701222	3_Junction_24195_Junction_24200	J002	0.00485152719885658	28.7637762880558	8.1766215630808e-08	3.38605432396617e-07	0.900533604570354	1.35789893761705	1.6484859165405	chr2L	19695168	19701222	6055	+	9	3	4	33	31	26	20.45%	8.82%	8.16%	42.86%	39.24%	37.68%	-0.2745
Lar	chr2L_+_19702025_19702034_19714887	3_Junction_24210_Junction_24214	J001	0.0118697594721588	32.9182899908949	9.61147426036717e-09	4.42966288765276e-08	0.176851746629031	1.12658832453692	4.62284845314658	chr2L	19702025	19714887	12863	+	0	1	0	18	15	26	0.00%	3.45%	0.00%	20.45%	18.52%	28.57%	-0.213633333333333
Lar	chr2L_+_19702025_19702034_19714887	3_Junction_24210_Junction_24214	J002	0.00789487692019452	34.0859707524312	5.27300705702504e-09	2.50083700184396e-08	1.73110310796953	1.63507425127514	-0.325773455406924	chr2L	19702034	19714887	12854	+	41	28	36	70	66	65	100.00%	96.55%	100.00%	79.55%	81.48%	71.43%	0.213633333333333
CG14627	chrX_+_1180308_1181801_1182100	3_Junction_242146_Junction_242230	J001	0.0145768128241611	18.1071354914045	2.08817437878541e-05	6.3729031151003e-05	0.857117946258745	1.27863944183656	1.53808419450724	chrX	1180308	1182100	1793	+	4	1	2	45	66	41	22.22%	14.29%	25.00%	62.50%	69.47%	54.67%	-0.4171
CG14627	chrX_+_1180308_1181801_1182100	3_Junction_242146_Junction_242230	J002	0.0151700964894289	18.0111030650033	2.19620291291974e-05	6.68050632620238e-05	1.38184602327377	1.06847335117916	-1.10864510140585	chrX	1181801	1182100	300	+	14	6	6	27	29	34	77.78%	85.71%	75.00%	37.50%	30.53%	45.33%	0.4171
rudhira	chrX_+_11818016_11818515_11823281	3_Junction_242232_Junction_242235	J001	0.0103040917274878	20.4148141645561	6.23453081394898e-06	2.04563303602311e-05	1.706194294167	1.76337990055412	0.193533400198033	chrX	11818016	11823281	5266	+	43	37	51	63	73	70	95.56%	86.05%	83.61%	96.92%	100.00%	100.00%	-0.105666666666667
rudhira	chrX_+_11818016_11818515_11823281	3_Junction_242232_Junction_242235	J002	0.0291845629581645	18.3252380176527	1.86223700554896e-05	5.72242788327976e-05	0.892961248404848	0.191398142626356	-3.62137141223352	chrX	11818515	11823281	4767	+	2	6	10	2	0	0	4.44%	13.95%	16.39%	3.08%	0.00%	0.00%	0.105666666666667
ATP7	chrX_+_11855116_11856321_11860761	3_Junction_242303_Junction_242308	J001	0.065319075949105	19.1683301971647	1.19682639370554e-05	3.77417001761388e-05	0.000356914248323415	0.825618798350263	12.7574687331084	chrX	11855116	11860761	5646	+	0	0	0	7	2	7	0.00%	0.00%	0.00%	0.86%	0.24%	0.89%	-0.00663333333333333
ATP7	chrX_+_11855116_11856321_11860761	3_Junction_242303_Junction_242308	J002	0.0451244319188198	20.5227353903921	5.89271570374939e-06	1.93917164153564e-05	2.9474243821255	2.93533537029387	-0.0402048444348182	chrX	11856321	11860761	4441	+	959	795	1232	807	846	780	100.00%	100.00%	100.00%	99.14%	99.76%	99.11%	0.00663333333333338
regucalcin	chrX_+_12012528_12014521_12015566_12016001	3_Junction_242873_Junction_242875_Junction_242876	J001	0.00600551178897329	6.04153931461201	0.0139730956045783	0.0275006114866131	1.43019450571773	1.59099667437716	0.551289982360512	chrX	12012528	12016001	3474	+	22	26	35	31	46	36	6.43%	9.45%	7.66%	9.34%	13.77%	11.29%	-0.0362
regucalcin	chrX_+_12012528_12014521_12015566_12016001	3_Junction_242873_Junction_242875_Junction_242876	J002	0.00225297661876377	1.96589388381456	0.160884378371218	0.246405711413404	2.44188722483156	2.45210374193214	0.0340602272204116	chrX	12014521	12016001	1481	+	276	227	383	286	275	276	80.70%	82.55%	83.81%	86.14%	82.34%	86.52%	-0.0264666666666666
regucalcin	chrX_+_12012528_12014521_12015566_12016001	3_Junction_242873_Junction_242875_Junction_242876	J003	0.0213744137334434	17.6286173221016	2.68517245811417e-05	8.07244499763903e-05	1.5281209071362	1.10668317258176	-1.47408309809225	chrX	12015566	12016001	436	+	44	22	39	15	13	7	12.87%	8.00%	8.53%	4.52%	3.89%	2.19%	0.0626666666666666
CG42258	chrX_+_12464619_12465194_12465247	3_Junction_243530_Junction_243536	J001	0.00517555921012669	5.33322075732127	0.020922686639914	0.0397419374047724	1.78318461620619	1.74976820316542	-0.112941054101296	chrX	12464619	12465247	629	+	51	35	65	68	71	69	100.00%	97.22%	92.86%	88.31%	91.03%	90.79%	0.0664999999999999
CG42258	chrX_+_12464619_12465194_12465247	3_Junction_243530_Junction_243536	J002	0.0098759755717275	5.1762401264458	0.0228978213291303	0.043169230807953	0.528104907786038	0.851488912271215	1.36257040183952	chrX	12465194	12465247	54	+	0	1	5	9	7	7	0.00%	2.78%	7.14%	11.69%	8.97%	9.21%	-0.0665
CG42258	chrX_+_12465488_12471908_12475260_12475338_12475454_12475638	3_Junction_243537_Junction_243545_Junction_243551_Junction_243554_Junction_243556	J001	0.0286907586489536	29.3028771129107	6.19037114356455e-08	2.60124319239534e-07	1.65209266528726	2.12170721717523	1.58158949224538	chrX	12465488	12475638	10151	+	55	39	83	118	114	82	33.33%	28.89%	38.43%	73.29%	64.77%	55.78%	-0.310633333333333
CG42258	chrX_+_12465488_12471908_12475260_12475338_12475454_12475638	3_Junction_243537_Junction_243545_Junction_243551_Junction_243554_Junction_243556	J002	0.047907605037239	1.33148555811252	0.248541107342604	0.357509080611839	1.50713960672014	1.58722196648458	0.273806671407398	chrX	12471908	12475638	3731	+	36	36	52	19	29	42	21.82%	26.67%	24.07%	11.80%	16.48%	28.57%	0.0523666666666667
CG42258	chrX_+_12465488_12471908_12475260_12475338_12475454_12475638	3_Junction_243537_Junction_243545_Junction_243551_Junction_243554_Junction_243556	J003	0.00235096593828601	101.215913448981	8.24839962229173e-24	1.17722370666754e-22	1.70823911028536	1.33196736607781	-1.29021206638471	chrX	12475260	12475638	379	+	66	55	78	18	19	12	40.00%	40.74%	36.11%	11.18%	10.80%	8.16%	0.289033333333333
CG42258	chrX_+_12465488_12471908_12475260_12475338_12475454_12475638	3_Junction_243537_Junction_243545_Junction_243551_Junction_243554_Junction_243556	J004	0.0173354258280141	38.5038445223911	5.46459327080384e-10	2.87908437686632e-09	0.000163297540610592	1.13090350493667	15.0225837200069	chrX	12475338	12475638	301	+	0	0	0	6	13	11	0.00%	0.00%	0.00%	3.73%	7.39%	7.48%	-0.062
CG42258	chrX_+_12465488_12471908_12475260_12475338_12475454_12475638	3_Junction_243537_Junction_243545_Junction_243551_Junction_243554_Junction_243556	J005	0.0690491962528848	11.8311115433093	0.000582492117739416	0.00144719430175168	0.705921781073282	0.151421613946938	-3.290105804718	chrX	12475454	12475638	185	+	8	5	3	0	1	0	4.85%	3.70%	1.39%	0.00%	0.57%	0.00%	0.0312333333333333
CG15728	chrX_+_12624431_12627144_12627214	3_Junction_243762_Junction_243777	J001	0.00137455527187665	50.2205442536853	1.3740176097213e-12	9.2722856281683e-12	2.61955239163173	2.68243284797294	0.209352376524825	chrX	12624431	12627214	2784	+	344	312	419	570	635	558	81.32%	81.89%	81.52%	90.91%	92.16%	89.28%	-0.092066666666667
CG15728	chrX_+_12624431_12627144_12627214	3_Junction_243762_Junction_243777	J002	0.00160107526822557	49.0532724833514	2.49104286683942e-12	1.64184353036724e-11	1.97693812334295	1.69475416711087	-0.951533847776632	chrX	12627144	12627214	71	+	79	69	95	57	54	67	18.68%	18.11%	18.48%	9.09%	7.84%	10.72%	0.0920666666666667
CkIalpha	chrX_+_12654168_12654794_12654969_12655169	3_Junction_243881_Junction_243888_Junction_243890	J001	0.00620053487859825	7.4221297547395	0.00644265123691861	0.013491487698096	2.76860970055166	2.7284718443367	-0.133573487791802	chrX	12654168	12655169	1002	+	477	380	533	730	738	666	95.98%	96.45%	94.84%	94.07%	91.79%	93.80%	0.0253666666666664
CkIalpha	chrX_+_12654168_12654794_12654969_12655169	3_Junction_243881_Junction_243888_Junction_243890	J002	0.00626398003421039	7.08271266355788	0.00778311002043305	0.0160596944062543	0.863401257838066	1.13770041232519	1.01461395850221	chrX	12654794	12655169	376	+	4	2	9	15	22	14	0.80%	0.51%	1.60%	1.93%	2.74%	1.97%	-0.0124333333333333
CkIalpha	chrX_+_12654168_12654794_12654969_12655169	3_Junction_243881_Junction_243888_Junction_243890	J003	0.00289865888467698	3.37272003859773	0.0662842333542401	0.112615342856697	1.32626578268299	1.43481060805151	0.376289399598787	chrX	12654969	12655169	201	+	16	12	20	31	44	30	3.22%	3.05%	3.56%	3.99%	5.47%	4.23%	-0.0128666666666667
Agpat1	chrX_+_12765512_12765603_12766678_12766817_12766967	3_Junction_244034_Junction_244035_Junction_244040_Junction_244041	J001	0.0145269379309992	0.506085063718409	0.476838530909203	0.605266951644908	0.760798755065416	0.821633912870846	0.241131873711249	chrX	12765512	12766967	1456	+	8	3	4	5	7	5	34.78%	16.67%	14.29%	22.73%	33.33%	26.32%	-0.0554666666666666
Agpat1	chrX_+_12765512_12765603_12766678_12766817_12766967	3_Junction_244034_Junction_244035_Junction_244040_Junction_244041	J002	0.00952951867086676	7.91394241633414	0.00490552489351059	0.01048689539113	0.548787055247512	0.882787458148886	1.38618655088247	chrX	12765603	12766967	1365	+	3	2	3	8	5	7	13.04%	11.11%	10.71%	36.36%	23.81%	36.84%	-0.207166666666667
Agpat1	chrX_+_12765512_12765603_12766678_12766817_12766967	3_Junction_244034_Junction_244035_Junction_244040_Junction_244041	J003	0.138128344868461	0.0913388491213141	0.762481936647215	0.847179781024512	0.988441802219108	0.919781888774494	-0.25664516634271	chrX	12766678	12766967	290	+	3	9	16	8	7	7	13.04%	50.00%	57.14%	36.36%	33.33%	36.84%	0.0455
Agpat1	chrX_+_12765512_12765603_12766678_12766817_12766967	3_Junction_244034_Junction_244035_Junction_244040_Junction_244041	J004	0.0270227207194941	10.6240445063748	0.00111626631577955	0.00265348804002202	0.827737002696135	0.299871243339174	-2.52515905537494	chrX	12766817	12766967	151	+	9	4	5	1	2	0	39.13%	22.22%	17.86%	4.55%	9.52%	0.00%	0.217133333333333
IP3K2	chrX_+_13321354_13321478_13325770	3_Junction_244959_Junction_244963	J001	0.0893014186246209	4.99573806977521	0.0254098144468007	0.0474641227071394	0.594200350168183	0.872555047879481	1.14078491914485	chrX	13321354	13325770	4417	+	3	2	5	8	4	6	30.00%	18.18%	22.73%	80.00%	28.57%	60.00%	-0.325533333333333
IP3K2	chrX_+_13321354_13321478_13325770	3_Junction_244959_Junction_244963	J002	0.0796523380801252	5.16977888348313	0.0229831411709128	0.043315243162633	1.02620264252317	0.822477136196926	-0.769419613836329	chrX	13321478	13325770	4293	+	7	9	17	2	10	4	70.00%	81.82%	77.27%	20.00%	71.43%	40.00%	0.325533333333333
GstT4	chrX_+_13400161_13405084_13408286	3_Junction_245156_Junction_245168	J001	0.153446107692923	14.2796507493796	0.000157559025469643	0.000425551254880949	0.000182801411654971	0.800933303799704	13.6261565657263	chrX	13400161	13408286	8126	+	0	0	0	1	8	6	0.00%	0.00%	0.00%	1.85%	10.39%	13.64%	-0.0862666666666667
GstT4	chrX_+_13400161_13405084_13408286	3_Junction_245156_Junction_245168	J002	0.115797620425923	15.657276088745	7.591992609188e-05	0.000214275450421368	1.78887599693189	1.76369909921518	-0.0850598102791285	chrX	13405084	13408286	3203	+	80	54	71	53	69	38	100.00%	100.00%	100.00%	98.15%	89.61%	86.36%	0.0862666666666666
Tango2	chrX_+_13617039_13617106_13617176	3_Junction_245434_Junction_245437	J001	0.0106123569921307	26.175900274179	3.1168827420547e-07	1.20497679459902e-06	1.04876101513115	0.000296007076023739	-13.8671647350607	chrX	13617039	13617176	138	+	11	11	10	0	0	0	73.33%	68.75%	71.43%	0.00%	0.00%	0.00%	0.7117
Tango2	chrX_+_13617039_13617106_13617176	3_Junction_245434_Junction_245437	J002	0.011522446795989	26.0912243430788	3.25660797723113e-07	1.25607506646877e-06	0.710460675639297	0.776520374969115	0.2678662305024	chrX	13617106	13617176	71	+	4	5	4	5	1	9	26.67%	31.25%	28.57%	100.00%	100.00%	100.00%	-0.7117
Flo2	chrX_+_14926874_14930174_14930745	3_Junction_247367_Junction_247372	J001	0.0873235080987708	12.4422611677317	0.000419727324347139	0.0010655665169627	1.98970011780447	1.86877643956168	-0.406499945981604	chrX	14926874	14930745	3872	+	99	80	125	72	75	74	99.00%	100.00%	100.00%	91.14%	92.59%	98.67%	0.0553333333333333
Flo2	chrX_+_14926874_14930174_14930745	3_Junction_247367_Junction_247372	J002	0.115249002888342	11.3878976226587	0.000739241486786292	0.00180734917057889	0.12084540999727	0.748449984472751	3.84283292689586	chrX	14930174	14930745	572	+	1	0	0	7	6	1	1.00%	0.00%	0.00%	8.86%	7.41%	1.33%	-0.0553333333333333
be	chrX_+_15032573_15033347_15033604	3_Junction_247506_Junction_247509	J001	0.0122131728046655	6.48356628834158	0.0108876319272143	0.0218626754349014	1.65587726539385	1.60677888544234	-0.167006527507388	chrX	15032573	15033604	1032	+	53	44	39	42	50	29	92.98%	97.78%	100.00%	85.71%	92.59%	85.29%	0.0905666666666666
be	chrX_+_15032573_15033347_15033604	3_Junction_247506_Junction_247509	J002	0.022963506713803	6.17378916194189	0.0129656615618103	0.0256754018365123	0.417628071877974	0.794661854306743	1.69512348517338	chrX	15033347	15033604	258	+	4	1	0	7	4	5	7.02%	2.22%	0.00%	14.29%	7.41%	14.71%	-0.0905666666666667
CG5541	chrX_+_15044283_15044387_15048877	3_Junction_247516_Junction_247521	J001	0.00645470618734794	5.34428520050535	0.0207903058233656	0.0395119932026246	1.66299471447762	1.69030389146938	0.0926706170119527	chrX	15044283	15048877	4595	+	39	50	73	43	41	43	88.64%	96.15%	93.59%	97.73%	97.62%	100.00%	-0.0565666666666667
CG5541	chrX_+_15044283_15044387_15048877	3_Junction_247516_Junction_247521	J002	0.0167612623490864	5.15950894948862	0.0231194330768596	0.0435508785562016	0.637221107131993	0.244638437127432	-2.14135144397085	chrX	15044387	15048877	4491	+	5	2	5	1	1	0	11.36%	3.85%	6.41%	2.27%	2.38%	0.00%	0.0565666666666667
drd	chrX_+_15133533_15134626_15134760	3_Junction_247683_Junction_247684	J001	0.00821920341622999	225.218234461963	6.57979987091293e-51	2.4629316816648e-49	1.55761245974087	1.58820451807908	0.104416885202662	chrX	15133533	15134760	1228	+	18	20	24	73	75	55	31.58%	38.46%	26.09%	100.00%	100.00%	100.00%	-0.679566666666667
drd	chrX_+_15133533_15134626_15134760	3_Junction_247683_Junction_247684	J002	0.00907049522867945	221.578819819793	4.09268386018146e-50	1.50673114712558e-48	1.89764104825704	0.000151311353290297	-17.772135513304	chrX	15134626	15134760	135	+	39	32	68	0	0	0	68.42%	61.54%	73.91%	0.00%	0.00%	0.00%	0.679566666666667
CG5877	chrX_+_15293893_15294266_15294335	3_Junction_247956_Junction_247967	J001	0.00236736874336818	16.3636885042471	5.22772196244288e-05	0.000150907751177346	1.84539945816375	1.66263723598558	-0.618096670144752	chrX	15293893	15294335	443	+	50	47	68	50	58	71	11.36%	13.31%	14.35%	7.56%	7.56%	9.39%	0.0483666666666667
CG5877	chrX_+_15293893_15294266_15294335	3_Junction_247956_Junction_247967	J002	0.00199292540362135	16.8739774354603	3.99454895445991e-05	0.000117245117479967	2.66601572415562	2.70317551931842	0.123697967211099	chrX	15294266	15294335	70	+	390	306	406	611	709	685	88.64%	86.69%	85.65%	92.44%	92.44%	90.61%	-0.0483666666666666
gce	chrX_+_15296583_15306579_15310376	3_Junction_247972_Junction_247983	J001	0.036192941323339	6.67063937037027	0.0098014020453318	0.0198500556647464	0.00073448457507183	0.5627196039183	10.6144501276822	chrX	15296583	15310376	13794	+	0	0	0	1	6	6	0.00%	0.00%	0.00%	4.00%	18.18%	20.00%	-0.1406
gce	chrX_+_15296583_15306579_15310376	3_Junction_247972_Junction_247983	J002	0.0125582892612361	7.05260094469897	0.00791502412093318	0.0163081300617439	1.2287393145733	1.21337677945436	-0.0542971976172382	chrX	15306579	15310376	3798	+	11	8	12	24	27	24	100.00%	100.00%	100.00%	96.00%	81.82%	80.00%	0.1406
HDAC6	chrX_+_15325959_15334063_15334307_15334674_15334780_15334988	3_Junction_248030_Junction_248053_Junction_248059_Junction_248069_Junction_248071	J001	0.0218112746534085	45.6193250657994	1.43617639447959e-11	8.82127510303228e-11	0.000215651323374518	1.12635014437334	14.6049580829303	chrX	15325959	15334988	9030	+	0	0	0	15	11	7	0.00%	0.00%	0.00%	6.58%	4.70%	3.11%	-0.0479666666666667
HDAC6	chrX_+_15325959_15334063_15334307_15334674_15334780_15334988	3_Junction_248030_Junction_248053_Junction_248059_Junction_248069_Junction_248071	J002	0.00227865136889569	35.7159979950271	2.28281661571803e-09	1.12326354707166e-08	1.82410504807185	2.04923175962029	0.756710545261011	chrX	15334063	15334988	926	+	77	65	92	102	93	101	25.50%	25.00%	29.77%	44.74%	39.74%	44.89%	-0.163666666666667
HDAC6	chrX_+_15325959_15334063_15334307_15334674_15334780_15334988	3_Junction_248030_Junction_248053_Junction_248059_Junction_248069_Junction_248071	J003	0.0085455373087055	1.54273515943433	0.214211140900244	0.315167093408399	1.0968306615795	0.982658442820218	-0.417502996066095	chrX	15334307	15334988	682	+	17	8	16	7	11	5	5.63%	3.08%	5.18%	3.07%	4.70%	2.22%	0.013
HDAC6	chrX_+_15325959_15334063_15334307_15334674_15334780_15334988	3_Junction_248030_Junction_248053_Junction_248059_Junction_248069_Junction_248071	J004	0.00170436369015703	58.5274192869747	2.00477423453772e-14	1.58669518195344e-13	2.21533328735174	2.07002773021785	-0.486211822230879	chrX	15334674	15334988	315	+	198	181	200	99	113	99	65.56%	69.62%	64.72%	43.42%	48.29%	44.00%	0.213966666666667
HDAC6	chrX_+_15325959_15334063_15334307_15334674_15334780_15334988	3_Junction_248030_Junction_248053_Junction_248059_Junction_248069_Junction_248071	J005	0.152344424126805	1.23575218220154	0.266291285154275	0.378886875248	0.775017201641518	1.00172643713253	0.866870182483539	chrX	15334780	15334988	209	+	10	6	1	5	6	13	3.31%	2.31%	0.32%	2.19%	2.56%	5.78%	-0.0153
CG11655	chrX_+_15454612_15454923_15454972	3_Junction_248306_Junction_248307	J001	0.00544467723075901	8.66217998718757	0.00324882389076567	0.00715909217239653	1.37609714279104	1.45256159625293	0.264200248213177	chrX	15454612	15454972	361	+	34	26	44	19	17	21	82.93%	78.79%	77.19%	100.00%	94.44%	91.30%	-0.1561
CG11655	chrX_+_15454612_15454923_15454972	3_Junction_248306_Junction_248307	J002	0.00839752728504343	8.50643795646246	0.00353892138324972	0.00775320820160853	0.839636374914665	0.387112154769608	-2.03926755732713	chrX	15454923	15454972	50	+	7	7	13	0	1	2	17.07%	21.21%	22.81%	0.00%	5.56%	8.70%	0.1561
HUWE1	chrX_+_15714381_15714393_15714715	3_Junction_248852_Junction_248854	J001	0.00705450920936883	26.3398437422071	2.8632056014336e-07	1.1113808670361e-06	2.34758058208696	2.21351091552655	-0.44772596892735	chrX	15714381	15714715	335	+	169	122	215	241	207	230	69.55%	65.95%	72.64%	57.38%	48.82%	53.12%	0.162733333333333
HUWE1	chrX_+_15714381_15714393_15714715	3_Junction_248852_Junction_248854	J002	0.00714568866852182	26.1644491266373	3.13542126697117e-07	1.21178352686053e-06	1.9881199683927	2.1580388423659	0.569300856398679	chrX	15714393	15714715	323	+	74	63	81	179	217	203	30.45%	34.05%	27.36%	42.62%	51.18%	46.88%	-0.162733333333333
CG8578	chrX_+_15845468_15845579_15845640	3_Junction_249518_Junction_249523	J001	0.00449629628369632	58.2646427681361	2.29125221275949e-14	1.80394973620728e-13	1.65580445851245	1.74564524587118	0.304521773778275	chrX	15845468	15845640	173	+	43	41	50	36	80	56	75.44%	77.36%	70.42%	100.00%	100.00%	98.25%	-0.2501
CG8578	chrX_+_15845468_15845579_15845640	3_Junction_249518_Junction_249523	J002	0.00661930730273013	56.9400701128275	4.49297220526981e-14	3.46047147011962e-13	1.21703987832453	0.120265974810785	-5.60070671776382	chrX	15845579	15845640	62	+	14	12	21	0	0	1	24.56%	22.64%	29.58%	0.00%	0.00%	1.75%	0.2501
CG16952	chrX_+_15870335_15870398_15870488_15871359	3_Junction_249666_Junction_249669_Junction_249674	J001	0.106349025114502	4.06464732051477	0.0437898283327675	0.0774927699442012	0.918787241015412	0.566575431553129	-1.44124693526373	chrX	15870335	15871359	1025	+	8	2	9	0	4	6	27.59%	8.33%	24.32%	0.00%	9.76%	12.00%	0.128266666666667
CG16952	chrX_+_15870335_15870398_15870488_15871359	3_Junction_249666_Junction_249669_Junction_249674	J002	0.00532686841914971	2.19499385565318	0.138459761189392	0.216114330170844	1.19921484530346	1.27376179817276	0.262912524603585	chrX	15870398	15871359	962	+	11	10	17	20	23	23	37.93%	41.67%	45.95%	58.82%	56.10%	46.00%	-0.1179
CG16952	chrX_+_15870335_15870398_15870488_15871359	3_Junction_249666_Junction_249669_Junction_249674	J003	0.00650238155925104	0.115723769144552	0.733719499182812	0.825291661538563	1.14311272815325	1.15262187834011	0.0340082184946766	chrX	15870488	15871359	872	+	10	12	11	14	14	21	34.48%	50.00%	29.73%	41.18%	34.15%	42.00%	-0.0104
lok	chr2L_+_20062012_20062063_20062146	3_Junction_24982_Junction_24983	J001	0.0342610966475281	9.99504851500895	0.00156961693820346	0.00364301878077773	1.80558755381008	1.94780113113773	0.478812711703577	chr2L	20062012	20062146	135	+	60	40	48	93	142	118	73.17%	75.47%	63.16%	80.17%	91.03%	85.51%	-0.1497
lok	chr2L_+_20062012_20062063_20062146	3_Junction_24982_Junction_24983	J002	0.0360907114340292	9.71505686543034	0.00182764424784589	0.00420136595725683	1.43645442893079	1.18497263931489	-0.879054315550138	chr2L	20062063	20062146	84	+	22	13	28	23	14	20	26.83%	24.53%	36.84%	19.83%	8.97%	14.49%	0.1497
br	chrX_+_1609481_1622988_1624136	3_Junction_250670_Junction_250784	J001	0.021066549930129	5.626697081427	0.0176889309198161	0.0341140601913209	1.15545932735728	1.01166432340212	-0.520879851217195	chrX	1609481	1624136	14656	+	25	9	32	6	7	5	86.21%	64.29%	86.49%	75.00%	46.67%	62.50%	0.176066666666667
