Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
CG14693	chr3R_-_10813598_10813704_10814177_10814181_10814183_10814252	3_Junction_166770_Junction_166775_Junction_166781_Junction_166782_Junction_166783	J005	0.00820850685537067	10.3562302177306	0.00129038443090229	0.00303521025652896	0.694770936802073	1.12005874886878	1.62441490147499	chr3R	10814183	10814252	70	-	7	6	14	4	6	7	5.69%	5.50%	9.15%	13.33%	28.57%	19.44%	-0.136666666666667
CG6791	chr3R_-_11588455_11588502_11588558	3_Junction_168237_Junction_168238	J001	0.0289565583043689	16.2533515815382	5.54114865130869e-05	0.000159443852581674	0.000380227124544907	0.756816070540756	12.3934166387631	chr3R	11588455	11588558	104	-	0	0	0	3	5	8	0.00%	0.00%	0.00%	2.88%	3.45%	6.96%	-0.0443
CG6791	chr3R_-_11588455_11588502_11588558	3_Junction_168237_Junction_168238	J002	0.0146598462131941	17.0817775580718	3.58042029981673e-05	0.00010576911556567	2.01913872057707	2.01336069291013	-0.0193808850659485	chr3R	11588502	11588558	57	-	82	78	132	101	140	107	100.00%	100.00%	100.00%	97.12%	96.55%	93.04%	0.0442999999999999
CG6813	chr3R_-_11623060_11624794_11624828_11625186_11625473	3_Junction_168340_Junction_168367_Junction_168368_Junction_168369	J001	0.0101616943762829	84.3579181269171	4.12842174826187e-20	4.79367363844928e-19	7.84072424165342e-05	1.33433460926189	16.7994262831268	chr3R	11623060	11625473	2414	-	0	0	0	8	9	10	0.00%	0.00%	0.00%	44.44%	45.00%	50.00%	-0.4648
CG6813	chr3R_-_11623060_11624794_11624828_11625186_11625473	3_Junction_168340_Junction_168367_Junction_168368_Junction_168369	J002	0.0121000136302172	8.02159392317551	0.00462228721769664	0.00992485101851374	0.524947902641956	0.00013477021176889	-12.8859342422388	chr3R	11624794	11625473	680	-	6	6	5	0	0	0	9.52%	11.11%	6.67%	0.00%	0.00%	0.00%	0.091
CG6813	chr3R_-_11623060_11624794_11624828_11625186_11625473	3_Junction_168340_Junction_168367_Junction_168368_Junction_168369	J003	0.00498234431740041	98.8577352181011	2.71308298920944e-23	3.77058971020264e-22	1.34147546145212	0.607496318665717	-2.78002942140717	chr3R	11624828	11625473	646	-	50	41	61	0	1	3	79.37%	75.93%	81.33%	0.00%	5.00%	15.00%	0.7221
CG6813	chr3R_-_11623060_11624794_11624828_11625186_11625473	3_Junction_168340_Junction_168367_Junction_168368_Junction_168369	J004	0.00663310465714213	27.3541804434048	1.69397833243434e-07	6.76060245352153e-07	0.620387480418668	1.33424203401435	2.69825354045284	chr3R	11625186	11625473	288	-	7	7	9	10	10	7	11.11%	12.96%	12.00%	55.56%	50.00%	35.00%	-0.3483
Taf12	chr3R_-_11679184_11679226_11679398_11679565	3_Junction_168539_Junction_168544_Junction_168547	J001	0.0171280018009944	89.2734698457683	3.4383942588442e-21	4.26080932219391e-20	1.80926079750338	1.5289837306759	-0.951822694508131	chr3R	11679184	11679565	382	-	58	61	54	44	47	22	95.08%	96.83%	96.43%	54.32%	53.41%	37.29%	0.477733333333333
Taf12	chr3R_-_11679184_11679226_11679398_11679565	3_Junction_168539_Junction_168544_Junction_168547	J002	0.0370111274278328	76.6284390210762	2.06346647386577e-18	2.16539109232841e-17	0.236100209308566	1.47888686279817	5.33344602770041	chr3R	11679226	11679565	340	-	1	0	1	32	34	34	1.64%	0.00%	1.79%	39.51%	38.64%	57.63%	-0.441166666666667
Taf12	chr3R_-_11679184_11679226_11679398_11679565	3_Junction_168539_Junction_168544_Junction_168547	J003	0.00999193386026912	3.09962493562627	0.0783103339766168	0.130705123024333	0.448659572101797	0.729160036774466	1.26856012468022	chr3R	11679398	11679565	168	-	2	2	1	5	7	3	3.28%	3.17%	1.79%	6.17%	7.95%	5.08%	-0.0365333333333333
prd1	chr3R_-_11781911_11781939_11782000	3_Junction_168796_Junction_168797	J001	0.0110410883137075	28.8578652640408	7.78889663491406e-08	3.23532520811029e-07	0.000239041385837343	0.899307759087126	13.6197872009132	chr3R	11781911	11782000	90	-	0	0	0	5	6	7	0.00%	0.00%	0.00%	2.44%	2.78%	3.55%	-0.0292333333333333
prd1	chr3R_-_11781911_11781939_11782000	3_Junction_168796_Junction_168797	J002	0.00361550634862229	29.8613602225781	4.64069752309352e-08	1.97664865560275e-07	2.36776458898971	2.36576577339678	-0.00666858117719205	chr3R	11781939	11782000	62	-	252	241	359	200	210	190	100.00%	100.00%	100.00%	97.56%	97.22%	96.45%	0.0292333333333333
Sbf	chr3R_-_11793636_11793654_11793719	3_Junction_168842_Junction_168843	J001	0.0152160759169445	22.9267988190554	1.68289183902651e-06	5.93329484100962e-06	0.000528156186075894	0.88404146443378	12.4174224579279	chr3R	11793636	11793719	84	-	0	0	0	10	10	5	0.00%	0.00%	0.00%	2.33%	2.20%	1.09%	-0.0187333333333333
Sbf	chr3R_-_11793636_11793654_11793719	3_Junction_168842_Junction_168843	J002	0.00755713643434737	23.8308584279479	1.05182634833005e-06	3.80313101062731e-06	2.55096190294821	2.54748153508687	-0.0115942675647833	chr3R	11793654	11793719	66	-	269	238	398	419	445	454	100.00%	100.00%	100.00%	97.67%	97.80%	98.91%	0.0187333333333334
DCAF12	chr3R_-_12015844_12015868_12015926	3_Junction_169458_Junction_169460	J001	0.0127638659200422	17.4106572779653	3.01132819315847e-05	8.98912190931902e-05	0.000374938608001871	0.743353857455108	12.3592409947836	chr3R	12015844	12015926	83	-	0	0	0	4	5	5	0.00%	0.00%	0.00%	1.32%	1.39%	1.60%	-0.0143666666666667
DCAF12	chr3R_-_12015844_12015868_12015926	3_Junction_169458_Junction_169460	J002	0.00361550634862229	17.9621106507469	2.25346067890496e-05	6.84259999080674e-05	2.49709738241416	2.49551632618042	-0.00526895933763605	chr3R	12015868	12015926	59	-	282	297	384	300	356	307	100.00%	100.00%	100.00%	98.68%	98.61%	98.40%	0.0143666666666665
CG14740	chr3R_-_12062711_12062721_12062754_12062800	3_Junction_169635_Junction_169636_Junction_169637	J001	0.0622328935427395	55.6346815668869	8.72703244863114e-14	6.55875273287963e-13	0.000453037317133351	1.16144261794446	13.6592292004381	chr3R	12062711	12062800	90	-	0	0	0	20	9	19	0.00%	0.00%	0.00%	0.82%	0.32%	0.71%	-0.00616666666666667
CG14740	chr3R_-_12062711_12062721_12062754_12062800	3_Junction_169635_Junction_169636_Junction_169637	J002	0.00579442311200897	1384.59493053091	4.67731474196486e-303	2.11090017742732e-300	1.00261711269309	2.80666161513268	6.14169298065336	chr3R	12062721	12062800	80	-	8	5	11	731	878	694	0.18%	0.13%	0.20%	29.84%	30.73%	26.10%	-0.2872
CG14740	chr3R_-_12062711_12062721_12062754_12062800	3_Junction_169635_Junction_169636_Junction_169637	J003	0.00504042608428181	1526.66051592431	0	0	3.72309981426031	3.19441287461865	-1.75690938768974	chr3R	12062754	12062800	47	-	4498	3907	5581	1699	1970	1946	99.82%	99.87%	99.80%	69.35%	68.95%	73.19%	0.293333333333333
CG4702	chr3R_-_12123864_12125024_12127869	3_Junction_169808_Junction_169814	J001	0.284551838364348	11.3506183341335	0.000754228536840569	0.00184144156517499	1.29194152383783	1.35396835033599	0.216342881117046	chr3R	12123864	12127869	4006	-	22	8	21	28	26	22	95.65%	57.14%	77.78%	100.00%	100.00%	100.00%	-0.231433333333333
CG4702	chr3R_-_12123864_12125024_12127869	3_Junction_169808_Junction_169814	J002	0.332236319813465	10.5722509871821	0.00114797854042537	0.00272335094198612	0.768439243390448	0.000220428616205526	-13.2269057378485	chr3R	12125024	12127869	2846	-	1	6	6	0	0	0	4.35%	42.86%	22.22%	0.00%	0.00%	0.00%	0.231433333333333
Vha55	chr3R_-_12627561_12627575_12627638	3_Junction_170733_Junction_170735	J001	0.00164057887878908	84.7883983380266	3.32067133017828e-20	3.87779383871215e-19	1.48761469567866	1.93107994422818	1.50387419447732	chr3R	12627561	12627638	78	-	38	42	57	58	59	57	3.26%	3.93%	3.54%	11.51%	9.47%	11.26%	-0.0717
Vha55	chr3R_-_12627561_12627575_12627638	3_Junction_170733_Junction_170735	J002	0.00131547489265059	87.057340522955	1.05420046699101e-20	1.26833853847113e-19	2.90476813169804	2.84944930171247	-0.184009533157635	chr3R	12627575	12627638	64	-	1129	1026	1551	446	564	449	96.74%	96.07%	96.46%	88.49%	90.53%	88.74%	0.0717
VhaSFD	chr2L_-_16724782_16724794_16724857	3_Junction_17202_Junction_17203	J001	0.0023632418727706	133.333360907105	7.64365222380235e-31	1.49819353575293e-29	0.000498894713154124	1.58018721489622	14.9757241771581	chr2L	16724782	16724857	76	-	0	0	0	47	47	43	0.00%	0.00%	0.00%	4.11%	3.72%	3.89%	-0.0390666666666667
VhaSFD	chr2L_-_16724782_16724794_16724857	3_Junction_17202_Junction_17203	J002	0.0015921612431768	136.024973341914	1.97036632212567e-31	3.95632964924332e-30	2.96309490477776	2.96060128918644	-0.00829266581938271	chr2L	16724794	16724857	64	-	790	610	965	1096	1218	1061	100.00%	100.00%	100.00%	95.89%	96.28%	96.11%	0.0390666666666665
CG9813	chr3R_-_13371508_13374780_13377531	3_Junction_172461_Junction_172476	J001	0.121089927887951	17.7233374726072	2.55473072128065e-05	7.70279660075649e-05	0.000188361628433063	0.868790630401842	13.8470174890006	chr3R	13371508	13377531	6024	-	0	0	0	3	5	10	0.00%	0.00%	0.00%	5.36%	6.94%	18.18%	-0.1016
CG9813	chr3R_-_13371508_13374780_13377531	3_Junction_172461_Junction_172476	J002	0.0976968515312439	18.9320067121554	1.354608319142e-05	4.24144108401505e-05	1.79695401000705	1.77241342335833	-0.0828830122060777	chr3R	13374780	13377531	2752	-	70	61	75	53	67	45	100.00%	100.00%	100.00%	94.64%	93.06%	81.82%	0.1016
yrt	chr3R_-_13431089_13431141_13431197	3_Junction_172728_Junction_172730	J001	0.00361550634862229	11.8968171629454	0.000562299446351734	0.00139998969723577	2.39585953488538	2.39402579493566	-0.0061161864527941	chr3R	13431089	13431197	109	-	160	132	201	351	436	395	100.00%	100.00%	100.00%	98.04%	98.64%	98.50%	0.0160666666666667
yrt	chr3R_-_13431089_13431141_13431197	3_Junction_172728_Junction_172730	J002	0.0104852769347735	11.6410586597087	0.000645118770195885	0.00159175729949474	0.000507185408787691	0.696446606315961	11.7306163510756	chr3R	13431141	13431197	57	-	0	0	0	7	6	6	0.00%	0.00%	0.00%	1.96%	1.36%	1.50%	-0.0160666666666667
Rbp4	chr3R_-_13655870_13655880_13655943	3_Junction_173138_Junction_173139	J001	0.0424819314076366	10.2156571152432	0.00139253369572906	0.00325748782899674	0.000607343995237421	0.654641773601456	11.2943916305622	chr3R	13655870	13655943	74	-	0	0	0	5	8	2	0.00%	0.00%	0.00%	0.40%	0.54%	0.15%	-0.00363333333333333
Rbp4	chr3R_-_13655870_13655880_13655943	3_Junction_173138_Junction_173139	J002	0.0257989186166147	10.7311798512585	0.00105345256055667	0.00251449250251897	2.98266531151963	2.97628894815231	-0.0212040509281657	chr3R	13655880	13655943	64	-	737	595	806	1251	1468	1306	100.00%	100.00%	100.00%	99.60%	99.46%	99.85%	0.00363333333333349
f-cup	chr3R_-_13697424_13697453_13697464_13697521	3_Junction_173496_Junction_173499_Junction_173501	J001	0.00457861070803313	201.516289342383	9.74876756742221e-46	3.14901260615419e-44	0.000240666304071309	1.65522231939562	16.2832834144589	chr3R	13697424	13697521	98	-	0	0	0	26	24	26	0.00%	0.00%	0.00%	4.07%	2.96%	3.69%	-0.0357333333333333
f-cup	chr3R_-_13697424_13697453_13697464_13697521	3_Junction_173496_Junction_173499_Junction_173501	J002	0.00372064325334506	140.928910497184	1.66758168832167e-32	3.50787982146819e-31	0.355351791628616	1.60157243049408	4.94291732041377	chr3R	13697453	13697521	69	-	3	2	2	20	23	24	0.13%	0.11%	0.07%	3.13%	2.84%	3.41%	-0.0302333333333333
f-cup	chr3R_-_13697424_13697453_13697464_13697521	3_Junction_173496_Junction_173499_Junction_173501	J003	0.0019931620658936	338.645510010706	1.25850842650099e-75	7.77741898613122e-74	3.09823774601659	3.06737587584883	-0.102605725376961	chr3R	13697464	13697521	58	-	2235	1795	2943	593	763	654	99.87%	99.89%	99.93%	92.80%	94.20%	92.90%	0.0659666666666666
CG14362	chr3R_-_13841083_13841119_13854897_13854926_13855037	3_Junction_173970_Junction_173975_Junction_174000_Junction_174001	J001	0.0121325780502358	33.1069129311643	8.72280427392063e-09	4.0364836028082e-08	0.000118767605428179	0.947025304595524	14.8091191232607	chr3R	13841083	13855037	13955	-	0	0	0	8	8	4	0.00%	0.00%	0.00%	1.54%	1.37%	0.75%	-0.0122
CG14362	chr3R_-_13841083_13841119_13854897_13854926_13855037	3_Junction_173970_Junction_173975_Junction_174000_Junction_174001	J002	0.0944540495086764	26.9415889521654	2.09697712479416e-07	8.27568716398313e-07	0.000118761396734341	1.0289816461602	15.1127057863239	chr3R	13841119	13855037	13919	-	0	0	0	5	15	5	0.00%	0.00%	0.00%	0.97%	2.57%	0.94%	-0.0149333333333333
CG14362	chr3R_-_13841083_13841119_13854897_13854926_13855037	3_Junction_173970_Junction_173975_Junction_174000_Junction_174001	J003	0.0102467730761778	54.2372098984	1.77689966581739e-13	1.29951116343165e-12	0.000118761380843966	1.14473353947914	15.5316452166312	chr3R	13854897	13855037	141	-	0	0	0	13	13	7	0.00%	0.00%	0.00%	2.51%	2.23%	1.31%	-0.0201666666666667
CG14362	chr3R_-_13841083_13841119_13854897_13854926_13855037	3_Junction_173970_Junction_173975_Junction_174000_Junction_174001	J004	0.0328822082086164	88.4774847012443	5.14167930722028e-21	6.30324942937585e-20	2.81216312419784	2.78746376458486	-0.0821798164335803	chr3R	13854926	13855037	112	-	694	740	978	492	547	518	100.00%	100.00%	100.00%	94.98%	93.83%	97.00%	0.0473
rdx	chr3R_-_13970568_13970629_13970950	3_Junction_174123_Junction_174126	J001	0.0230300571502684	32.9714644809484	9.35214957436274e-09	4.31543003066259e-08	0.000904658723078436	1.20291727942946	12.8082099486304	chr3R	13970568	13970950	383	-	0	0	0	21	29	41	0.00%	0.00%	0.00%	3.61%	4.36%	6.27%	-0.0474666666666667
rdx	chr3R_-_13970568_13970629_13970950	3_Junction_174123_Junction_174126	J002	0.0198126476293702	33.7915093777476	6.13460190054528e-09	2.88849620293447e-08	2.4903929943649	2.47476936555303	-0.0520719855899028	chr3R	13970629	13970950	322	-	154	136	191	561	636	613	100.00%	100.00%	100.00%	96.39%	95.64%	93.73%	0.0474666666666667
CG13280	chr2L_-_16803197_16803203_16803269	3_Junction_17435_Junction_17436	J001	0.0155010595083941	43.2098078542426	4.91735701735961e-11	2.86802056476634e-10	0.000215345922798065	1.02048686468746	14.2227924336737	chr2L	16803197	16803269	73	-	0	0	0	6	6	3	0.00%	0.00%	0.00%	1.81%	1.25%	0.71%	-0.0125666666666667
CG13280	chr2L_-_16803197_16803203_16803269	3_Junction_17435_Junction_17436	J002	0.00424955026559297	45.1941881054479	1.78433834096078e-11	1.08507430252152e-10	2.88759167372157	2.88596614927505	-0.00540689261238114	chr2L	16803203	16803269	67	-	1526	1194	1946	326	475	417	100.00%	100.00%	100.00%	98.19%	98.75%	99.29%	0.0125666666666666
CG13280	chr2L_-_16803675_16803722_16820317_16820941	3_Junction_17442_Junction_17447_Junction_17465	J001	0.0289458797990338	206.467611333667	8.10146160412464e-47	2.70674335108007e-45	2.60773723669684	2.54916408009386	-0.195091182981299	chr2L	16803675	16820941	17267	-	867	724	1051	126	198	192	99.20%	99.72%	98.96%	63.32%	72.79%	75.29%	0.288266666666667
CG13280	chr2L_-_16803675_16803722_16820317_16820941	3_Junction_17442_Junction_17447_Junction_17465	J002	0.0363451301226825	252.646504543416	6.87843634775628e-57	2.92265107708763e-55	0.000218685733896983	2.14755280690419	18.0789436085046	chr2L	16803722	16820941	17220	-	0	0	0	72	74	57	0.00%	0.00%	0.00%	36.18%	27.21%	22.35%	-0.2858
CG13280	chr2L_-_16803675_16803722_16820317_16820941	3_Junction_17442_Junction_17447_Junction_17465	J003	0.241296043034983	0.0494166723987917	0.824081433411094	0.891668277662215	0.597027576711854	0.768750854341681	0.721743814010024	chr2L	16820317	16820941	625	-	7	2	11	1	0	6	0.80%	0.28%	1.04%	0.50%	0.00%	2.35%	-0.00243333333333334
MetRS-m	chr3R_-_14252828_14252852_14252867_14258629	3_Junction_174716_Junction_174719_Junction_174721	J001	0.011922282581855	45.7711554432531	1.32906222988355e-11	8.19043544501659e-11	2.17151764013697	2.16273698992105	-0.0293685656886495	chr3R	14252828	14258629	5802	-	97	95	126	216	211	207	100.00%	100.00%	100.00%	92.31%	87.55%	91.19%	0.0964999999999999
MetRS-m	chr3R_-_14252828_14252852_14252867_14258629	3_Junction_174716_Junction_174719_Junction_174721	J002	0.0272451934836514	31.6679925104901	1.82912081949764e-08	8.16835250719849e-08	0.000187382023741496	1.10607704765145	14.7347961822614	chr3R	14252852	14258629	5778	-	0	0	0	12	24	16	0.00%	0.00%	0.00%	5.13%	9.96%	7.05%	-0.0738
MetRS-m	chr3R_-_14252828_14252852_14252867_14258629	3_Junction_174716_Junction_174719_Junction_174721	J003	0.012031455510433	10.5722889541427	0.00114795496320947	0.00272334016842053	0.000187381049320098	0.66612833122973	13.0404598673784	chr3R	14252867	14258629	5763	-	0	0	0	6	6	4	0.00%	0.00%	0.00%	2.56%	2.49%	1.76%	-0.0227
MetRS-m	chr3R_-_14259720_14259747_14259812	3_Junction_174731_Junction_174732	J001	0.154508827848688	7.04479866228702	0.0079495760166252	0.0163722470775566	0.000595885876437972	0.651488678567082	11.3084201466761	chr3R	14259720	14259812	93	-	0	0	0	10	2	5	0.00%	0.00%	0.00%	6.25%	1.14%	2.99%	-0.0346
MetRS-m	chr3R_-_14259720_14259747_14259812	3_Junction_174731_Junction_174732	J002	0.126015359690994	7.47324095679397	0.00626227189224887	0.0131395293029551	2.02624183505236	1.99490704256452	-0.105118049299662	chr3R	14259747	14259812	66	-	55	64	82	150	173	162	100.00%	100.00%	100.00%	93.75%	98.86%	97.01%	0.0346
CG7886	chr3R_-_14628717_14628731_14628779	3_Junction_175666_Junction_175667	J001	0.0115881202241982	190.825411123477	2.09973084814042e-43	6.35220752925271e-42	1.10832696983365	1.97984871110964	2.99698364784193	chr3R	14628717	14628779	63	-	13	12	18	88	66	92	0.34%	0.36%	0.32%	5.33%	3.48%	4.80%	-0.0419666666666667
CG7886	chr3R_-_14628717_14628731_14628779	3_Junction_175666_Junction_175667	J002	0.0107952947176637	197.596446974929	6.98805742016985e-45	2.2035253400026e-43	3.5427240992952	3.29988002561183	-0.807020457121693	chr3R	14628731	14628779	49	-	3850	3294	5678	1563	1831	1823	99.66%	99.64%	99.68%	94.67%	96.52%	95.20%	0.0419666666666669
l(3)L1231	chr3R_-_14645397_14645461_14645518	3_Junction_175784_Junction_175787	J001	0.00373120261118755	10.1312875846291	0.0014577354240761	0.00340061409672775	2.35969811511353	2.35794303794532	-0.00585587149065958	chr3R	14645397	14645518	122	-	166	99	180	328	405	377	100.00%	100.00%	100.00%	98.50%	98.54%	98.43%	0.0150999999999999
l(3)L1231	chr3R_-_14645397_14645461_14645518	3_Junction_175784_Junction_175787	J002	0.0107835236122508	9.92225951836825	0.00163291796289381	0.00378128834825335	0.000480621336226742	0.651130811309865	11.617216605367	chr3R	14645461	14645518	58	-	0	0	0	5	6	6	0.00%	0.00%	0.00%	1.50%	1.46%	1.57%	-0.0151
Meltrin	chr3R_-_14670842_14671803_14672421	3_Junction_175867_Junction_175872	J001	0.00406132772672767	137.507802425487	9.33756461134668e-32	1.90105214680191e-30	0.000382702367690157	1.67152688202547	15.6692233325802	chr3R	14670842	14672421	1580	-	0	0	0	54	59	54	0.00%	0.00%	0.00%	43.55%	36.65%	38.03%	-0.3941
Meltrin	chr3R_-_14670842_14671803_14672421	3_Junction_175867_Junction_175872	J002	0.00342718212778747	139.316362871549	3.75588173849697e-32	7.77952026981802e-31	1.87599111129896	1.859929829029	-0.0540875228394766	chr3R	14671803	14672421	619	-	70	49	75	70	102	88	100.00%	100.00%	100.00%	56.45%	63.35%	61.97%	0.3941
CG31809	chr2L_-_16850280_16853862_16853951	3_Junction_17641_Junction_17647	J001	0.013313028483218	15.6810768766025	7.49704964358179e-05	0.000211796352798994	0.000986490113462432	1.18889942336278	12.6334088497447	chr2L	16850280	16853951	3672	-	0	0	0	64	72	47	0.00%	0.00%	0.00%	47.76%	40.68%	35.34%	-0.4126
CG31809	chr2L_-_16850280_16853862_16853951	3_Junction_17641_Junction_17647	J002	0.0127241457859478	15.7139298970838	7.36795563352568e-05	0.000208392156252168	1.37274688411518	1.33389892079096	-0.135038284672079	chr2L	16853862	16853951	90	-	4	5	8	70	105	86	100.00%	100.00%	100.00%	52.24%	59.32%	64.66%	0.4126
VhaPPA1-1	chr3R_-_14903887_14903891_14903949	3_Junction_176439_Junction_176440	J001	0.00550464400530266	4.7513098322906	0.0292760019740984	0.0539283067845544	0.797970037577885	1.05562227392748	0.973261657089112	chr3R	14903887	14903949	63	-	4	6	3	13	17	10	0.84%	1.60%	0.59%	1.83%	2.25%	1.54%	-0.00863333333333333
VhaPPA1-1	chr3R_-_14903887_14903891_14903949	3_Junction_176439_Junction_176440	J002	0.00270757318026447	4.97610434216027	0.0256997915735576	0.0479463827825901	2.74073512707832	2.73128124573812	-0.0314628969021626	chr3R	14903891	14903949	59	-	474	370	508	696	737	639	99.16%	98.40%	99.41%	98.17%	97.75%	98.46%	0.00863333333333349
CG6752	chr3R_-_15193181_15193204_15193260	3_Junction_176800_Junction_176804	J001	0.00287314430551961	10.6106406139486	0.00112438727685734	0.00267123900058649	2.93521184688458	2.92375790299272	-0.0380939889659562	chr3R	15193181	15193260	80	-	1546	1210	1985	454	468	530	99.61%	99.75%	99.40%	98.48%	98.73%	98.88%	0.0088999999999998
CG6752	chr3R_-_15193181_15193204_15193260	3_Junction_176800_Junction_176804	J002	0.00662599119340272	10.2468818207069	0.00136915839980414	0.00320700214986704	0.683606006198796	1.07704160053256	1.51576078939764	chr3R	15193204	15193260	57	-	6	3	12	7	6	6	0.39%	0.25%	0.60%	1.52%	1.27%	1.12%	-0.0089
CG31344	chr3R_-_15224934_15224965_15225081	3_Junction_176946_Junction_176955	J001	0.164979599755086	14.9731546830214	0.000109051589783495	0.000301254279771105	1.62176025429577	1.34439251630247	-0.953312738027599	chr3R	15224934	15225081	148	-	42	39	42	26	17	22	100.00%	100.00%	97.67%	65.00%	77.27%	95.65%	0.199166666666667
CG31344	chr3R_-_15224934_15224965_15225081	3_Junction_176946_Junction_176955	J002	0.214977819749448	13.0635636153454	0.000301096019737544	0.000780843290572671	0.121919251817463	0.875504600891169	4.32764878448934	chr3R	15224965	15225081	117	-	0	0	1	14	5	1	0.00%	0.00%	2.33%	35.00%	22.73%	4.35%	-0.199166666666667
Cp190	chr3R_-_15274611_15275065_15275123	3_Junction_177235_Junction_177239	J001	0.00754617117481991	22.0691170370654	2.63007222411512e-06	9.05035845269528e-06	1.46739491078459	1.68327993284984	0.736961375536415	chr3R	15274611	15275123	513	-	20	12	24	61	88	79	43.48%	29.27%	42.86%	59.22%	64.71%	70.54%	-0.262866666666667
Cp190	chr3R_-_15274611_15275065_15275123	3_Junction_177235_Junction_177239	J002	0.00782337321092035	21.9102998682335	2.85696383836334e-06	9.7915500699905e-06	1.65534613160283	1.4231837880035	-0.794469015983932	chr3R	15275065	15275123	59	-	26	29	32	42	48	33	56.52%	70.73%	57.14%	40.78%	35.29%	29.46%	0.262866666666667
AOX3	chr3R_-_15547619_15547916_15547968	3_Junction_177927_Junction_177933	J001	0.0156461497224572	27.399850534557	1.65444024319747e-07	6.61018345443079e-07	0.0959877789061128	0.915668893487496	4.87039646898671	chr3R	15547619	15547968	350	-	1	0	0	6	5	6	4.00%	0.00%	0.00%	42.86%	27.78%	40.00%	-0.355466666666667
AOX3	chr3R_-_15547619_15547916_15547968	3_Junction_177927_Junction_177933	J002	0.00811257564675893	28.3029298392374	1.03738853568296e-07	4.24449332119622e-07	1.27267282402464	1.1383050518254	-0.476160770950036	chr3R	15547916	15547968	53	-	24	15	33	8	13	9	96.00%	100.00%	100.00%	57.14%	72.22%	60.00%	0.355466666666667
CG31805	chr2L_-_16900042_16900046_16900099	3_Junction_17830_Junction_17831	J001	0.00202112433352619	4.21158159226503	0.0401488862764769	0.0716978763014016	2.50955986994436	2.47178738369005	-0.125884334712532	chr2L	16900042	16900099	58	-	374	324	453	237	284	265	51.09%	51.35%	50.61%	43.01%	50.27%	46.90%	0.0429000000000001
CG31805	chr2L_-_16900042_16900046_16900099	3_Junction_17830_Junction_17831	J002	0.00201876211431264	4.21347646964854	0.0401040653638901	0.0716231993511045	2.492345244664	2.52905442408219	0.122322772359976	chr2L	16900046	16900099	54	-	358	307	442	314	281	300	48.91%	48.65%	49.39%	56.99%	49.73%	53.10%	-0.0429
CG31183	chr3R_-_15862817_15862905_15862982	3_Junction_178554_Junction_178556	J001	0.00798869162509582	14.056870483248	0.000177364687350439	0.000475320351249498	1.12835812462839	1.10640365676885	-0.0789576954669595	chr3R	15862817	15862982	166	-	12	6	11	14	13	21	100.00%	100.00%	100.00%	73.68%	76.47%	67.74%	0.2737
CG31183	chr3R_-_15862817_15862905_15862982	3_Junction_178554_Junction_178556	J002	0.0130751577621676	13.8175713808447	0.000201443449973323	0.000535664871042982	0.000491167509817504	0.752969634439624	12.0083749613472	chr3R	15862905	15862982	78	-	0	0	0	5	4	10	0.00%	0.00%	0.00%	26.32%	23.53%	32.26%	-0.2737
mor	chr3R_-_15969402_15969594_15969880	3_Junction_178844_Junction_178848	J001	0.0112687816376084	12.6839312013358	0.000368811343922562	0.000943842479060827	1.61947935149427	1.43985918797539	-0.614986338213689	chr3R	15969402	15969880	479	-	32	39	56	25	34	22	47.76%	65.00%	60.87%	43.10%	38.64%	31.88%	0.200033333333333
mor	chr3R_-_15969402_15969594_15969880	3_Junction_178844_Junction_178848	J002	0.0112103245580583	12.7033699664781	0.000364997207018438	0.000934733646442893	1.4835006700487	1.65198038664318	0.575347234112728	chr3R	15969594	15969880	287	-	35	21	36	33	54	47	52.24%	35.00%	39.13%	56.90%	61.36%	68.12%	-0.200033333333333
bor	chr3R_-_16262155_16262189_16262260	3_Junction_179589_Junction_179590	J001	0.0101529105751287	23.1021899089855	1.53615641996599e-06	5.4439961868269e-06	0.000420080217328864	0.874587000839114	12.7117169851793	chr3R	16262155	16262260	106	-	0	0	0	8	11	5	0.00%	0.00%	0.00%	0.34%	0.37%	0.19%	-0.003
bor	chr3R_-_16262155_16262189_16262260	3_Junction_179589_Junction_179590	J002	0.00343430146657842	23.9365090568244	9.95655568058102e-07	3.61125819360775e-06	3.32924906803045	3.32806657169821	-0.00393001168303897	chr3R	16262189	16262260	72	-	1780	1411	2343	2343	2957	2573	100.00%	100.00%	100.00%	99.66%	99.63%	99.81%	0.003
CG42446	chr3R_-_16352359_16358033_16358243	3_Junction_180176_Junction_180184	J001	0.0218914352031183	8.13386376034418	0.004344606481706	0.00937590366552708	0.60431570676476	0.000576690361455653	-11.1506480048567	chr3R	16352359	16358243	5885	-	2	6	7	0	0	0	1.61%	5.00%	4.61%	0.00%	0.00%	0.00%	0.0374
