Gene	AS_event_ID	chromosome	strand	common_5_SS_coor	A3SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
Syt14	chr3R_-_4317877_4317889_4317954	chr3R	-	4317954	4317877;4317889	2.16377777091202e-05	6.58845808274465e-05	-0.184666666666667;0.184666666666667
CG9776	chr3R_-_4328017_4328077_4328135	chr3R	-	4328135	4328017;4328077	3.07469846938393e-10	1.65973158443928e-09	-0.0690000000000003;0.069
ctrip	chr3R_-_4788575_4788613_4788679	chr3R	-	4788679	4788575;4788613	1.25481796355648e-15	1.09342963295313e-14	0.00746666666666673;-0.00746666666666667
ctrip	chr3R_-_4791864_4791897_4791956	chr3R	-	4791956	4791864;4791897	6.10491410348249e-10	3.20123678224762e-09	0.00606666666666666;-0.00606666666666667
ctrip	chr3R_-_4793062_4793079_4793216	chr3R	-	4793216	4793062;4793079	1.00282202393861e-10	5.68522821868352e-10	0.0224333333333334;-0.0224333333333333
Sccpdh1	chr3R_-_5223146_5223188_5223248	chr3R	-	5223248	5223146;5223188	0.0128833974009788	0.0255245096422102	0.0838333333333333;-0.0838333333333334
mtd	chr3R_-_5294855_5294879_5295639	chr3R	-	5295639	5294855;5294879	0.000508508337253099	0.00127440197531361	0.126;-0.126
Prosbeta7	chr3R_-_5354433_5357283_5357353	chr3R	-	5357353	5354433;5357283	0.0093214126297089	0.0189530929983467	-0.00193333333333333;0.00193333333333323
Prosbeta7	chr3R_-_5358055_5358092_5358125_5358237	chr3R	-	5358237	5358055;5358092;5358125	1.60854648476005e-27	2.728540363952e-26	0.1475;0.0291;-0.176666666666667
Cerk	chr3R_-_5359550_5359845_5359977	chr3R	-	5359977	5359550;5359845	8.18150915125309e-24	1.16802656941909e-22	0.0697333333333334;-0.0697333333333333
Nmdar1	chr3R_-_5514648_5515956_5516016	chr3R	-	5516016	5514648;5515956	0.00211122546490053	0.00480412845207695	-0.280966666666667;0.280966666666667
Nmdar1	chr3R_-_5522704_5522711_5522762	chr3R	-	5522762	5522704;5522711	0.000139177369904997	0.000378764504709782	-0.0582666666666667;0.0582666666666667
NONE	chr3R_-_5602906_5602964_5603026	chr3R	-	5603026	5602906;5602964	9.31977451644306e-05	0.000259841408886717	-0.666666666666667;0.666666666666667
Xe7	chr3R_-_5666127_5666145_5666196	chr3R	-	5666196	5666127;5666145	0.0133130634305924	0.0263003687844773	-0.0474666666666667;0.0474666666666668
Xe7	chr3R_-_5667305_5667341_5667388_5667691	chr3R	-	5667691	5667305;5667341;5667388	4.68480648216761e-40	1.27905945527639e-38	0.2502;-0.522566666666667;0.272366666666667
Sec8	chr3R_-_5756239_5756267_5756283_5756319	chr3R	-	5756319	5756239;5756267;5756283	0.00189824966319513	0.00435196291489614	-0.0266666666666667;0.0298666666666667;-0.00316666666666667
disp	chr3R_-_5850758_5850816_5850889	chr3R	-	5850889	5850758;5850816	4.73506344604827e-10	2.50950995349133e-09	0.332933333333333;-0.332933333333333
glob2	chr3R_-_6608206_6608275_6608332	chr3R	-	6608332	6608206;6608275	1.03130890572741e-10	5.83936269794542e-10	-0.0063333333333333;0.00633333333333333
glob2	chr3R_-_6608847_6608877_6608932	chr3R	-	6608932	6608847;6608877	8.17784790424364e-10	4.23176341944049e-09	-0.6182;0.6182
CG15177	chr3R_-_6628590_6628614_6628663	chr3R	-	6628663	6628590;6628614	9.99682487996691e-42	2.87359002336264e-40	-0.0515;0.0515
hook	chr2L_-_19033196_19033208_19033262	chr2L	-	19033262	19033196;19033208	0.00976584376779224	0.0197830830295432	-0.0259666666666667;0.0259666666666665
Ufl1	chr3R_-_7066297_7071861_7071914	chr3R	-	7071914	7066297;7071861	0.000112966742034769	0.000311432419594985	-0.0150333333333333;0.0150333333333333
Alh	chr3R_-_7120795_7120882_7120940	chr3R	-	7120940	7120795;7120882	9.08605560012953e-06	2.91265199394325e-05	-0.0779333333333333;0.0779333333333333
CG1234	chr3R_-_7245086_7245151_7245208	chr3R	-	7245208	7245086;7245151	1.82405494331177e-05	5.6118491303403e-05	-0.0420666666666667;0.0420666666666666
CG43290	chr3R_-_7349214_7349256_7349284_7349333	chr3R	-	7349333	7349214;7349256;7349284	5.51428214551924e-69	2.99390990841201e-67	0.0564666666666667;-0.0219;-0.0345666666666667
alpha-Est7	chr3R_-_7512223_7520449_7520510	chr3R	-	7520510	7512223;7520449	7.58618499992252e-05	0.000214132659385391	-0.234933333333333;0.234933333333333
alpha-Est5	chr3R_-_7535535_7535573_7535731	chr3R	-	7535731	7535535;7535573	2.57750331148007e-11	1.54339500147993e-10	0.0851999999999999;-0.0852
alpha-Est3	chr3R_-_7539493_7539501_7539561	chr3R	-	7539561	7539493;7539501	0.00824021759749284	0.0169201626220733	0.006;-0.00600000000000012
Nlg3	chr3R_-_7573403_7573478_7573541	chr3R	-	7573541	7573403;7573478	2.03881166931607e-08	9.05502771200279e-08	0.251933333333333;-0.251933333333333
Nlg3	chr3R_-_7573986_7574203_7574276	chr3R	-	7574276	7573986;7574203	0.00487565366503651	0.0104277120722177	0.222;-0.222
NONE	chr3R_-_7751798_7755084_7773971_7775252	chr3R	-	7775252	7751798;7755084;7773971	2.71979371105641e-12	1.78570246662953e-11	-0.583433333333333;-0.0790333333333333;0.6625
mRpS9	chr3R_-_7872118_7889671_7901382	chr3R	-	7901382	7872118;7889671	3.49461226797755e-08	1.50920158633725e-07	-0.0455333333333333;0.0455333333333333
EMC1	chr3R_-_7902633_7903561_7903593_7903654	chr3R	-	7903654	7902633;7903561;7903593	4.43365329396577e-30	8.43478955914785e-29	-0.0325333333333333;-0.0131666666666667;0.0456666666666666
ELOVL	chr3R_-_7984092_7984329_7984789	chr3R	-	7984789	7984092;7984329	0.000249992740029426	0.000655816656451266	0.1014;-0.1014
asRNA:CR45549	chr3R_-_8233574_8233629_8233688	chr3R	-	8233688	8233574;8233629	9.2442093978473e-19	9.93474739553505e-18	0.6546;-0.6546
Ada2b	chr3R_-_8238182_8238252_8238729	chr3R	-	8238729	8238182;8238252	4.8761129987734e-11	2.84512512768268e-10	0.251133333333333;-0.251133333333333
CG45263	chr3R_-_8398756_8398843_8399044	chr3R	-	8399044	8398756;8398843	5.51175073635124e-10	2.9026470858623e-09	0.0264666666666666;-0.0264666666666667
CG45263	chr3R_-_8399189_8399225_8399309	chr3R	-	8399309	8399189;8399225	1.61783838347952e-68	8.72754262798318e-67	0.239933333333333;-0.239933333333333
CG9773	chr3R_-_8673925_8675932_8676186	chr3R	-	8676186	8673925;8675932	3.47649756295986e-06	1.17859628391153e-05	-0.0332;0.0331999999999999
neur	chr3R_-_9022041_9022044_9022102	chr3R	-	9022102	9022041;9022044	0.0212682493948211	0.0403452912661691	0.0870333333333333;-0.0870333333333333
TrpRS	chr3R_-_9266037_9266059_9266116	chr3R	-	9266116	9266037;9266059	6.00337444123811e-17	5.725396713961e-16	-0.0224333333333333;0.0224333333333334
CG16779	chr3R_-_9483689_9483708_9483796	chr3R	-	9483796	9483689;9483708	0.0099218312545318	0.0200715054666055	0.022;-0.022
rump	chr3R_-_9510016_9510047_9510161	chr3R	-	9510161	9510016;9510047	5.57953494745708e-16	4.98209079842092e-15	0.0244;-0.0244
CG17564	chr2L_-_19299442_19299514_19299613	chr2L	-	19299613	19299442;19299514	1.59263710894372e-07	6.37750259898465e-07	0.0033333333333333;-0.00333333333333333
mura	chr3R_-_9512452_9539475_9539817	chr3R	-	9539817	9512452;9539475	2.86123445322114e-11	1.70615057442326e-10	-0.1391;0.1391
CG9492	chr3R_-_9652599_9660794_9661460	chr3R	-	9661460	9652599;9660794	1.07421116260313e-07	4.38749952227295e-07	-0.542066666666667;0.542066666666667
CG9492	chr3R_-_9664774_9668210_9669031	chr3R	-	9669031	9664774;9668210	2.01759345774076e-29	3.73457097215971e-28	-0.962966666666667;0.962966666666667
side-VII	chr3R_-_9724677_9735390_9735493	chr3R	-	9735493	9724677;9735390	1.54827629020509e-23	2.17799999195577e-22	-0.673366666666667;0.673366666666667
Rpt3R	chr3R_-_9756176_9756226_9756489	chr3R	-	9756489	9756176;9756226	2.23892874471385e-58	9.81342224061711e-57	0.426366666666667;-0.426366666666667
CG12945	chr3R_-_9790744_9790771_9790837	chr3R	-	9790837	9790744;9790771	3.41402888533431e-07	1.31335778980738e-06	-0.153933333333333;0.153933333333333
lncRNA:CR42858	chr3R_-_9824741_9824779_9824840	chr3R	-	9824840	9824741;9824779	1.54830272158962e-05	4.8103366174752e-05	0.4008;-0.4008
PlexA	chr4_-_1014846_1014908_1014964	chr4	-	1014964	1014846;1014908	5.07119814047707e-161	8.54541685240532e-159	-0.331533333333333;0.331533333333333
PIP4K	chr4_-_1192652_1192662_1192704	chr4	-	1192704	1192652;1192662	1.09673794051506e-05	3.47562725327501e-05	0.0429666666666667;-0.0429666666666667
PIP4K	chr4_-_1193859_1195364_1195426	chr4	-	1195426	1193859;1195364	0.00034413295295016	0.000884579420034528	0.0869666666666667;-0.0869666666666667
CG31998	chr4_-_204272_204574_204592_204638	chr4	-	204638	204272;204574;204592	7.50787488179331e-20	8.58667049395537e-19	-0.2934;0.299266666666667;-0.00583333333333336
PMCA	chr4_-_343060_348290_348993	chr4	-	348993	343060;348290	2.06719434355953e-05	6.31224049276445e-05	-0.0133333333333333;0.0133333333333333
lgs	chr4_-_443394_443443_443483_443544	chr4	-	443544	443394;443443;443483	7.27682124936343e-06	2.36430585760113e-05	0.0496666666666667;-0.001;-0.0487000000000001
bip2	chr4_-_461731_462414_462476_462501_462517_463053	chr4	-	463053	461731;462414;462476;462501;462517	4.51980306290087e-27	7.52409943438272e-26	-0.0251666666666667;-0.0795333333333333;-0.052;0.177566666666667;-0.0208333333333333
bip2	chr4_-_465303_465315_466499	chr4	-	466499	465303;465315	0.0230636521493917	0.0434532400650641	-0.0186;0.0185999999999998
gw	chr4_-_652563_652578_652584_652644	chr4	-	652644	652563;652578;652584	2.89832775325637e-16	2.63585507400591e-15	-0.00523333333333333;-0.0828;0.0880000000000001
gw	chr4_-_652833_652842_652899	chr4	-	652899	652833;652842	3.7961259495723e-10	2.03198624181394e-09	-0.101833333333333;0.101833333333333
gw	chr4_-_654048_654081_654503	chr4	-	654503	654048;654081	0.000639185670800108	0.00157845198431544	0.00586666666666658;-0.00586666666666667
unc-13	chr4_-_883641_885687_885758	chr4	-	885758	883641;885687	0.00304182181573364	0.00672989493599304	-0.0724333333333331;0.0724333333333333
4E-T	chr4_-_953806_953899_954018	chr4	-	954018	953806;953899	1.20000705783573e-83	8.30565117185349e-82	-0.458533333333333;0.458533333333333
ZAP3	chrX_-_10061348_10072388_10072568	chrX	-	10072568	10061348;10072388	0.00137812946562873	0.00322632488742773	-0.0439333333333333;0.0439333333333333
ZAP3	chrX_-_10073411_10074326_10074392	chrX	-	10074392	10073411;10074326	0.000827707765977089	0.00200812616727287	-0.0178;0.0177999999999998
ZAP3	chrX_-_10074857_10074895_10074974	chrX	-	10074974	10074857;10074895	1.83846765231083e-06	6.44985252728601e-06	-0.0373;0.0373
CG11638	chrX_-_1016708_1021594_1026512	chrX	-	1026512	1016708;1021594	0.00598348499432226	0.0126007786561622	0.2698;-0.2698
Hk	chrX_-_10232596_10232621_10239897_10240679	chrX	-	10240679	10232596;10232621;10239897	2.15099956150698e-29	3.97430713247365e-28	-0.6404;-0.1802;0.8206
Hk	chrX_-_10241018_10241021_10241112	chrX	-	10241112	10241018;10241021	0.00242001364686776	0.00544957315917408	0.168633333333333;-0.168633333333333
Imp	chrX_-_10797663_10797746_10797768_10797834	chrX	-	10797834	10797663;10797746;10797768	2.99485690398301e-64	1.49444090725994e-62	0.0689666666666667;-0.0271666666666667;-0.0417666666666667
Imp	chrX_-_10798544_10798565_10798617	chrX	-	10798617	10798544;10798565	1.51132082436126e-46	5.00730899528529e-45	0.146966666666667;-0.146966666666667
Imp	chrX_-_10821488_10821547_10821595	chrX	-	10821595	10821488;10821547	0.000164168794030533	0.000442168126008324	-0.0185333333333334;0.0185333333333333
sbr	chrX_-_10834697_10834787_10834879	chrX	-	10834879	10834697;10834787	2.28417629241878e-18	2.38981568742577e-17	0.0283;-0.0283
Klp10A	chrX_-_11129133_11131300_11132314_11132549	chrX	-	11132549	11129133;11131300;11132314	1.47237546485432e-11	9.03159642858634e-11	-0.00853333333333333;0.0126999999999999;-0.00413333333333333
NONE	chrX_-_11290_52870_52945	chrX	-	52945	11290;52870	0.00115696563500316	0.00274303356875961	-0.0396;0.0395999999999999
eIF4E7	chrX_-_1160132_1160185_1162284	chrX	-	1162284	1160132;1160185	1.37004672565394e-46	4.54450184926861e-45	0.0883666666666668;-0.0883666666666667
Nrd1	chrX_-_11868321_11868438_11868489_11868545	chrX	-	11868545	11868321;11868438;11868489	7.74099322160561e-07	2.84803254276915e-06	-0.00563333333333333;-0.0163;0.0219333333333332
Upf1	chrX_-_11904947_11904976_11905033	chrX	-	11905033	11904947;11904976	5.85683519046869e-104	5.21083501050506e-102	-0.790633333333333;0.790633333333333
CG10462	chr2L_-_19734409_19734412_19734468	chr2L	-	19734468	19734409;19734412	0.000343805733054703	0.000883801832672778	0.167933333333333;-0.167933333333333
fw	chrX_-_11995364_11997562_11998236	chrX	-	11998236	11995364;11997562	2.04742083020216e-17	2.01549723836814e-16	-0.747633333333333;0.747633333333333
CG15734	chrX_-_11998500_12086762_12086829	chrX	-	12086829	11998500;12086762	0.000357436519750234	0.000916486813777825	-0.00283333333333333;0.00283333333333347
Usp7	chrX_-_12023306_12023688_12024307_12024359	chrX	-	12024359	12023306;12023688;12024307	8.74380425585152e-08	3.60912755931663e-07	-0.605766666666667;0.158066666666667;0.4477
Usp7	chrX_-_12025045_12025057_12025112	chrX	-	12025112	12025045;12025057	6.23779175594869e-21	7.60722393464362e-20	-0.1145;0.1145
Usp7	chrX_-_12028025_12028039_12028422	chrX	-	12028422	12028025;12028039	0.000437864255311758	0.00110838529684734	-0.0195666666666667;0.0195666666666664
CG32655	chrX_-_12235106_12235125_12235190	chrX	-	12235190	12235106;12235125	7.80497391166578e-20	8.91576802697663e-19	-0.0133333333333333;0.0133333333333331
ppk10	chr2L_-_10449523_10450249_10450304	chr2L	-	10450304	10449523;10450249	5.25820716323795e-11	3.05858975239469e-10	-0.0781;0.0781000000000001
hep	chrX_-_13081043_13081118_13081511	chrX	-	13081511	13081043;13081118	0.000253351786116027	0.000664068447424988	0.349966666666667;-0.349966666666667
CG43313	chrX_-_13087140_13098592_13100883	chrX	-	13100883	13087140;13098592	0.000135746111942983	0.000370024802968733	-0.2012;0.2012
sno	chrX_-_13194366_13196510_13196595	chrX	-	13196595	13194366;13196510	0.0111538227009999	0.0223582806626853	-0.0036;0.00360000000000005
HDAC4	chrX_-_13270612_13270642_13270693_13271480	chrX	-	13271480	13270612;13270642;13270693	0.0399301258002162	0.071355311367785	-0.0952333333333334;0.160466666666667;-0.0652333333333333
Pdcd4	chrX_-_13743734_13746848_13750314	chrX	-	13750314	13743734;13746848	0.0163331922219253	0.0317187936857772	-0.0069;0.00690000000000002
CtsB1	chrX_-_13756515_13780650_13781157	chrX	-	13781157	13756515;13780650	6.17003593070102e-05	0.000176457304571768	-0.00503333333333333;0.00503333333333333
AMPdeam	chrX_-_13835149_13835502_13837611	chrX	-	13837611	13835149;13835502	3.29554240999515e-18	3.41325909899042e-17	0.0373666666666668;-0.0373666666666667
Got2	chr2L_-_1985883_1985900_1985944	chr2L	-	1985944	1985883;1985900	0.0315732453467435	0.0577672524687185	0.00343333333333362;-0.00343333333333333
betaNACtes1	chrX_-_14172455_14172458_14172487_14172540	chrX	-	14172540	14172455;14172458;14172487	2.75850523933196e-35	6.41799957000793e-34	-0.0509666666666667;-0.2086;0.259533333333333
CG42271	chrX_-_14231241_14231315_14231649	chrX	-	14231649	14231241;14231315	6.39087991745774e-06	2.0928533534259e-05	0.325266666666667;-0.325266666666667
CG42271	chrX_-_14232166_14232239_14232739	chrX	-	14232739	14232166;14232239	4.76934015477757e-19	5.20895396521183e-18	0.399566666666667;-0.399566666666667
CG10481	chr2L_-_19891936_19891952_19891965_19892050	chr2L	-	19892050	19891936;19891952;19891965	0.0186783054454384	0.0358433454534579	0.1049;-0.1563;0.0514
betaNACtes2	chrX_-_14315400_14315429_14315482	chrX	-	14315482	14315400;14315429	6.23751756730639e-17	5.93998677527206e-16	-0.184333333333333;0.184333333333333
betaNACtes6	chrX_-_14316964_14316967_14316996_14317049	chrX	-	14317049	14316964;14316967;14316996	3.77836370605703e-11	2.22713454428472e-10	-0.0698333333333333;-0.3378;0.407666666666667
CG14785	chrX_-_1455693_1455695_1455748	chrX	-	1455748	1455693;1455695	8.85084450019527e-06	2.84139039937155e-05	-0.0268666666666667;0.0268666666666667
CG15890	chrX_-_14760366_14760369_14765401	chrX	-	14765401	14760366;14760369	4.092160130706e-05	0.000119962459927733	0.257133333333333;-0.257133333333333
CG9030	chrX_-_14954679_14954682_14954705_14954721_14954782	chrX	-	14954782	14954679;14954682;14954705;14954721	0.000989689551620657	0.00237302560944353	-0.0027;-0.00426666666666667;-0.0079;0.0148999999999999
Cyp4s3	chrX_-_15074374_15114107_15114696	chrX	-	15114696	15074374;15114107	1.2062554389319e-09	6.12238720386538e-09	-0.347633333333333;0.347633333333333
lncRNA:CR43863	chrX_-_151920_151924_151929_151981	chrX	-	151981	151920;151924;151929	0.00535310499090154	0.0113671146070138	0.0353666666666667;0.142833333333333;-0.178166666666667
CG43075	chrX_-_15209181_15220524_15220529_15220622_15220691	chrX	-	15220691	15209181;15220524;15220529;15220622	1.11234799530457e-39	3.00769143073621e-38	-0.00863333333333333;-0.00533333333333333;-0.0408333333333333;0.0548333333333333
CG43075	chrX_-_15220841_15220857_15220935	chrX	-	15220935	15220841;15220857	2.72690521488123e-13	1.96090458739266e-12	0.0153;-0.0153000000000002
CG9106	chrX_-_15272198_15272214_15272297	chrX	-	15272297	15272198;15272214	0.0428125171378818	0.0759266009273206	-0.253166666666667;0.253166666666667
acj6	chrX_-_15352578_15352606_15353382_15353388_15354225	chrX	-	15354225	15352578;15352606;15353382;15353388	6.22127513268184e-28	1.07440910862143e-26	-0.0411;-0.3343;0.263333333333333;0.112066666666667
Scamp	chrX_-_15411103_15448024_15448377	chrX	-	15448377	15411103;15448024	4.44708637469709e-21	5.47237196894602e-20	-0.1268;0.1268
mh	chrX_-_15448580_15474495_15474601	chrX	-	15474601	15448580;15474495	2.35802150484783e-10	1.28773519322651e-09	-0.120966666666667;0.120966666666667
Mur2B	chrX_-_1552736_1554563_1554666	chrX	-	1554666	1552736;1554563	0.00527223708733917	0.0112100368085471	-0.314166666666667;0.314166666666667
cerv	chrX_-_15577749_15577765_15577809	chrX	-	15577809	15577749;15577765	0.000765105203979505	0.00186643608945408	0.157933333333333;-0.157933333333333
CG15599	chrX_-_15684749_15687568_15687649	chrX	-	15687649	15684749;15687568	0.000977567444521684	0.00234580769357168	-0.0119666666666667;0.0119666666666667
Graf	chrX_-_15752301_15752333_15752391	chrX	-	15752391	15752301;15752333	0.000448477979887976	0.00113314707560124	-0.008;0.00800000000000012
CG8974	chrX_-_15793498_15794201_15794265	chrX	-	15794265	15793498;15794201	7.93477243436027e-05	0.000223403515547068	-0.00353333333333333;0.00353333333333339
CG32581	chrX_-_15797361_15797371_15797435	chrX	-	15797435	15797361;15797371	0.010550557317608	0.0212427687296639	-Inf;-Inf
Ranbp16	chrX_-_15932373_15932461_15932520	chrX	-	15932520	15932373;15932461	7.86551162492386e-12	4.95016520811238e-11	-0.0163;0.0163
vap	chrX_-_15981850_16003295_16003375	chrX	-	16003375	15981850;16003295	4.28410392077098e-05	0.000125255669770535	-0.0395333333333333;0.0395333333333333
Tob	chrX_-_16080702_16080705_16080802	chrX	-	16080802	16080702;16080705	0.0314422620243393	0.0575552180457128	-0.0229666666666667;0.0229666666666665
Tob	chrX_-_16082129_16082168_16082225	chrX	-	16082225	16082129;16082168	6.69366426169129e-08	2.80235977974541e-07	-0.561833333333333;0.561833333333333
kat80	chrX_-_16268202_16268205_16268272	chrX	-	16268272	16268202;16268205	2.48205806525967e-07	9.70173369712054e-07	-0.3679;0.3679
CG9915	chrX_-_16311212_16311218_16311276	chrX	-	16311276	16311212;16311218	0.000469222828111489	0.00118217974571961	-0.0517;0.0517
mRpS18B	chr2L_-_20096790_20096803_20096864	chr2L	-	20096864	20096790;20096803	1.04610138138605e-08	4.80185606656442e-08	-0.0203333333333333;0.0203333333333334
CG9902	chrX_-_16547251_16547280_16547346	chrX	-	16547346	16547251;16547280	3.17662231792326e-05	9.45354555137755e-05	-0.0564666666666667;0.0564666666666667
Arp2	chrX_-_16553558_16553614_16553658_16553779	chrX	-	16553779	16553558;16553614;16553658	3.67857822373084e-07	1.40880210675615e-06	0.536066666666667;-0.3047;-0.231366666666667
CG34325	chrX_-_16714784_16714966_16715004_16715054	chrX	-	16715054	16714784;16714966;16715004	2.09127179831763e-22	2.77537763037581e-21	-0.0252666666666667;0.0299333333333334;-0.00466666666666667
CG43077	chrX_-_16976548_17068265_17068304_17068369	chrX	-	17068369	16976548;17068265;17068304	3.14263791574949e-20	3.67408965251928e-19	-0.00213333333333333;-0.0247333333333333;0.026833333333333
mei-218	chrX_-_17138912_17139009_17139015_17139115	chrX	-	17139115	17138912;17139009;17139015	3.42752917073143e-06	1.1631663384053e-05	Inf;Inf;Inf
TTLL1A	chrX_-_17200943_17201019_17201075	chrX	-	17201075	17200943;17201019	1.54468647093856e-19	1.73447158997218e-18	-0.0688;0.0688
TTLL1A	chrX_-_17201413_17201417_17201551	chrX	-	17201551	17201413;17201417	0.000260199295557397	0.000681006037459725	0.0208;-0.0207999999999999
TTLL1A	chrX_-_17202101_17202132_17202182	chrX	-	17202182	17202101;17202132	5.64489318626907e-28	9.77819347136939e-27	-0.202066666666667;0.202066666666667
p-cup	chrX_-_17445105_17445108_17447051_17447055_17447148	chrX	-	17447148	17445105;17445108;17447051;17447055	5.66479000838418e-52	2.17681310169077e-50	-0.205733333333333;-0.234533333333333;0.00813333333333333;0.432133333333333
p-cup	chrX_-_17447625_17447668_17447925	chrX	-	17447925	17447625;17447668	5.70581159977446e-154	9.01984785315065e-152	0.3577;-0.3577
p-cup	chrX_-_17448319_17448344_17448351_17448403	chrX	-	17448403	17448319;17448344;17448351	5.0138109057508e-13	3.52185321068558e-12	0.126333333333333;-0.0363666666666667;-0.0899666666666667
corolla	chrX_-_17631369_17631381_17631384_17631525	chrX	-	17631525	17631369;17631381;17631384	1.65530025137715e-49	5.99377056854014e-48	0.0704000000000001;-0.0594;-0.0109666666666667
Socs16D	chrX_-_17823303_17823318_17823376	chrX	-	17823376	17823303;17823318	0.022358998930473	0.0422407836437359	0.0821666666666668;-0.0821666666666667
CG14810	chrX_-_1820118_1820121_1820181	chrX	-	1820181	1820118;1820121	0.00864876738338455	0.0176917735270744	-0.0652666666666667;0.0652666666666667
CG32549	chrX_-_18392102_18392160_18392255_18392333	chrX	-	18392333	18392102;18392160;18392255	5.80099550497514e-32	1.19103562130276e-30	-0.0555666666666667;0.1212;-0.0656
e(y)3	chrX_-_19577594_19628763_19628901	chrX	-	19628901	19577594;19628763	0.0050817962025149	0.010836196445427	-0.0458;0.0458
Pstk	chrX_-_19618295_19618314_19618345_19618403	chrX	-	19618403	19618295;19618314;19618345	2.10295911337531e-39	5.63509538482723e-38	0.0346;-0.203133333333333;0.168566666666667
sw	chrX_-_20213595_20229072_20229138	chrX	-	20229138	20213595;20229072	5.59215586177563e-06	1.84578300620402e-05	-0.447766666666667;0.447766666666667
CG17065	chrX_-_20255672_20255714_20255762	chrX	-	20255762	20255672;20255714	0.0103277857181454	0.0208294751271385	-0.0250333333333332;0.0250333333333333
shakB	chrX_-_20780852_20780933_20781001	chrX	-	20781001	20780852;20780933	2.06926009465704e-08	9.18427159066842e-08	-0.752633333333333;0.752633333333333
shakB	chrX_-_20899250_20909335_20909512	chrX	-	20909512	20899250;20909335	5.4703731532604e-19	5.95596244138543e-18	-0.555966666666667;0.555966666666667
CG11227	chrX_-_20929295_20932759_20932774_20932855	chrX	-	20932855	20929295;20932759;20932774	0.00540027028870121	0.011458764347222	0.0097;0.0566333333333333;-0.0663333333333334
r-cup	chrX_-_21024686_21024698_21024787	chrX	-	21024787	21024686;21024698	0.0117856719377375	0.0235203784521668	-0.00396666666666667;0.00396666666666656
asRNA:CR44431	chrX_-_21044022_21044025_21044081	chrX	-	21044081	21044022;21044025	0.00664997548298043	0.0138916856610515	0.2261;-0.2261
CG15446	chrX_-_21101928_21101966_21102021	chrX	-	21102021	21101928;21101966	9.38660564930942e-08	3.85975324963441e-07	0.0181;-0.0181
CG15446	chrX_-_21102051_21102078_21102129	chrX	-	21102129	21102051;21102078	0.000228076778901873	0.000601699760217181	-0.0613333333333335;0.0613333333333333
unc	chrX_-_21112605_21112608_21112669	chrX	-	21112669	21112605;21112608	0.0347809736991915	0.0630028896453632	-0.013;0.013
CG32521	chrX_-_21206584_21209533_21211078	chrX	-	21211078	21206584;21209533	0.00693611081141539	0.0144388178555741	0.109266666666667;-0.109266666666667
CG1801	chrX_-_21310292_21310380_21310817_21310846_21311067	chrX	-	21311067	21310292;21310380;21310817;21310846	3.4141901626684e-68	1.82939214019473e-66	-0.1994;-0.0442666666666667;-0.0198;0.263433333333333
CG1801	chrX_-_21312702_21312811_21313126	chrX	-	21313126	21312702;21312811	0.00284920889541924	0.00633765911678496	-0.0235;0.0234999999999999
bcn92	chrX_-_2148843_2148877_2149219	chrX	-	2149219	2148843;2148877	1.20769410973956e-08	5.50623367725317e-08	0.0218666666666667;-0.0218666666666667
GCS2alpha	chrX_-_21603717_21603730_21603984_21604461	chrX	-	21604461	21603717;21603730;21603984	2.4026135688059e-26	3.86993365917189e-25	-0.0441666666666667;0.0556;-0.0114333333333333
CG9316	chr2L_-_20725758_20725806_20725860	chr2L	-	20725860	20725758;20725806	7.10980142312172e-15	5.83198572786816e-14	-0.0206;0.0206
DIP1	chrX_-_21626890_21628301_21628359	chrX	-	21628359	21626890;21628301	6.06299842880358e-05	0.000173597407680894	-0.00586666666666658;0.00586666666666667
Rhau	chr2L_-_20733016_20754750_20754807	chr2L	-	20754807	20733016;20754750	1.35502058790102e-10	7.58578224955865e-10	-0.0106;0.0106000000000001
wap	chrX_-_22455059_22455087_22455204_22455272	chrX	-	22455272	22455059;22455087;22455204	5.60639970576956e-05	0.000161214417009611	-0.588933333333333;-0.0959333333333334;0.684866666666667
NONE	chrX_-_23346179_23346687_23346743	chrX	-	23346743	23346179;23346687	1.24095228142842e-06	4.44851029066816e-06	Inf;Inf
Nhe1	chr2L_-_104918_104947_105003	chr2L	-	105003	104918;104947	7.20965362498744e-15	5.91016437202157e-14	-0.1325;0.1325
trol	chrX_-_2481876_2481914_2481995	chrX	-	2481995	2481876;2481914	1.10683397589525e-08	5.06876107322274e-08	0.0266000000000001;-0.0266
brv3	chrX_-_2622290_2622341_2622433	chrX	-	2622433	2622290;2622341	2.85580556214122e-11	1.70312629514432e-10	-0.581733333333333;0.581733333333333
CG33322	chr2L_-_20815310_20815326_20815414	chr2L	-	20815414	20815310;20815326	1.22119569764049e-268	4.4682644830496e-266	0.796833333333333;-0.796833333333333
Syx4	chrX_-_2741991_2742169_2742559	chrX	-	2742559	2741991;2742169	7.95161060220833e-12	5.00105165162146e-11	0.0642;-0.0642
CG14269	chrX_-_3435631_3435662_3435711	chrX	-	3435711	3435631;3435662	0.00259277546561177	0.00580753126164116	0.0439666666666667;-0.0439666666666667
DIP-alpha	chrX_-_3514172_3520133_3522210	chrX	-	3522210	3514172;3520133	0.000299692783711073	0.000777443805125042	-0.4389;0.4389
CG12693	chrX_-_4324152_4328565_4329157	chrX	-	4329157	4324152;4328565	7.68355786641334e-06	2.48882768266026e-05	-0.0036;0.00360000000000016
