Gene	AS_event_ID	chromosome	strand	upstream_exon_end_coor	cassette_exon_start_coor	cassette_exon_end_coor	downstream_exon_start_coor	pvalue	qvalue	deltaPSI_control-KD
Nipped-A	chr2R_-_5198106_5198252_5198403_5198466	chr2R	-	5198106	5198252	5198403	5198466	0.0051086242289707	0.0342857426967517	0.0631509262260544
sxc	chr2R_+_5316479_5317784_5318058_5320006	chr2R	+	5316479	5317784	5318058	5320006	2.82238555294567e-07	6.78820180856544e-06	-0.0992026402803233
lncRNA:CR44161	chr2R_-_6216603_6216685_6216737_6216823	chr2R	-	6216603	6216685	6216737	6216823	4.50237320664931e-15	3.00662117638626e-13	0.205409057777035
CG43340	chr2R_+_7640617_7647305_7647677_7648295	chr2R	+	7640617	7647305	7647677	7648295	0.000917341057380427	0.00852958559374382	0.22880515019388
LRR	chr2R_-_7679930_7680291_7680312_7680923	chr2R	-	7679930	7680291	7680312	7680923	0.0181095265670269	0.0915393891094798	-0.0773811878109543
Dgk	chr2R_-_7837743_7843012_7843915_7844543	chr2R	-	7837743	7843012	7843915	7844543	0.0144612050684475	0.0770572557068792	-0.0025460515538076
lig	chr2R_+_8076448_8077259_8077292_8077729	chr2R	+	8076448	8077259	8077292	8077729	0.0181001727904505	0.0915281171466729	0.0783650749771119
DIP-kappa	chr2L_-_13679117_13683122_13683209_13684202	chr2L	-	13679117	13683122	13683209	13684202	0.0312378323822198	0.13646716015411	-0.173854839117997
brp	chr2R_+_9532984_9533345_9533534_9533800	chr2R	+	9532984	9533345	9533534	9533800	0.0224722226793652	0.107571453905667	-0.131425042641224
PCB	chr2R_-_9853205_9853682_9853730_9854509	chr2R	-	9853205	9853682	9853730	9854509	0.00342619000765115	0.0249323840808135	-0.0359732537476498
CG1513	chr2R_-_9884002_9884084_9884206_9884620	chr2R	-	9884002	9884084	9884206	9884620	2.18383527333555e-06	4.41724690788253e-05	0.0244051205765979
E(z)	chr3L_-_10636093_10636425_10636440_10636622	chr3L	-	10636093	10636425	10636440	10636622	0.00546271424497138	0.0361448373479459	0.121586626140974
Akr1B	chr3L_-_11620665_11620922_11621103_11621212	chr3L	-	11620665	11620922	11621103	11621212	0.00668094761839386	0.0424857212386893	-0.00997994646610589
Akr1B	chr3L_-_11622175_11623547_11623631_11624112	chr3L	-	11622175	11623547	11623631	11624112	1.7874809742736e-20	1.87937095365483e-18	-0.153846176234515
Pop2	chr3L_-_11998996_11999243_11999434_12000271	chr3L	-	11998996	11999243	11999434	12000271	0.000528931937048577	0.00533507875144255	-0.0176276867434844
Dyrk2	chr2L_-_14197293_14197362_14197586_14197655	chr2L	-	14197293	14197362	14197586	14197655	0.0046573408726891	0.0317692267789683	-0.0825367021286414
Sac1	chr3L_+_1247947_1248010_1248188_1248254	chr3L	+	1247947	1248010	1248188	1248254	0.00828836974468755	0.0502293954691911	-0.0304039575880172
CG9133	chr3L_+_1255044_1255106_1255390_1255486	chr3L	+	1255044	1255106	1255390	1255486	0.00270765693067408	0.020643554341732	0.00238089008846604
CG32112	chr3L_+_12743172_12743237_12743277_12743511	chr3L	+	12743172	12743237	12743277	12743511	7.6339372835275e-10	2.77696356189745e-08	0.032550514469336
Hsc70-1	chr3L_+_13974775_13975716_13975848_13975915	chr3L	+	13974775	13975716	13975848	13975915	5.76251160771103e-37	1.6165480707029e-34	0.10917054560939
CG32320	chr3L_+_1399729_1399785_1399869_1400069	chr3L	+	1399729	1399785	1399869	1400069	4.5160539690191e-06	8.48716741869529e-05	0.0504260140833916
nuf	chr3L_+_14231325_14231596_14231635_14231925	chr3L	+	14231325	14231596	14231635	14231925	0.00137046053600788	0.0119101400559635	-0.039811302117875
bmm	chr3L_-_14776985_14777105_14777241_14777337	chr3L	-	14776985	14777105	14777241	14777337	4.99427812936213e-09	1.61387032851284e-07	-0.163999649554691
osp	chr2L_-_14600875_14601131_14601480_14601685	chr2L	-	14600875	14601131	14601480	14601685	0.0223891122979271	0.107311718505643	0.0900975784515148
AIMP2	chr3L_+_15583881_15583996_15584095_15584285	chr3L	+	15583881	15583996	15584095	15584285	3.47699375921568e-05	0.000522614777926473	0.0956329507758996
Taf4	chr3L_+_16115830_16116031_16116241_16117543	chr3L	+	16115830	16116031	16116241	16117543	0.0316910929236154	0.137810025079941	0.0341635723680221
CG33158	chr3L_+_16485621_16491509_16491718_16496442	chr3L	+	16485621	16491509	16491718	16496442	0.00693200322299745	0.0436972641594131	-0.020211597545206
Hand	chr2L_-_10292861_10294473_10294629_10294861	chr2L	-	10292861	10294473	10294629	10294861	5.10863416516454e-07	1.17418163650925e-05	0.111860848702954
CG9674	chr3L_-_16791690_16791818_16792335_16792439	chr3L	-	16791690	16791818	16792335	16792439	0.0238397470399284	0.11234515768721	0.0442284441255001
Nc73EF	chr3L_+_16964978_16966067_16966358_16967380	chr3L	+	16964978	16966067	16966358	16967380	0.0073479435081185	0.0457269436118416	0.0968435673071308
Oatp74D	chr3L_+_17488332_17501444_17501478_17507623	chr3L	+	17488332	17501444	17501478	17507623	0.000676068290380307	0.00657751068337442	0.106819052407288
CG13937	chr3L_-_1878039_1878355_1878559_1881127	chr3L	-	1878039	1878355	1878559	1881127	0.00204363125230748	0.0164738222173552	-0.289141843832919
Gem2	chr3L_-_19100276_19100343_19100374_19100444	chr3L	-	19100276	19100343	19100374	19100444	7.11557282677253e-05	0.000965796564472204	-0.173389740064487
CG4858	chr3L_+_20527280_20527477_20527541_20527591	chr3L	+	20527280	20527477	20527541	20527591	0.00197970896264766	0.0160861750421911	0.128952726925475
park	chr3L_-_21195630_21195685_21195704_21195770	chr3L	-	21195630	21195685	21195704	21195770	0.00276521118232937	0.0209901845166042	0.0304883583587388
zormin	chr3L_-_2129786_2130792_2132584_2134098	chr3L	-	2129786	2130792	2132584	2134098	0.00582254423404216	0.0381174018280956	0.0147470484631977
