Gene	AS_event_ID	chromosome	strand	common_3_SS_coor	A5SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
NONE	chrX_+_13754692_13755155_13755307	chrX	+	13755307	13754692;13755155	0.00220037382882936	0.0174791906934373	0.377466666666667;-0.377466666666667
lok	chr2L_+_20062012_20062063_20062146	chr2L	+	20062146	20062012;20062063	0.0340092322103775	0.144694281578961	0.133533333333333;-0.133533333333333
bwa	chr2L_+_20069514_20071378_20072095_20072352	chr2L	+	20072352	20069514;20071378;20072095	3.809354462537e-27	6.40619738292773e-25	-0.1337;0.1192;0.0145
drd	chrX_+_15133533_15134626_15134760	chrX	+	15134760	15133533;15134626	1.25258240390595e-05	0.000211089050916375	-0.287233333333333;0.287233333333333
HDAC6	chrX_+_15334063_15334307_15334674_15334780_15334828_15334988	chrX	+	15334988	15334063;15334307;15334674;15334780;15334828	0.0247560932152088	0.115519443904862	-0.0290666666666666;-0.0286;0.0698333333333331;-0.00826666666666666;-0.0039
CG6324	chrX_+_15476132_15476295_15477875	chrX	+	15477875	15476132;15476295	0.0226316478404268	0.10813607671952	0.135333333333333;-0.135333333333333
HUWE1	chrX_+_15712778_15713815_15713899	chrX	+	15713899	15712778;15713815	0.0185117347306864	0.0930681919203978	0.103866666666667;-0.103866666666667
shi	chrX_+_15892166_15892251_15892417_15892440_15892569_15892581_15892826	chrX	+	15892826	15892166;15892251;15892417;15892440;15892569;15892581	0.00325167518269092	0.0239443908082586	0.000366666666666663;-0.0167;-0.00163333333333333;-0.0161666666666667;0.0578000000000001;-0.0237666666666667
CG4955	chrX_+_16811041_17082650_17082721	chrX	+	17082721	16811041;17082650	0.0110367664740401	0.0625452465648207	-0.00186666666666667;0.00186666666666668
CG5162	chrX_+_17215995_17216180_17216358	chrX	+	17216358	17215995;17216180	0.00357600392111189	0.0257684877056813	0.111366666666667;-0.111366666666667
CrebB	chrX_+_18367179_18371182_18371606_18372029	chrX	+	18372029	18367179;18371182;18371606	0.0370030226505286	0.153430340671369	0.0570000000000001;0.0309666666666667;-0.0879666666666665
CoRest	chrX_+_19522389_19522397_19522569_19522635_19522943_19523001	chrX	+	19523001	19522389;19522397;19522569;19522635;19522943	0.0265466914244345	0.121293456884573	0.0413;0.0238666666666667;0.00703333333333334;-0.0592333333333333;-0.0129333333333333
CG14207	chrX_+_19605682_19608481_19610254_19610379	chrX	+	19610379	19605682;19608481;19610254	0.0353932805165962	0.148763395293552	0.0127999999999998;-0.00326666666666667;-0.0095
Shawn	chrX_+_19612875_19612879_19612885_19612963	chrX	+	19612963	19612875;19612879;19612885	0.0232472342295367	0.110235028700755	0.0623666666666667;-0.0105;-0.0518666666666666
east	chrX_+_2010960_2012401_2012907_2013042_2014060_2014340	chrX	+	2014340	2010960;2012401;2012907;2013042;2014060	0.00392569785215984	0.0277243377099438	0.1043;-0.175366666666667;-0.0263;-0.0134666666666667;0.110733333333333
CG4313	chrX_+_2042352_2053305_2053815	chrX	+	2053815	2042352;2053305	0.014456284588653	0.0770485498533104	-0.2433;0.2433
csw	chrX_+_2095396_2103775_2108294_2108378	chrX	+	2108378	2095396;2103775;2108294	0.0370361268473983	0.153519023409712	0.0383333333333332;0.00646666666666667;-0.0448333333333334
slgA	chrX_+_21374124_21374459_21374740_21375493_21376118	chrX	+	21376118	21374124;21374459;21374740;21375493	3.39834993766036e-05	0.000512112123727984	-0.0068;-0.00413333333333334;0.0411666666666667;-0.0302
Usp2	chrX_+_22455863_22456086_22456374_22457425	chrX	+	22457425	22455863;22456086;22456374	0.0336521250362297	0.14372065978277	0.0361999999999999;0.0325333333333334;-0.0687333333333333
CG17167	chrX_+_23075070_23077018_23077374_23077792_23077856	chrX	+	23077856	23075070;23077018;23077374;23077792	0.0146788763056328	0.0779444520694842	-0.204166666666667;-0.0649999999999999;0.0961666666666667;0.172966666666667
NONE	chrX_+_23273197_23486876_23514318_23525450	chrX	+	23525450	23273197;23486876;23514318	0.0125926539812035	0.0691718413344588	-0.209533333333333;0.315266666666667;-0.105733333333333
dnc	chrX_+_3246685_3281155_3291877_3314608_3321039	chrX	+	3321039	3246685;3281155;3291877;3314608	0.00396598521413536	0.0279362780856656	-0.169666666666667;0.1955;-0.00170000000000001;-0.0241666666666667
ec	chrX_+_3829125_3829129_3829359	chrX	+	3829359	3829125;3829129	0.0163464176425363	0.0846248864351823	0.0656666666666667;-0.0656666666666667
ec	chrX_+_3841416_3850711_3850961	chrX	+	3850961	3841416;3850711	0.0234502127899313	0.1110024452649	-0.249433333333333;0.249433333333333
NONE	chr2L_+_20929215_20929234_20929245_20929340	chr2L	+	20929340	20929215;20929234;20929245	0.00395809083938103	0.0278990249739606	0.0015;0.0111666666666664;-0.0127
Usp16-45	chrX_+_5422126_5422266_5422502_5422578	chrX	+	5422578	5422126;5422266;5422502	0.0327073664372347	0.140931915439962	0.133066666666667;-0.0754333333333333;-0.0576333333333333
CG16721	chrX_+_5880108_5880669_5880832	chrX	+	5880832	5880108;5880669	0.0146945277614245	0.077999830678889	0.00616666666666665;-0.00616666666666667
Act5C	chrX_+_5901013_5902096_5902153_5902294_5902544_5902688	chrX	+	5902688	5901013;5902096;5902153;5902294;5902544	0.000329588825748375	0.00357018160363633	0.0247333333333333;-0.0234;-6.66666666666667e-05;-0.0008;-0.000433333333333333
tadr	chr2L_+_21078408_21078899_21078965	chr2L	+	21078965	21078408;21078899	0.00284992085542135	0.0215364975500674	-0.521366666666667;0.521366666666667
su(sable)	chrX_+_636279_638150_638331	chrX	+	638331	636279;638150	0.0387516037718779	0.158404825287478	-0.136266666666667;0.136266666666667
Nhe2	chr2L_+_21115092_21116115_21116258	chr2L	+	21116258	21115092;21116115	0.000107334982324421	0.00136893122880745	-0.0407666666666666;0.0407666666666667
CBP	chrX_+_7340516_7340701_7340730_7340733_7340740_7341193	chrX	+	7341193	7340516;7340701;7340730;7340733;7340740	0.0209684187616067	0.102279230243159	-0.0675333333333333;-0.0509333333333333;0.0683666666666667;-0.0558333333333333;0.105933333333333
mys	chrX_+_8061725_8061870_8061874_8061880_8063838	chrX	+	8063838	8061725;8061870;8061874;8061880	0.0445919657278614	0.17482194985497	0.0391666666666666;0.00919999999999999;-0.0323;-0.0160333333333334
Crag	chrX_+_8591889_8592591_8593478	chrX	+	8593478	8591889;8592591	0.0301436560063794	0.133044218859898	0.0563666666666667;-0.0563666666666666
lncRNA:CR42657	chrX_+_9688257_9688489_9688643	chrX	+	9688643	9688257;9688489	0.0449607349128431	0.175735617861156	-0.00143333333333333;0.00143333333333362
WDY	chrY_+_2274031_2413059_2449767	chrY	+	2449767	2274031;2413059	4.03519764016813e-07	9.45042404673865e-06	-0.256466666666667;0.256466666666667
WDY	chrY_+_2450482_2483377_2486666	chrY	+	2486666	2450482;2483377	6.48279411315041e-17	5.0726087286589e-15	0.3752;-0.3752
NONE	chrY_+_2687320_2738752_2741108	chrY	+	2741108	2687320;2738752	0.000671557974875793	0.00654254714346312	-0.2907;0.2907
Hr39	chr2L_+_21237346_21237420_21237918_21238279	chr2L	+	21238279	21237346;21237420;21237918	0.00528275553473201	0.0351897032669763	0.1701;-0.133266666666667;-0.0367666666666667
kl-3	chrY_+_356989_478029_488091	chrY	+	488091	356989;478029	0.000716803060825876	0.00691829108030575	-0.0496;0.0496
Tsp39D	chr2L_+_21343357_21344736_21355350_21355387_21355475	chr2L	+	21355475	21343357;21344736;21355350;21355387	0.0145196830959188	0.0772562575530266	-0.0101333333333333;-0.00396666666666667;0.0452333333333333;-0.0311333333333333
lncRNA:CR43144	chr2L_+_21644219_21657776_21657831	chr2L	+	21657831	21644219;21657776	0.00188147339509889	0.0154109055686023	-0.264733333333333;0.264733333333333
Cul2	chr2L_+_21659272_21659760_21659838	chr2L	+	21659838	21659272;21659760	0.020656317197897	0.101111130227835	-0.0139333333333331;0.0139333333333333
CG17104	chr2L_+_10677107_10677464_10677690_10677745	chr2L	+	10677745	10677107;10677464;10677690	0.0157949317416064	0.0825146141345481	-0.0106666666666667;-0.0161666666666668;0.0268
sau	chr2L_+_2227281_2228756_2229011_2229178_2229264	chr2L	+	2229264	2227281;2228756;2229011;2229178	0.0298546403775833	0.132149931268265	-0.0323333333333333;0.0073;0.00333333333333333;0.0216666666666667
lt	chr2L_+_22924920_22924925_22924980	chr2L	+	22924980	22924920;22924925	0.024883619245222	0.115937669272723	0.0244333333333333;-0.0244333333333335
CG31689	chr2L_+_2726335_2736430_2737030	chr2L	+	2737030	2726335;2736430	0.00224353943815234	0.0177627824804467	-0.102666666666667;0.102666666666667
Pi3K21B	chr2L_+_299918_301944_302024	chr2L	+	302024	299918;301944	3.34648595665141e-11	1.48263175407754e-09	-0.3401;0.3401
CG8837	chr2L_+_3322511_3322632_3322689	chr2L	+	3322689	3322511;3322632	3.1780559713698e-05	0.000483108125075171	-0.107333333333333;0.107333333333333
drm	chr2L_+_3539391_3539977_3544963_3545072	chr2L	+	3545072	3539391;3539977;3544963	8.54568269166613e-17	6.58253239562738e-15	-0.584366666666667;-0.1607;0.745066666666667
CG43707	chr2L_+_3758089_3758367_3758537	chr2L	+	3758537	3758089;3758367	0.0046086980508882	0.0315200012229436	-0.3906;0.3906
CG43707	chr2L_+_3760517_3760553_3760691	chr2L	+	3760691	3760517;3760553	0.00142055158456957	0.0122542841875029	-0.133966666666667;0.133966666666667
TTLL4B	chr2L_+_3862825_3862965_3863213_3863347_3863368_3863370_3863553	chr2L	+	3863553	3862825;3862965;3863213;3863347;3863368;3863370	0.00298392847468513	0.0223663450372358	0.0128666666666666;-0.005;-0.0017;-3.33333333333331e-05;-0.00553333333333333;-0.0006
CG34177	chr2L_+_4434056_4434060_4434113	chr2L	+	4434113	4434056;4434060	0.00249397371944569	0.019338004310309	-0.0138666666666666;0.0138666666666667
CG15432	chr2L_+_4442368_4442420_4442476	chr2L	+	4442476	4442368;4442420	0.000972014618448345	0.00895398355154952	0.550933333333333;-0.550933333333333
CG12194	chr2L_+_4834760_4838377_4838530_4838990	chr2L	+	4838990	4834760;4838377;4838530	0.00141069574742127	0.0121889045743228	-0.113933333333333;0.0497333333333335;0.0642
CG34126	chr2L_+_4987240_4987318_4987905	chr2L	+	4987905	4987240;4987318	0.0269378908308437	0.122552549110928	-0.0652;0.0651999999999998
qtc	chr2L_+_5063210_5065275_5066071_5066167_5066172_5066868	chr2L	+	5066868	5063210;5065275;5066071;5066167;5066172	0.00972324882275698	0.0566661732398377	-0.00269999999999999;-0.0202333333333333;-0.0511666666666667;0.0901000000000001;-0.0159666666666667
TpnC25D	chr2L_+_5214451_5218353_5218445	chr2L	+	5218445	5214451;5218353	8.31668614762819e-05	0.00110432458621286	-0.370766666666667;0.370766666666667
H15	chr2L_+_5407817_5412933_5413010	chr2L	+	5413010	5407817;5412933	0.0390036600153714	0.159148508831775	-0.273133333333333;0.273133333333333
Lam	chr2L_+_5542660_5542801_5542863_5543272_5543323	chr2L	+	5543323	5542660;5542801;5542863;5543272	0.015637126951385	0.0818766543714991	-0.0565666666666666;-0.00136666666666667;-0.00163333333333333;0.0596000000000001
Sf3b1	chr2L_+_566047_568433_568597	chr2L	+	568597	566047;568433	0.0007271050344859	0.00699879450410679	-0.0287;0.0287000000000001
eIF4A	chr2L_+_5980455_5981835_5982821_5983008	chr2L	+	5983008	5980455;5981835;5982821	0.000126332458272194	0.00157586863142991	-0.002;-0.0517666666666666;0.0538333333333333
eIF4A	chr2L_+_5983236_5983940_5984009	chr2L	+	5984009	5983236;5983940	0.00243200889882054	0.0189877886029444	0.00193333333333345;-0.00193333333333333
CG9147	chr2L_+_6066054_6066206_6066268	chr2L	+	6066268	6066054;6066206	1.70930821340189e-06	3.53534027485997e-05	-0.123033333333333;0.123033333333333
PDZ-GEF	chr2L_+_6323993_6324118_6325073_6325171	chr2L	+	6325171	6323993;6324118;6325073	0.0219570083629824	0.10584997843722	0.115333333333333;-0.124833333333333;0.0095
cup	chr2L_+_6670513_6670748_6671472_6674228_6674299	chr2L	+	6674299	6670513;6670748;6671472;6674228	0.00914197411204091	0.0541031376261281	-0.00380000000000003;0.00203333333333333;0.00286666666666667;-0.00109999999999999
milt	chr2L_+_7038278_7038366_7040471	chr2L	+	7040471	7038278;7038366	0.00358045712226061	0.0257947903993657	0.110866666666667;-0.110866666666667
CG5171	chr2L_+_7401438_7402985_7403227	chr2L	+	7403227	7401438;7402985	0.000140214020072286	0.00172194396166388	0.625766666666667;-0.625766666666667
CG5973	chr2L_+_7429863_7429868_7437788_7443582	chr2L	+	7443582	7429863;7429868;7437788	6.16204966839581e-09	1.96845466309008e-07	-0.1321;-0.194266666666667;0.3264
CG6055	chr2L_+_7466671_7467112_7471534	chr2L	+	7471534	7466671;7467112	0.00203533944414121	0.0164261609586778	0.145033333333333;-0.145033333333333
CG7154	chr2L_+_7783048_7783224_7783297	chr2L	+	7783297	7783048;7783224	0.001921342381252	0.0156817554815594	0.0930333333333331;-0.0930333333333333
LanB1	chr2L_+_7814643_7814651_7814809	chr2L	+	7814809	7814643;7814651	2.87216510134895e-50	1.48798998609482e-47	-0.532066666666667;0.532066666666667
Sirup	chr2L_+_7999167_7999173_7999247	chr2L	+	7999247	7999167;7999173	0.000228880801937299	0.00262235270148992	0.00969999999999982;-0.0097
Cka	chr2L_+_8030839_8031308_8031530_8031538_8031542_8031544_8031575_8032058	chr2L	+	8032058	8030839;8031308;8031530;8031538;8031542;8031544;8031575	0.000257793867430016	0.0028937508016026	0.0105;-0.0163333333333333;-0.00973333333333334;-0.0291;-0.0125333333333333;-0.0187666666666667;0.0758666666666667
cana	chr2L_+_11271533_11272069_11272291_11272683	chr2L	+	11272683	11271533;11272069;11272291	0.0298246766472391	0.132044593555843	-0.0207333333333334;-0.0005;0.0212666666666667
CG17292	chr2L_+_8370286_8370641_8370645_8371247_8372456	chr2L	+	8372456	8370286;8370641;8370645;8371247	0.0246646582843227	0.115243458640132	-0.00536666666666668;0.0834666666666667;-0.106633333333333;0.0284666666666667
CG17292	chr2L_+_8372625_8372629_8372685	chr2L	+	8372685	8372625;8372629	0.0446880166259672	0.175036044722473	0.0221;-0.0221
CG17834	chr2L_+_8529367_8529557_8530525_8533127_8533351_8535845_8535916	chr2L	+	8535916	8529367;8529557;8530525;8533127;8533351;8535845	0.00516398734788848	0.034570624345113	-0.161566666666667;-0.0395333333333333;0.0954;0.0196666666666667;0.0843;0.00183333333333333
PNUTS	chr2L_+_873539_874867_875036	chr2L	+	875036	873539;874867	0.0125310994970044	0.0689194951757964	-0.0816333333333332;0.0816333333333333
CG34398	chr2L_+_8927707_8928743_8928988	chr2L	+	8928988	8927707;8928743	0.00975043812882175	0.0568040170339746	0.2022;-0.2022
CG32982	chr2L_+_9124425_9125940_9126879	chr2L	+	9126879	9124425;9125940	0.000134127699262556	0.00165765631556865	-0.2636;0.2636
CG32982	chr2L_+_9156594_9160911_9161030_9161129	chr2L	+	9161129	9156594;9160911;9161030	0.000323484193007317	0.00351623486344891	-0.267266666666667;0.3067;-0.0394
tai	chr2L_+_9167438_9177630_9191613	chr2L	+	9191613	9167438;9177630	0.0253529882947882	0.117527877113977	-0.206466666666667;0.206466666666667
CG33298	chr2L_+_9519479_9519534_9519718	chr2L	+	9519718	9519479;9519534	0.0146798761785883	0.0779444520694842	-0.0681999999999998;0.0682
zf30C	chr2L_+_9758753_9759586_9759678	chr2L	+	9759678	9758753;9759586	0.0117572085181758	0.065654975001402	-0.177833333333333;0.177833333333333
asRNA:CR43683	chr2L_+_9961576_9961639_9961688	chr2L	+	9961688	9961576;9961639	0.00159217125728557	0.0134724280478507	0.341433333333333;-0.341433333333333
dmpd	chr2R_+_10117868_10117899_10118030	chr2R	+	10118030	10117868;10117899	0.0347030543801423	0.14690821010045	0.0317;-0.0317
Prx2540-1	chr2R_+_10418887_10424614_10424675	chr2R	+	10424675	10418887;10424614	1.8318495809583e-05	0.00029649747777864	-0.150633333333333;0.150633333333333
Prx2540-1	chr2R_+_10419463_10425190_10425252	chr2R	+	10425252	10419463;10425190	0.0208201145046924	0.101750093259486	-0.102366666666667;0.102366666666667
Galphao	chr2R_+_10448632_10459360_10460901	chr2R	+	10460901	10448632;10459360	0.0263044422797138	0.120572506349704	-0.0877666666666667;0.0877666666666667
CG7222	chr2R_+_10813734_10813736_10814029	chr2R	+	10814029	10813734;10813736	1.71056918338994e-56	1.16902845649099e-53	-0.303366666666667;0.303366666666667
E(Pc)	chr2R_+_11452312_11452383_11452617_11452875_11452880_11452885_11453391	chr2R	+	11453391	11452312;11452383;11452617;11452875;11452880;11452885	0.00271377388418673	0.0206779205425264	-0.00723333333333333;-0.0168666666666667;0.1022;0.0193333333333333;0.0207999999999999;-0.1182
ADD1	chr2R_+_11972148_11972397_11972585	chr2R	+	11972585	11972148;11972397	2.2910095881661e-07	5.59607402864556e-06	-0.0907333333333332;0.0907333333333333
ADD1	chr2R_+_11973040_11974995_11975354	chr2R	+	11975354	11973040;11974995	0.00721174991619518	0.0450539751401628	0.00759999999999994;-0.0076
Hen1	chr2R_+_12145981_12150024_12150532_12150780_12150883_12151078_12151361	chr2R	+	12151361	12145981;12150024;12150532;12150780;12150883;12151078	0.0123793344641902	0.0683507370274209	-0.0890666666666666;-0.0156333333333333;0.0147333333333333;0.08;0.00313333333333334;0.00686666666666667
CG13168	chr2R_+_12254354_12254364_12254419	chr2R	+	12254419	12254354;12254364	1.59519740888211e-114	3.53369230151708e-111	-0.0596666666666667;0.0596666666666665
CG8520	chr2R_+_12423909_12423968_12424359	chr2R	+	12424359	12423909;12423968	0.0181776522946431	0.0918476137376252	-0.122133333333333;0.122133333333334
NAT1	chr2R_+_12908385_12916064_12916331_12917904_12917993	chr2R	+	12917993	12908385;12916064;12916331;12917904	5.8173781050715e-10	2.16144700316887e-08	-0.0640333333333333;-0.00353333333333322;-0.0121;0.0796666666666667
NONE	chr2R_+_13040764_13040848_13040946_13041589	chr2R	+	13041589	13040764;13040848;13040946	1.23481215730556e-07	3.1641630553437e-06	-0.234;-0.258833333333333;0.4928
CG5001	chr2L_+_1191534_1191538_1191597	chr2L	+	1191597	1191534;1191538	0.00760539067376793	0.0469741277063288	-0.103433333333333;0.103433333333333
stj	chr2R_+_13808175_13810836_13813798	chr2R	+	13813798	13808175;13810836	0.000376051981537367	0.00399496471393956	-0.102;0.102
CG33155	chr2R_+_13954445_13954644_13954861_13954915	chr2R	+	13954915	13954445;13954644;13954861	0.010732096466782	0.0612291837586626	0.0275333333333333;-0.0217333333333333;-0.00583333333333333
Cp1	chr2R_+_13962336_13965486_13965685_13966753	chr2R	+	13966753	13962336;13965486;13965685	0.0016292547781546	0.0137355585568805	0.00203333333333333;-0.000433333333333333;-0.00153333333333333
conv	chr2R_+_14267474_14270205_14271070	chr2R	+	14271070	14267474;14270205	0.0251993909963	0.11703716976013	-0.301266666666667;0.301266666666667
Shrm	chr2R_+_14329814_14332920_14349216_14349390	chr2R	+	14349390	14329814;14332920;14349216	0.00102327942235359	0.00934819302778964	-0.0300333333333333;-0.145733333333333;0.175766666666667
l(2)41Ab	chr2R_+_1438088_1438393_1439011	chr2R	+	1439011	1438088;1438393	0.000807585522925543	0.00766210331978434	-0.0106333333333333;0.0106333333333334
Uhg5	chr2R_+_14619170_14621750_14621958	chr2R	+	14621958	14619170;14621750	0.00469326221163166	0.0319656337719921	-0.142666666666667;0.142666666666667
ckn	chr2R_+_14963423_14963925_14965999_14971728	chr2R	+	14971728	14963423;14963925;14965999	0.00109150394792846	0.0098759584674468	-0.103666666666667;0.0769666666666667;0.0267333333333333
chn	chr2R_+_15140095_15141300_15141835	chr2R	+	15141835	15140095;15141300	0.00899916380245542	0.053473980549494	0.3121;-0.3121
igl	chr2R_+_15165100_15177056_15180511	chr2R	+	15180511	15165100;15177056	9.93628847779069e-08	2.58402211259746e-06	-0.262566666666667;0.262566666666667
scb	chr2R_+_15249483_15251956_15253010_15254044	chr2R	+	15254044	15249483;15251956;15253010	0.00487771619283311	0.0329945534909248	0.0171;0.0269666666666667;-0.0440666666666666
ThrRS	chr2L_+_12103834_12104056_12104382_12104490	chr2L	+	12104490	12103834;12104056;12104382	0.00102841150140917	0.00938573423242311	0.0916333333333332;-0.0918;0.000133333333333333
Hr51	chr2R_+_15324262_15327157_15333575	chr2R	+	15333575	15324262;15327157	5.41782598676426e-05	0.000767806219315515	-0.664033333333333;0.664033333333333
SRPK	chr2R_+_15382413_15383299_15383401	chr2R	+	15383401	15382413;15383299	1.64395391416228e-10	6.64209077985527e-09	-0.173633333333333;0.173633333333333
Gr33a	chr2L_+_12139368_12139538_12139638	chr2L	+	12139638	12139368;12139538	6.36575909909618e-06	0.000114581880158318	-0.283066666666667;0.283066666666667
CG42524	chr2R_+_15611839_15615300_15630708	chr2R	+	15630708	15611839;15615300	0.0201567013179975	0.0992327907567637	-0.1235;0.1235
CG31861	chr2L_+_12161650_12161805_12161879	chr2L	+	12161879	12161650;12161805	1.78433939717008e-17	1.4695865027385e-15	-0.1255;0.1255
lbk	chr2R_+_16151065_16163283_16164085	chr2R	+	16164085	16151065;16163283	2.98428905775874e-12	1.49077537604572e-10	-0.278833333333333;0.278833333333333
CG15705	chr2R_+_16281303_16281305_16281517	chr2R	+	16281517	16281303;16281305	0.0234531317661149	0.111003657097693	0.0109;-0.0109
Hmgs	chr2R_+_16336863_16338436_16339445	chr2R	+	16339445	16336863;16338436	0.017302542729769	0.0884414900941352	-0.0857666666666667;0.0857666666666667
loopin-1	chr2R_+_16535129_16535133_16535194	chr2R	+	16535194	16535129;16535133	0.00824293991073198	0.0500316234698916	0.0792666666666668;-0.0792666666666667
asRNA:CR44969	chr2L_+_123258_123265_123323	chr2L	+	123323	123258;123265	2.00622500808104e-16	1.50037137071169e-14	-0.184233333333333;0.184233333333333
bru2	chr2L_+_12362649_12374111_12385560	chr2L	+	12385560	12362649;12374111	0.000476619111050794	0.00487477922512562	-0.1276;0.1276
bru2	chr2L_+_12366521_12370005_12370082_12373581	chr2L	+	12373581	12366521;12370005;12370082	0.0372844076659542	0.154259524239619	-0.0705666666666667;0.0770333333333333;-0.00646666666666662
l(2)k01209	chr2R_+_17420573_17421946_17423654	chr2R	+	17423654	17420573;17421946	0.00914932137900483	0.0541266741604797	0.2015;-0.2015
CG14478	chr2R_+_17457872_17461301_17461685_17461992	chr2R	+	17461992	17457872;17461301;17461685	0.00350555845247024	0.0253689963439383	-0.0539333333333335;0.00169999999999999;0.0523
CG30103	chr2R_+_17494108_17494182_17494233	chr2R	+	17494233	17494108;17494182	0.000160081928684118	0.00193014699335518	-0.0495;0.0495000000000002
eIF3b	chr2R_+_17536004_17536329_17536453	chr2R	+	17536453	17536004;17536329	0.00865185992915395	0.0519346041589216	0.119133333333333;-0.119133333333334
Elk	chr2R_+_17912879_17914011_17914099	chr2R	+	17914099	17912879;17914011	0.00726853021357682	0.0453337523738241	-0.292533333333333;0.292533333333333
CG5098	chr2R_+_18095223_18096058_18096280	chr2R	+	18096280	18095223;18096058	5.34234345098054e-06	9.8478475074445e-05	-0.091;0.0910000000000002
eRF3	chr2L_+_12435423_12436978_12437191_12437811	chr2L	+	12437811	12435423;12436978;12437191	0.0313921189742865	0.136889839466952	0.00656666666666672;0.000166666666666667;-0.00676666666666667
sano	chr2R_+_18913494_18947820_18954976	chr2R	+	18954976	18913494;18947820	0.00171384445160333	0.0143041550494283	0.4295;-0.4295
CG15109	chr2R_+_19059643_19059653_19059733	chr2R	+	19059733	19059643;19059653	0.000151018210842856	0.00183325035577398	-0.00546666666666651;0.00546666666666667
CG10737	chr2R_+_19166059_19170406_19170616	chr2R	+	19170616	19166059;19170406	7.34758707143967e-05	0.000993091397130982	-0.336733333333333;0.336733333333333
cora	chr2R_+_19241785_19242585_19242702	chr2R	+	19242702	19241785;19242585	0.0236381322689157	0.11160791232452	0.0529;-0.0529000000000002
CG11961	chr2R_+_19357838_19358500_19359184	chr2R	+	19359184	19357838;19358500	0.0138644029244394	0.0745262411738692	-0.0928666666666668;0.0928666666666667
Spt5	chr2R_+_19437581_19437753_19437953	chr2R	+	19437953	19437581;19437753	0.0315526032840328	0.137412432212701	0.0465;-0.0465
CG15125	chr2R_+_19657876_19658599_19658659	chr2R	+	19658659	19657876;19658599	0.0324274286191043	0.14000742267087	0.00569999999999993;-0.0057
CG44623	chr2R_+_19954642_19956445_19956537_19956591	chr2R	+	19956591	19954642;19956445;19956537	8.99793942633197e-14	5.28853272357724e-12	0.2378;0.0728333333333333;-0.310633333333333
RpS18	chr2R_+_20261041_20264007_20264074	chr2R	+	20264074	20261041;20264007	8.88819659233948e-09	2.7853006696999e-07	-0.0385333333333333;0.0385333333333334
dpr1	chr2R_+_20747522_20748230_20748244_20748272_20748324	chr2R	+	20748324	20747522;20748230;20748244;20748272	0.0169456182486539	0.0870047523906469	-0.126866666666667;-0.0308333333333333;0.0485666666666667;0.1092
PICK1	chr2L_+_12695162_12695523_12696136_12696140_12696265	chr2L	+	12696265	12695162;12695523;12696136;12696140	8.88176966313812e-05	0.00116443625495848	-0.103533333333333;-0.0234;0.127766666666667;-0.000899999999999998
CG34396	chr2R_+_21092908_21093400_21093462_21093592	chr2R	+	21093592	21092908;21093400;21093462	0.0132016620922253	0.0717563224017808	0.200933333333333;0.0753666666666667;-0.276333333333333
CG30395	chr2R_+_21766578_21767053_21767108	chr2R	+	21767108	21766578;21767053	0.000475322245747363	0.0048661635679771	0.0256666666666667;-0.0256666666666666
Snp	chr2R_+_22061260_22061581_22062785_22067282_22068200_22068425	chr2R	+	22068425	22061260;22061581;22062785;22067282;22068200	0.0036378601185339	0.0261263020541908	-0.0137;0.0378666666666666;-0.000466666666666664;-0.0368333333333333;0.0132666666666667
Synj	chr2R_+_22080205_22080538_22081073	chr2R	+	22081073	22080205;22080538	0.0426150801870525	0.169375441421188	0.104333333333333;-0.104333333333333
me31B	chr2L_+_10239585_10239862_10239890_10240084_10240490	chr2L	+	10240490	10239585;10239862;10239890;10240084	0.0285016513205155	0.127781044209731	-0.00969999999999982;-0.0023;0.00403333333333333;0.00796666666666667
l(2)k09913	chr2R_+_23067838_23067841_23067945	chr2R	+	23067945	23067838;23067841	0.000253935970717547	0.00285893808182018	0.0618333333333334;-0.0618333333333334
CG34423	chr2R_+_23358346_23358767_23358831	chr2R	+	23358831	23358346;23358767	0.0314393022963291	0.137030478242654	-0.304133333333333;0.304133333333333
CG46429	chr2R_+_23714074_23714118_23714664	chr2R	+	23714664	23714074;23714118	0.00707498600955018	0.0443505246135357	-0.1781;0.1781
sei	chr2R_+_24048003_24049247_24049421	chr2R	+	24049421	24048003;24049247	0.000799264092876848	0.00760674438377801	-0.2643;0.2643
snama	chr2R_+_24086702_24086830_24087530	chr2R	+	24087530	24086702;24086830	0.00197656568482544	0.0160628154533676	0.0664666666666667;-0.0664666666666667
nvy	chr2R_+_24276131_24281775_24284755_24284762_24284826	chr2R	+	24284826	24276131;24281775;24284755;24284762	0.000208334645257186	0.00241668940880587	0.1534;-0.0223;0.0338;-0.164966666666667
betaTub60D	chr2R_+_24297384_24306138_24310720	chr2R	+	24310720	24297384;24306138	0.00908141737116221	0.0538340254074773	-0.00363333333333333;0.00363333333333371
CG13585	chr2R_+_24523998_24531636_24531734_24532100_24532186_24532378_24532438	chr2R	+	24532438	24523998;24531636;24531734;24532100;24532186;24532378	0.00568727884885225	0.0373842710047188	-0.0056;0.00673333333333331;-0.00146666666666667;-0.0088;-0.00566666666666667;0.0148333333333333
ITP	chr2R_+_24555571_24556047_24556282	chr2R	+	24556282	24555571;24556047	3.65972772793166e-06	7.03695207931929e-05	-0.269133333333333;0.269133333333333
Adck1	chr2R_+_24611822_24612105_24612165	chr2R	+	24612165	24611822;24612105	0.000519739925100112	0.00525556627236838	0.3779;-0.3779
