Gene	AS_event_ID	chromosome	strand	common_5_SS_coor	A3SS_coordinates	pvalue	qvalue	deltaPSI_control-KD
NONE	chrX_-_6993780_6993922_6994609_6994709	chrX	-	6994709	6993780;6993922;6994609	2.92851287988966e-05	0.000451152508194225	-0.347;0.236066666666667;0.110966666666667
Sxl	chrX_-_7085954_7085978_7087612	chrX	-	7087612	7085954;7085978	0.00781077266571294	0.047926196257141	-0.0832000000000002;0.0832
CG1677	chrX_-_7402846_7402866_7402917	chrX	-	7402917	7402846;7402866	0.0398333016483808	0.161446759065844	-0.0691000000000001;0.0691
Rbf	chrX_-_797683_797692_797760	chrX	-	797760	797683;797692	0.00106563931462201	0.00967737280331252	-0.0150333333333333;0.0150333333333333
Miga	chrX_-_8436851_8436906_8436981	chrX	-	8436981	8436851;8436906	0.00867901739828573	0.052063844821531	-0.247666666666667;0.247666666666667
NONE	chrX_-_8493966_8494007_8494078	chrX	-	8494078	8493966;8494007	0.0323017458226523	0.139643099151616	-0.224733333333333;0.224733333333333
Lim1	chrX_-_8768942_8787477_8787608	chrX	-	8787608	8768942;8787477	1.59362854914228e-09	5.51299362549537e-08	-0.171266666666667;0.171266666666667
CG12118	chrX_-_9196119_9196136_9196139_9196194	chrX	-	9196194	9196119;9196136;9196139	0.019171756983235	0.0955627591837368	-0.0338666666666666;0.0330333333333334;0.000833333333333332
Erk7	chrX_-_9263012_9263575_9263709	chrX	-	9263709	9263012;9263575	0.000311731775145289	0.00341157767753127	-0.0164666666666666;0.0164666666666667
Erk7	chrX_-_9265460_9265465_9266755_9266917	chrX	-	9266917	9265460;9265465;9266755	3.06957870112241e-19	2.9564138731455e-17	0.0064;0.0247000000000002;-0.0311
nej	chrX_-_9674894_9674924_9676510	chrX	-	9676510	9674894;9674924	0.00115904568343943	0.010380350446094	-0.100466666666667;0.100466666666667
NONE	chrY_-_2837110_2837486_2837495_2837625	chrY	-	2837625	2837110;2837486;2837495	0.000327428640983274	0.00355309853469704	-0.388433333333333;0.215266666666667;0.173233333333333
NONE	chrY_-_3229920_3229929_3229976	chrY	-	3229976	3229920;3229929	0.0248420115347924	0.11584463291279	0.253133333333333;-0.253133333333333
NONE	chrY_-_854738_878889_1007916	chrY	-	1007916	854738;878889	0.0312732686341353	0.136575530273656	Inf;Inf
NONE	chr2L_-_21870673_21871576_21872770	chr2L	-	21872770	21870673;21871576	0.000358525454388595	0.00383803261379399	-0.418466666666667;0.418466666666667
CG31600	chr2L_-_21914905_21914951_21914966_21915014	chr2L	-	21915014	21914905;21914951;21914966	0.0115916751454741	0.064967789480056	-0.0116333333333333;-0.0795000000000001;0.0911000000000001
Tengl2	chr2L_-_2239113_2239128_2239190	chr2L	-	2239190	2239113;2239128	0.0303401034598763	0.133663323711831	-0.0214;0.0213999999999999
Tim23	chr2L_-_23304335_23313230_23313280_23313327	chr2L	-	23313327	23304335;23313230;23313280	0.0138278617906054	0.0743920667691382	-0.000966666666666667;-0.00253333333333328;0.00353333333333334
CG3557	chr2L_-_2385415_2385445_2385451_2385505	chr2L	-	2385505	2385415;2385445;2385451	0.000697592195504593	0.0067562219555873	0.0019;-0.022;0.0201333333333333
CG31948	chr2L_-_2416369_2416379_2416386_2416389_2416434	chr2L	-	2416434	2416369;2416379;2416386;2416389	0.0149780689573882	0.0791874025093884	0.000899999999999999;-0.0262;0.0302;-0.00496666666666667
NONE	chr2L_-_2471190_2471214_2471297	chr2L	-	2471297	2471190;2471214	0.0441105977548371	0.173517170434663	0.1766;-0.1766
CG9641	chr2L_-_2976554_2976764_2976817	chr2L	-	2976817	2976554;2976764	0.0370571467288067	0.153586333097114	-0.0232666666666665;0.0232666666666667
CG14070	chr2L_-_10901193_10901204_10901259	chr2L	-	10901259	10901193;10901204	0.0207213752432237	0.101375513441469	-0.00576666666666667;0.00576666666666648
CG7309	chr2L_-_10906778_10906805_10906845	chr2L	-	10906845	10906778;10906805	0.0304362764418772	0.133885020193278	-0.00333333333333341;0.00333333333333333
CG7309	chr2L_-_10908438_10908547_10908598	chr2L	-	10908598	10908438;10908547	2.94311020123396e-05	0.000452749862158695	0.00303333333333333;-0.00303333333333311
CG3702	chr2L_-_4217976_4224750_4224806	chr2L	-	4224806	4217976;4224750	9.18270571912409e-06	0.000159736311427633	-0.372633333333333;0.372633333333333
jet	chr2L_-_4945080_4948559_4948896	chr2L	-	4948896	4945080;4948559	0.0122941837365836	0.067985767187903	-0.0774;0.0774
asRNA:CR43824	chr2L_-_4964598_4964618_4964669	chr2L	-	4964669	4964598;4964618	4.88434699184286e-09	1.5823264503428e-07	-0.344466666666667;0.344466666666667
l(2)05714	chr2L_-_4971322_4971342_4971432_4971453_4973717	chr2L	-	4973717	4971322;4971342;4971432;4971453	0.0426472857642939	0.169452268974765	0.116733333333333;0.0630666666666667;-0.0535;-0.1263
Ncoa6	chr2L_-_5324906_5324909_5325950	chr2L	-	5325950	5324906;5324909	0.0356632355341404	0.149653635848219	-0.048;0.0479999999999998
lwr	chr2L_-_542346_542350_542379_542428	chr2L	-	542428	542346;542350;542379	0.0213136968360195	0.103461780145287	3.33333333333297e-05;0.00559999999999994;-0.00563333333333333
Samuel	chr2L_-_11014652_11028939_11028950_11028993	chr2L	-	11028993	11014652;11028939;11028950	2.79724776820586e-14	1.71795405236436e-12	-0.190566666666667;0.162533333333333;0.0280333333333333
CG14006	chr2L_-_5727907_5728196_5728277	chr2L	-	5728277	5727907;5728196	0.00225779966974889	0.0178624764266427	-0.1962;0.1962
CG9171	chr2L_-_5799277_5799411_5800042	chr2L	-	5800042	5799277;5799411	0.0348047424763701	0.14719894452942	0.191633333333333;-0.191633333333333
rau	chr2L_-_5861607_5870245_5878986	chr2L	-	5878986	5861607;5870245	0.0141214828762055	0.075629694160093	-0.0829666666666669;0.0829666666666667
CG13999	chr2L_-_5954443_5954990_5955616	chr2L	-	5955616	5954443;5954990	0.00014638149228453	0.00178641592816309	-0.479833333333333;0.479833333333333
AstCC	chr2L_-_11083924_11083945_11083955_11083968_11084018	chr2L	-	11084018	11083924;11083945;11083955;11083968	0.0115841666245135	0.0649466254616343	-0.0581666666666667;0.0229666666666667;-0.0129333333333333;0.0480666666666667
CG31639	chr2L_-_6154027_6154345_6154642	chr2L	-	6154642	6154027;6154345	4.53152873253663e-21	5.03650410565546e-19	-0.00143333333333362;0.00143333333333333
CG31639	chr2L_-_6154882_6154895_6154947	chr2L	-	6154947	6154882;6154895	1.23007081353397e-69	1.06785106935454e-66	0.0461999999999998;-0.0462
DIP-epsilon	chr2L_-_6380790_6385408_6385682	chr2L	-	6385682	6380790;6385408	0.023090203519982	0.109730564012958	0.169866666666667;-0.169866666666667
Nhe3	chr2L_-_6680524_6680542_6680945	chr2L	-	6680945	6680524;6680542	0.0300912586513643	0.132895129040444	-0.0437333333333333;0.0437333333333333
CG31908	chr2L_-_7025818_7026040_7026155	chr2L	-	7026155	7025818;7026040	9.77778548247567e-08	2.54614802261743e-06	-0.0115666666666665;0.0115666666666667
Pvf2	chr2L_-_7070946_7074197_7074252	chr2L	-	7074252	7070946;7074197	6.167372277447e-08	1.66399900241694e-06	-0.151233333333333;0.151233333333333
CG13784	chr2L_-_7209653_7218853_7218907	chr2L	-	7218907	7209653;7218853	4.37929877817453e-45	1.826821641615e-42	-0.4954;0.4954
Ndae1	chr2L_-_7231126_7231183_7234525	chr2L	-	7234525	7231126;7231183	0.0435376759568412	0.17185277057717	0.0732;-0.0731999999999998
Slob	chr2L_-_7646010_7647266_7648745	chr2L	-	7648745	7646010;7647266	0.0125477040429826	0.0689780126155437	0.184966666666667;-0.184966666666667
Pino	chr2L_-_1117516_1128072_1128127	chr2L	-	1128127	1117516;1128072	0.0216523885330739	0.104752028621569	-0.0122666666666665;0.0122666666666667
CG7149	chr2L_-_7786424_7786935_7786988	chr2L	-	7786988	7786424;7786935	0.00914513452473859	0.0541127324666372	0.218033333333333;-0.218033333333333
cdc14	chr2L_-_7804915_7804918_7805058	chr2L	-	7805058	7804915;7804918	0.00260895382870133	0.0200625445907018	0.0308666666666667;-0.0308666666666668
CG15824	chr2L_-_883037_883039_883094	chr2L	-	883094	883037;883039	0.0240169299674105	0.112964679897234	0.0168333333333333;-0.0168333333333334
CG15824	chr2L_-_884620_884652_884675_884720	chr2L	-	884720	884620;884652;884675	0.00204406589085691	0.0164738222173552	0.0124;-0.0107333333333333;-0.00166666666666667
NONE	chr2L_-_9215110_9224300_9224303_9224428	chr2L	-	9224428	9215110;9224300;9224303	2.5658689277054e-06	5.11430300293896e-05	-0.3466;0.0177;0.3289
CG4438	chr2L_-_9397764_9397772_9397831	chr2L	-	9397831	9397764;9397772	0.0248677369545531	0.115905701929728	-0.0352666666666667;0.0352666666666667
CG31709	chr2L_-_9579390_9579436_9579447_9579450_9579509	chr2L	-	9579509	9579390;9579436;9579447;9579450	0.0199326037919507	0.0984008606930533	0.0086;0.000766666666666667;-0.00860000000000016;-0.000700000000000001
CG31710	chr2L_-_9703178_9703181_9703266	chr2L	-	9703266	9703178;9703181	0.015057595491083	0.0794705054175699	-0.1396;0.1396
CG5846	chr2L_-_9957022_9957058_9957131	chr2L	-	9957131	9957022;9957058	0.00847590959860293	0.0511124479981086	-0.198433333333333;0.198433333333333
SLO2	chr2R_-_10351499_10351736_10351791	chr2R	-	10351791	10351499;10351736	0.011772288979294	0.0657049995193434	-0.00483333333333333;0.00483333333333336
Cyp49a1	chr2R_-_10437263_10450001_10450419	chr2R	-	10450419	10437263;10450001	1.04832031589689e-05	0.000180211788636693	-0.0911333333333333;0.0911333333333334
whd	chr2R_-_10471273_10471505_10471616	chr2R	-	10471616	10471273;10471505	0.0130062341134254	0.0709401838750687	0.1259;-0.1259
lola	chr2R_-_10511004_10515658_10515833	chr2R	-	10515833	10511004;10515658	7.52491515158453e-10	2.74196298498549e-08	-0.370466666666667;0.370466666666667
CG33144	chr2R_-_10742073_10754847_10754907	chr2R	-	10754907	10742073;10754847	1.31641525251254e-51	7.03221728255423e-49	-0.243333333333333;0.243333333333333
CG30015	chr2R_-_10843511_10848388_10848402_10848451	chr2R	-	10848451	10843511;10848388;10848402	1.12317438433199e-09	3.9732293845744e-08	-0.0170333333333335;0.0145;0.00256666666666667
Spn47C	chr2R_-_10908576_10940637_10940651_10940708	chr2R	-	10940708	10908576;10940637;10940651	2.74570663440611e-24	3.76091556291862e-22	-0.00283333333333333;-0.0501;0.0528999999999998
CG6614	chr2L_-_11646432_11646445_11646450_11646556	chr2L	-	11646556	11646432;11646445;11646450	0.0459363642360806	0.178166326915858	-0.00736666666666667;-0.0242666666666667;0.0316333333333333
CG9062	chr2R_-_11279508_11281150_11281272	chr2R	-	11281272	11279508;11281150	0.000303616959388714	0.00333412941676758	-0.0186666666666667;0.0186666666666667
tou	chr2R_-_11581749_11582145_11583013	chr2R	-	11583013	11581749;11582145	0.0271327604752727	0.12323186577325	0.171066666666667;-0.171066666666667
Plap	chr2L_-_1169824_1169949_1169958_1170037_1170226	chr2L	-	1170226	1169824;1169949;1169958;1170037	0.02620685038956	0.120279651059207	-0.1104;-0.000866666666666661;0.0858666666666666;0.0253666666666667
lncRNA:CR44313	chr2R_-_12229489_12234206_12234266	chr2R	-	12234266	12229489;12234206	2.86798673420311e-08	8.20313160249074e-07	-0.1262;0.1262
Nup54	chr2R_-_12430460_12430802_12430809_12430880	chr2R	-	12430880	12430460;12430802;12430809	0.000729639637316779	0.007018984717111	-0.0175333333333333;0.0067;0.0108
CG30334	chr2R_-_12441110_12441114_12441120_12441133_12441137_12441186	chr2R	-	12441186	12441110;12441114;12441120;12441133;12441137	0.00980946124716737	0.0570495745047328	-0.00983333333333333;-0.0122666666666667;-0.00503333333333333;0.0119666666666667;0.0152000000000001
NONE	chr2R_-_12518981_12518999_12519051	chr2R	-	12519051	12518981;12518999	3.63797382726061e-05	0.000543504829388485	-0.373966666666667;0.373966666666667
Taz	chr2R_-_12754096_12754127_12754406	chr2R	-	12754406	12754096;12754127	0.000368948701554516	0.00393257566559875	-0.0110666666666667;0.0110666666666666
CG17574	chr2R_-_12850038_12850041_12850097	chr2R	-	12850097	12850038;12850041	8.27215437619663e-18	6.91942017293291e-16	0.0500999999999999;-0.0501
Orc3	chr2R_-_13205695_13205716_13205774	chr2R	-	13205774	13205695;13205716	0.0287499101519182	0.12864268148425	0.00423333333333333;-0.0042333333333332
lncRNA:CR44343	chr2R_-_13254386_13255251_13255328_13255413	chr2R	-	13255413	13254386;13255251;13255328	6.78070641170946e-12	3.25074149697483e-10	-0.527733333333333;0.418466666666667;0.1093
CG17048	chr2R_-_13337348_13353892_13354041	chr2R	-	13354041	13337348;13353892	0.0226444276749129	0.108188359234276	0.00686666666666667;-0.00686666666666669
ATP8A	chr2R_-_13415957_13416606_13417828_13418985	chr2R	-	13418985	13415957;13416606;13417828	0.0184616928015819	0.0928882837771321	-0.0333666666666667;0.0113333333333333;0.0220666666666667
cnn	chr2R_-_13444106_13444127_13444173	chr2R	-	13444173	13444106;13444127	3.60987214107745e-11	1.59273211686097e-09	0.0133666666666667;-0.0133666666666667
drk	chr2R_-_13497889_13501749_13501811	chr2R	-	13501811	13497889;13501749	0.0313552466216162	0.136784512051656	-0.00756666666666661;0.00756666666666667
DJ-1alpha	chr2R_-_13942742_13942750_13942805	chr2R	-	13942805	13942742;13942750	3.00838139121728e-09	9.99800460182044e-08	0.0500666666666667;-0.0500666666666663
CG6701	chr2R_-_13977849_13978889_13978940	chr2R	-	13978940	13977849;13978889	3.80743485515663e-05	0.000565403195862499	-0.0162666666666667;0.0162666666666667
RN-tre	chr2R_-_13986044_13986095_13987471_13988371	chr2R	-	13988371	13986044;13986095;13987471	0.0418939108133217	0.167380230397326	-0.023;-0.0177333333333333;0.0407333333333333
Pgm2b	chr2R_-_14818913_14818915_14818986	chr2R	-	14818986	14818913;14818915	2.22333706523014e-11	1.00372028395959e-09	-0.0157;0.0156999999999999
Trpm	chr2R_-_15275486_15275815_15277674	chr2R	-	15277674	15275486;15275815	0.000603333951807283	0.00597119254239315	0.151666666666667;-0.151666666666667
rho-6	chr2L_-_12111948_12111967_12123198_12131055_12131065_12131290	chr2L	-	12131290	12111948;12111967;12123198;12131055;12131065	8.23573180542349e-10	2.97565605687407e-08	-0.0396333333333333;-0.0668666666666667;-0.0224;-0.0325333333333334;0.1615
fus	chr2R_-_15665987_15667486_15667609	chr2R	-	15667609	15665987;15667486	0.0235269269776048	0.111221820293495	-0.0201333333333332;0.0201333333333333
CG8388	chr2R_-_16011155_16011170_16011217	chr2R	-	16011217	16011155;16011170	0.0425225467648339	0.169168111669926	-0.0129333333333336;0.0129333333333333
casp	chr2R_-_16027258_16027263_16027278_16027335	chr2R	-	16027335	16027258;16027263;16027278	0.00159118199160579	0.0134724280478507	-0.00233333333333333;-0.0381666666666667;0.0404666666666669
CG10734	chr2R_-_16158597_16158600_16158628_16158678	chr2R	-	16158678	16158597;16158600;16158628	0.0051513522756535	0.0345148124259758	0.0021;0.00150000000000017;-0.0036
CG15706	chr2R_-_16226774_16226804_16230076	chr2R	-	16230076	16226774;16226804	0.000106688515518349	0.00136242253462435	-0.316933333333333;0.316933333333333
Menl-1	chr2R_-_16418964_16418974_16419017	chr2R	-	16419017	16418964;16418974	6.39204594028964e-37	1.76996303125063e-34	0.0368999999999999;-0.0369
Psi	chr2R_-_16865030_16865033_16865036_16865090	chr2R	-	16865090	16865030;16865033;16865036	4.8019332297666e-70	4.22576702210187e-67	0.1262;-0.355233333333333;0.229
CG8963	chr2R_-_17019321_17019349_17019431	chr2R	-	17019431	17019321;17019349	0.0368338721281979	0.152957200467729	-0.0870333333333334;0.0870333333333334
NONE	chr2R_-_17422585_17423354_17423645	chr2R	-	17423645	17422585;17423354	0.0492985038988416	0.187244409873874	-0.3904;0.3904
CG43110	chr2R_-_17469174_17482839_17482852_17482904	chr2R	-	17482904	17469174;17482839;17482852	0.0210849200513251	0.102677103473103	-0.0453333333333333;0.0777666666666665;-0.0324333333333333
Patronin	chr2R_-_17531446_17531461_17531516	chr2R	-	17531516	17531446;17531461	0.0124620226043276	0.0686362134880497	-0.0293;0.0293
fab1	chr2R_-_17776075_17776096_17776156	chr2R	-	17776156	17776075;17776096	0.00297178504931901	0.0222870001579854	0.00836666666666667;-0.00836666666666674
CG14505	chr2R_-_18303514_18303535_18303590	chr2R	-	18303590	18303514;18303535	0.0097205350328418	0.0566554972822346	-0.1603;0.1603
GEFmeso	chr2R_-_18561168_18601385_18610679	chr2R	-	18610679	18561168;18601385	0.00195426069543756	0.015914261844031	-0.2215;0.2215
CG33136	chr2R_-_18665574_18665597_18665610_18665648	chr2R	-	18665648	18665574;18665597;18665610	1.20166116540743e-151	1.54391829853877e-147	0.0248666666666667;0.319766666666667;-0.3446
CG15128	chr2R_-_19687281_19687316_19687370	chr2R	-	19687370	19687281;19687316	5.48450580395764e-09	1.76341410086107e-07	0.00453333333333339;-0.00453333333333333
Obp56g	chr2R_-_19783895_19783898_19783962	chr2R	-	19783962	19783895;19783898	0.00130186070727949	0.0113848126458402	0.329333333333333;-0.329333333333333
Ref2	chr2L_-_12641280_12643439_12645891	chr2L	-	12645891	12641280;12643439	0.000108069464243198	0.00137665882459791	-0.3478;0.3478
NONE	chr2R_-_20587167_20590272_20590275_20592198_20592301	chr2R	-	20592301	20587167;20590272;20590275;20592198	0.000980898434470957	0.00902519282853749	-0.319233333333333;0.126;0.1411;0.0522
exu	chr2R_-_20670363_20670377_20670636	chr2R	-	20670636	20670363;20670377	0.00406757507840457	0.0285236426822168	-0.00173333333333333;0.00173333333333325
CG5787	chr2L_-_12712531_12712554_12712853	chr2L	-	12712853	12712531;12712554	0.0260560101929342	0.119758471117141	0.0762333333333335;-0.0762333333333333
Pih1D1	chr2L_-_12714296_12718056_12721449	chr2L	-	12721449	12714296;12718056	0.0113640185114756	0.0639765062830345	0.0298666666666666;-0.0298666666666667
lncRNA:CR43818	chr2L_-_12763506_12803180_12803828_12808056_12808109	chr2L	-	12808109	12763506;12803180;12803828;12808056	6.79835994039e-17	5.29422590043957e-15	-0.236566666666667;0.0661;-0.132333333333333;0.3028
CG4294	chr2R_-_22601364_22601370_22601528	chr2R	-	22601528	22601364;22601370	0.00624731214544327	0.0402824028440652	-0.0957333333333333;0.0957333333333333
YME1L	chr2R_-_22884793_22884802_22884816_22884906	chr2R	-	22884906	22884793;22884802;22884816	0.00554870103567935	0.036599615754297	-0.0274333333333334;0.0283333333333333;-0.000866666666666667
Vha68-1	chr2L_-_13001213_13001228_13001321	chr2L	-	13001321	13001213;13001228	0.0331032155573564	0.142018409951925	-0.1484;0.1484
ord	chr2R_-_23271863_23271949_23272012	chr2R	-	23272012	23271863;23271949	0.00230109566491444	0.0181491327943239	0.0634666666666666;-0.0634666666666666
CG3124	chr2R_-_23283076_23283103_23283151	chr2R	-	23283151	23283076;23283103	1.37019653162819e-14	8.71512825626995e-13	-0.0256999999999999;0.0257
CG30416	chr2R_-_23322056_23322064_23322073_23322139	chr2R	-	23322139	23322056;23322064;23322073	0.000200628263507567	0.00234188767958761	0.0110666666666667;0.0447666666666666;-0.0558666666666667
CG30414	chr2R_-_23378177_23384646_23384700	chr2R	-	23384700	23378177;23384646	9.17230259174017e-05	0.0011953665715409	-0.209166666666667;0.209166666666667
CG42559	chr2R_-_23599956_23599984_23599993_23600045	chr2R	-	23600045	23599956;23599984;23599993	3.55222072294171e-08	9.98242394849075e-07	-0.0386000000000001;0.0079;0.0307333333333333
yki	chr2R_-_24068227_24068598_24068877	chr2R	-	24068877	24068227;24068598	5.14520626484072e-10	1.92282254601299e-08	-0.673566666666667;0.673566666666667
CG43776	chr2R_-_24125287_24125570_24125626	chr2R	-	24125626	24125287;24125570	0.0309085371060115	0.135415353763029	-0.0315666666666667;0.0315666666666667
DnaJ-H	chr2L_-_13164740_13164762_13164823	chr2L	-	13164823	13164740;13164762	0.0189342099855669	0.0946776214829396	0.0118;-0.0117999999999998
Prosalpha4T2	chr2R_-_24501611_24501669_24501790	chr2R	-	24501790	24501611;24501669	0.000279870027035407	0.00310842503575061	-0.00390000000000001;0.0039
Eps-15	chr2R_-_24769683_24770061_24771723	chr2R	-	24771723	24769683;24770061	1.46586938209492e-08	4.40865706812546e-07	0.1212;-0.1212
CG43106	chr2R_-_25096499_25138998_25139011_25139062	chr2R	-	25139062	25096499;25138998;25139011	0.000879346803893751	0.00823111147150495	-0.0255666666666667;0.000366666666666666;0.0252
CG9380	chr2R_-_25185032_25186675_25186824	chr2R	-	25186824	25185032;25186675	0.00109758143208619	0.00991837512711337	-0.230266666666667;0.230266666666667
CG31730	chr2L_-_13259514_13259521_13259533_13259580_13259641	chr2L	-	13259641	13259514;13259521;13259533;13259580	0.00240337223595339	0.0188034387784535	-0.127033333333333;-0.00143333333333333;-0.0169333333333333;0.1454
Nipped-A	chr2R_-_5188356_5190746_5193555	chr2R	-	5193555	5188356;5190746	6.63054887322481e-08	1.77702582463427e-06	-0.0787666666666668;0.0787666666666667
CG10417	chr2R_-_5362755_5363492_5365005	chr2R	-	5365005	5362755;5363492	0.00843837783517497	0.0509291460456102	-0.506066666666667;0.506066666666667
ap	chr2R_-_5709099_5712410_5716647	chr2R	-	5716647	5709099;5712410	0.0142411208817195	0.0761561513828802	-0.0403;0.0403
Ars2	chr2R_-_6081034_6081415_6081734	chr2R	-	6081734	6081034;6081415	0.00394353133169108	0.0278116583905112	-0.166666666666667;0.166666666666667
Ars2	chr2R_-_6085019_6085031_6085084	chr2R	-	6085084	6085019;6085031	0.0268979080736801	0.122410634213749	-0.0436;0.0436
coro	chr2R_-_6864526_6864571_6864634	chr2R	-	6864634	6864526;6864571	2.64546727861692e-06	5.25339917915393e-05	-0.0157;0.0157000000000002
CG9254	chr2L_-_13596267_13596271_13596328	chr2L	-	13596328	13596267;13596271	0.0195475058570968	0.0969392715582644	0.0217666666666666;-0.0217666666666667
CG14764	chr2R_-_7948520_7952041_7953900	chr2R	-	7953900	7948520;7952041	0.00887154128944751	0.0528851811420575	-0.0814;0.0814
Lpin	chr2R_-_8137682_8138592_8138802_8138936	chr2R	-	8138936	8137682;8138592;8138802	2.67550743786815e-17	2.18118367152396e-15	-0.130133333333333;-0.0303333333333333;0.1605
CG9014	chr2L_-_13723455_13723475_13723484_13723530	chr2L	-	13723530	13723455;13723475;13723484	0.0191286944630409	0.0954033744274485	-0.00556666666666667;0.0183666666666669;-0.0127666666666667
CG9008	chr2L_-_13769623_13775047_13775185_13775253	chr2L	-	13775253	13769623;13775047;13775185	0.000149535349814595	0.00181814441038707	-0.0056;-0.00333333333333334;0.00889999999999991
CG9008	chr2L_-_13776156_13776530_13776635_13777769	chr2L	-	13777769	13776156;13776530;13776635	2.7387325658043e-11	1.22349734881665e-09	-0.0440666666666666;0.00723333333333333;0.0368666666666667
CG18659	chr2R_-_9128641_9129695_9131073_9131162	chr2R	-	9131162	9128641;9129695;9131073	1.79558253134193e-07	4.46746775352196e-06	-0.00463333333333338;-0.00413333333333333;0.00873333333333333
Not1	chr2R_-_9561062_9568086_9568375_9568561	chr2R	-	9568561	9561062;9568086;9568375	4.02984849699638e-90	5.17762994591088e-87	-0.157;-0.0644666666666667;0.221466666666667
NONE	chr2R_-_9584882_9584885_9584901_9584953	chr2R	-	9584953	9584882;9584885;9584901	0.00128096478446106	0.011243401929029	-0.3317;0.310233333333333;0.0215
CG1690	chr2R_-_9757087_9757746_9757813	chr2R	-	9757813	9757087;9757746	5.3280575635366e-05	0.000756419328042332	-0.00373333333333333;0.0037333333333337
Sec24AB	chr2R_-_9878554_9878592_9878657	chr2R	-	9878657	9878554;9878592	9.82956426325807e-07	2.1369239859085e-05	-0.0128333333333334;0.0128333333333333
Pka-R2	chr2R_-_9996621_9997220_9997702	chr2R	-	9997702	9996621;9997220	4.49768042402208e-06	8.46040479010958e-05	-0.049;0.0490000000000002
CG43127	chr3L_-_10625322_10625335_10625393	chr3L	-	10625393	10625322;10625335	6.81561452874363e-06	0.000121825791024212	-0.00913333333333333;0.00913333333333322
CG42536	chr3L_-_10629297_10629305_10629309_10629358	chr3L	-	10629358	10629297;10629305;10629309	0.0345804510674467	0.146468171492308	-0.00666666666666667;0.00506666666666667;0.00159999999999982
JIL-1	chr3L_-_11083485_11085198_11085427	chr3L	-	11085427	11083485;11085198	2.4653613344326e-06	4.93233501978465e-05	-0.0366000000000001;0.0366
CG32086	chr3L_-_11583168_11583216_11583227_11583266	chr3L	-	11583266	11583168;11583216;11583227	0.00699850783125899	0.0440085299126771	0.0239;-0.0261666666666667;0.00226666666666669
Pi3K68D	chr3L_-_11785115_11786639_11787056	chr3L	-	11787056	11785115;11786639	0.00155952480818179	0.0132415322762895	-0.0417666666666667;0.0417666666666667
rols	chr3L_-_12055698_12055708_12056228	chr3L	-	12056228	12055698;12055708	2.43778983195677e-12	1.22635909627827e-10	0.468733333333333;-0.468733333333333
CG32106	chr3L_-_12777924_12777946_12777972_12778023	chr3L	-	12778023	12777924;12777946;12777972	6.55325291580039e-15	4.30457587488684e-13	-0.163366666666667;-0.00566666666666667;0.169066666666667
CG32106	chr3L_-_12778217_12778223_12778232_12778277	chr3L	-	12778277	12778217;12778223;12778232	0.0123845090637398	0.0683656285537414	0.0047;-0.00969999999999993;0.00503333333333333
CG10752	chr3L_-_12953661_12953674_12953861	chr3L	-	12953861	12953661;12953674	0.00468932950492174	0.0319422348346599	-0.0119;0.0119000000000002
sturkopf	chr3L_-_1312944_1313118_1313121_1313179_1313215_1313254	chr3L	-	1313254	1312944;1313118;1313121;1313179;1313215	0.0241471941810956	0.113427895684978	-0.106433333333333;-0.0185666666666667;0.0296666666666668;0.149466666666667;-0.0541
lncRNA:CR45166	chr3L_-_1323159_1323601_1323913	chr3L	-	1323913	1323159;1323601	3.62030367887367e-07	8.55987959641234e-06	-0.287566666666667;0.287566666666667
lncRNA:CR45025	chr3L_-_14303996_14306393_14306452_14322922_14326074	chr3L	-	14326074	14303996;14306393;14306452;14322922	0.0264686506776363	0.121091909142717	0.0271333333333333;-0.0245;-0.00173333333333333;-0.000966666666666671
Dic61B	chr3L_-_143794_151656_151755_151790_151846	chr3L	-	151846	143794;151656;151755;151790	1.30244954144887e-08	3.94300947182925e-07	-0.0127333333333333;0.00939999999999999;-0.00703333333333334;0.0103666666666669
CG34245	chr3L_-_14890564_14893988_14894110	chr3L	-	14894110	14890564;14893988	0.00631599743208713	0.0406269022950865	-0.0214;0.0214000000000001
CG4218	chr2L_-_14548254_14548585_14548649	chr2L	-	14548649	14548254;14548585	4.87813066430163e-53	2.92874758883553e-50	-0.0875666666666669;0.0875666666666667
CG12355	chr3L_-_15494658_15494699_15494758	chr3L	-	15494758	15494658;15494699	0.00830582534289435	0.0503134866433641	-0.0206000000000001;0.0206
pHCl-1	chr3L_-_15879396_15888389_15892468_15893618	chr3L	-	15893618	15879396;15888389;15892468	0.00436152952730297	0.0302008667636135	-0.3056;0.140066666666667;0.165533333333333
roq	chr3L_-_16374664_16374667_16374858	chr3L	-	16374858	16374664;16374667	0.0342219658303004	0.145352284754005	-0.0283666666666667;0.0283666666666669
NONE	chr3L_-_16615735_16615773_16615851	chr3L	-	16615851	16615735;16615773	1.17600293574376e-05	0.000199808528418712	0.218566666666667;-0.218566666666667
Srrm234	chr3L_-_1661592_1663865_1663918	chr3L	-	1663918	1661592;1663865	7.64091522979465e-06	0.000135037148631978	0.0392;-0.0392
CG15278	chr2L_-_14876078_14876098_14876154	chr2L	-	14876154	14876078;14876098	0.000415404823637444	0.00434838215338	0.0745;-0.0744999999999999
Rbp6	chr3L_-_17179375_17219319_17221800	chr3L	-	17221800	17179375;17219319	0.000765224297604281	0.00732074074495854	0.0474000000000001;-0.0474
