FlyBase ID,Gene,Chr,Average,log2(SRPK/Control),pvalue,padj,log2(U2af38/Control),pvalue,padj
FBgn0039028, CG13840,chr3R,18.36495659,1.345518057,0.000313924,0.001345675,2.283826351,1.26E-06,2.49E-06
FBgn0040588, CG13841,chr3R,10.294308,-0.364932773,0.071990627,0.147139057,3.542981064,5.97E-08,1.29E-07
FBgn0039024, Nepl15,chr3R,38.29018582,-0.150668199,0.341677753,0.493244233,1.888191966,9.24E-09,2.11E-08
FBgn0039023, Nepl14,chr3R,65.09506111,0.185040077,0.198870148,0.328334309,0.752567709,0.000317482,0.00051835
FBgn0039022, Nepl13,chr3R,36.71624524,-0.301899843,0.065380567,0.136201769,1.031837782,3.06E-05,5.43E-05
FBgn0051139, CG31139,chr3R,2310.297851,-0.212091491,0.009896859,0.027855649,-1.96930199,6.04E-100,9.07E-99
FBgn0039016, Dcr-1,chr3R,3037.840607,0.582308947,1.62E-09,1.99E-08,1.695714987,2.68E-61,2.34E-60
FBgn0039015, Takl2,chr3R,23.74133424,0.140383362,0.38704959,0.537932197,4.67463056,1.11E-11,2.98E-11
FBgn0039013, CG4813,chr3R,580.1217276,0.119790369,0.202661359,0.33289978,0.692956573,1.52E-11,4.06E-11
FBgn0024958, Irp-1A,chr3R,1746.939017,0.207034276,0.000929263,0.003527569,-0.804399734,1.49E-31,7.57E-31
FBgn0051151, wge,chr3R,1126.045808,0.325468924,1.94E-06,1.40E-05,0.304349324,2.10E-05,3.77E-05
FBgn0039010, CG4907,chr3R,6990.037948,0.014213192,0.838530381,0.909624515,-1.368497179,1.79E-73,1.90E-72
FBgn0039009, CG13842,chr3R,455.7442226,0.307313524,0.020696709,0.052381844,2.156866668,9.51E-40,5.73E-39
FBgn0039007, CCAP,chr3R,321.7742085,-0.404127507,2.17E-05,0.000124712,-1.599486256,1.39E-44,9.15E-44
FBgn0039003, wfs1,chr3R,2392.148155,0.302734277,3.63E-10,4.94E-09,0.62224426,2.86E-37,1.64E-36
FBgn0046114, Gclm,chr3R,4473.00212,0.102127246,0.015354135,0.040593534,0.787615862,3.66E-78,4.10E-77
FBgn0017590, klg,chr3R,33.57636814,-0.000913908,0.995174242,1,1.181346086,2.83E-05,5.03E-05
FBgn0039030, CG6660,chr3R,1.857784905,0.021421574,0.874271582,0.934505228,1.103053179,0.149352191,0.18194128
FBgn0051281, Tpl94D,chr3R,9348.001979,-0.281876943,0.000287277,0.001245022,-2.923809547,1.57E-255,1.66E-253
FBgn0039031, Gbp3,chr3R,193.3712894,1.799195748,1.57E-09,1.93E-08,4.668263509,1.97E-55,1.56E-54
FBgn0039033, Or94a,chr3R,178.3188617,6.166658867,2.93E-09,3.41E-08,9.540678922,2.75E-19,9.93E-19
FBgn0039034, Or94b,chr3R,37.40086931,0.051761273,0.736699997,0.833276704,3.054581539,5.47E-16,1.78E-15
FBgn0039038, CG6688,chr3R,157.0572451,-0.162861684,0.197899991,0.327168135,-0.858717991,4.58E-07,9.31E-07
FBgn0039041, CG13838,chr3R,612.7322971,-0.263496113,0.100840141,0.192783677,-3.162800357,3.20E-26,1.42E-25
FBgn0039042, CG13837,chr3R,8.872970553,-0.325501195,0.103520914,0.19697441,1.881652904,0.000557248,0.000888703
FBgn0041225, Gr94a,chr3R,11.91560395,0.084187988,0.583705025,0.715354802,3.914337718,2.20E-07,4.57E-07
FBgn0027526, Ublcp1,chr3R,1904.334045,0.077167753,0.134922591,0.243367869,-0.501952824,6.27E-20,2.33E-19
FBgn0039049, CG6726,chr3R,0,0,NA,NA,0,NA,NA
FBgn0039050, CG17110,chr3R,8.876500271,-0.06163044,0.689451479,0.800240226,0.317809019,0.431343161,0.481852804
FBgn0039051, CG17109,chr3R,19.56269555,0.001076896,0.994363425,1,2.578903583,5.87E-08,1.27E-07
FBgn0039052, CG6733,chr3R,7.250795419,-0.060257661,0.695144107,0.80297437,1.505753447,0.003884428,0.005718552
FBgn0039053, CG6738,chr3R,4.010132101,0,1,1,5.179688063,4.15E-06,7.88E-06
FBgn0039054, Cow,chr3R,162.9207076,0.076979801,0.549325961,0.687354658,1.889701673,5.03E-31,2.51E-30
FBgn0039048, CG17111,chr3R,222.5630258,-0.922332596,2.99E-11,4.76E-10,0.003569067,0.977637027,0.987291539
FBgn0053193, sav,chr3R,655.6720714,0.016676806,0.846813065,0.915464376,0.421827239,6.31E-06,1.18E-05
FBgn0039045, CG17119,chr3R,759.2772085,0.147579943,0.1364387,0.245525697,-1.926200226,5.94E-56,4.78E-55
FBgn0039044, p53,chr3R,334.1719706,0.249450607,0.030592006,0.072615477,0.544596089,6.71E-05,0.000115689
FBgn0039043, CG17121,chr3R,220.4929171,-0.305446365,0.004305946,0.013550744,-0.341797103,0.004919435,0.007167391
FBgn0039040, CG13833,chr3R,16.55351834,0.201724795,0.242398966,0.381599076,4.484712422,4.65E-09,1.08E-08
FBgn0039039, lmd,chr3R,143.9379418,-0.372181054,0.002668673,0.008965272,-1.373278778,4.79E-18,1.67E-17
FBgn0039056, CenB1A,chr3R,2024.142043,0.038096388,0.557806379,0.694383016,-0.001729644,0.978877675,0.988425401
FBgn0039066, EloA,chr3R,2232.676571,0.525363715,4.47E-14,1.02E-12,-0.691204887,2.89E-20,1.08E-19
FBgn0039068, Pex11c,chr3R,150.3486013,-0.133168433,0.325893611,0.476688151,-0.112244891,0.535326257,0.584730797
FBgn0025781, Cdc16,chr3R,1003.114442,0.122576716,0.107782325,0.203521508,-0.344894043,3.85E-05,6.77E-05
FBgn0039069, CG6763,chr3R,121.0093975,0.246664959,0.082135224,0.16368359,0.709865117,0.000223175,0.000369519
FBgn0039071, bb8,chr3R,14339.57687,-0.260417893,8.99E-05,0.000443754,-0.998111986,1.22E-45,8.19E-45
FBgn0039070, wam,chr3R,7383.58237,-0.298149165,3.43E-05,0.000187199,-1.262697851,2.96E-60,2.55E-59
FBgn0039067, wda,chr3R,1632.571434,1.278810627,2.93E-47,8.91E-45,2.776335426,3.81E-232,2.79E-230
FBgn0039065, Rad60,chr3R,2900.991474,-0.011019864,0.819697483,0.896794437,-0.37105848,1.36E-13,4.03E-13
FBgn0039064, CG4467,chr3R,326.0105716,0.378627207,0.059055055,0.125295844,7.708660206,5.82E-74,6.20E-73
FBgn0011596, fzo,chr3R,5061.258383,-0.218234935,0.000346474,0.001471123,-0.492679591,1.20E-14,3.71E-14
FBgn0039059, CG13829,chr3R,727.9958505,0.133371361,0.090045901,0.176008732,-0.474857479,4.73E-08,1.03E-07
FBgn0039058, VhaAC39-2,chr3R,883.4229868,-0.103056651,0.163240669,0.28265128,-0.090586095,0.239199415,0.281082777
FBgn0004395, unk,chr3R,700.7508127,-0.097530265,0.287160728,0.433321345,1.331345652,4.10E-41,2.53E-40
FBgn0051457, CG31457,chr3R,383.2198656,0.283762787,0.007268619,0.021321813,0.616333616,2.23E-07,4.63E-07
FBgn0051365, CG31365,chr3R,591.8499402,0.421769297,1.29E-06,9.68E-06,1.068849589,9.21E-32,4.70E-31
FBgn0039055, Rassf,chr3R,1364.177225,0.167344376,0.020686477,0.05237239,0.219181217,0.004215077,0.006180369
FBgn0024509, Sec13,chr3R,1947.343176,0.271748401,8.53E-05,0.000423008,0.252546019,0.000514287,0.000821518
FBgn0002622, RpS3,chr3R,7409.945902,0.06938936,0.257902733,0.399721963,0.21569673,0.000761628,0.001198467
FBgn0051225, Ir94f,chr3R,1.288342683,-0.015708821,0.898881362,NA,0.908977044,0.243857249,0.286290897
FBgn0039079, Ir94g,chr3R,0.945007991,-0.189957804,0.181106675,NA,0.003458096,0.995999771,1
FBgn0039080, Ir94h,chr3R,3.623682014,0.148459858,0.354285107,0.506400432,-0.032757888,0.95469284,0.967207541
FBgn0039088, CG10164,chr3R,10269.48254,-0.034819164,0.633719823,0.756799598,-1.975771878,2.05E-135,4.55E-134
FBgn0039087, Ugt303B2,chr3R,190.5509036,-0.384899574,0.000448789,0.001850008,-1.782690431,2.20E-36,1.25E-35
FBgn0039086, Ugt303B1,chr3R,148.3256363,0.070714017,0.531759045,0.671972043,-0.353270999,0.011902047,0.016643812
FBgn0039085, Ugt303B3,chr3R,158.6977642,0.320214945,0.01607224,0.042194538,1.175599951,1.21E-12,3.42E-12
FBgn0039084, CG10175,chr3R,576.4013334,-1.294144588,6.19E-30,6.32E-28,0.380251332,0.000319932,0.000522146
FBgn0039083, CG10177,chr3R,4420.024164,-0.115633547,0.069793451,0.143521685,-0.459576061,8.51E-12,2.30E-11
FBgn0039081, Irk2,chr3R,229.0274724,-0.202898533,0.111180476,0.208740147,1.620275489,1.40E-24,5.93E-24
FBgn0039078, CG4374,chr3R,253.0726761,-0.026526474,0.839686269,0.910384803,3.735441747,2.76E-119,5.16E-118
FBgn0039077, CG17380,chr3R,2429.347873,-0.235202783,0.000739119,0.002890849,-2.076944851,4.27E-159,1.28E-157
FBgn0051515, CG31515,chr3R,42.35786937,0.748039795,0.006047005,0.018222394,1.588109593,0.00023765,0.000392479
FBgn0039075, CG4393,chr3R,751.9513037,0.5413534,3.06E-09,3.55E-08,2.639597199,6.69E-183,2.65E-181
FBgn0039073, CG4408,chr3R,79.31066571,-0.141455488,0.356821316,0.508686715,0.666417392,0.009766026,0.013797155
FBgn0016119, ATPsynCF6,chr3R,3152.728815,-0.033171883,0.572526187,0.706510717,-0.260520271,2.29E-05,4.10E-05
FBgn0039089, beat-IV,chr3R,41.10161742,0.048864061,0.746570145,0.840399657,0.695591417,0.010549403,0.014842621
FBgn0039098, GILT3,chr3R,440.3921485,-0.168105962,0.159532822,0.277512749,-2.002313966,9.29E-36,5.18E-35
FBgn0039099, GILT2,chr3R,660.1241112,-0.287725409,0.004767577,0.014841259,-1.566339221,9.16E-38,5.31E-37
FBgn0039101, CG16710,chr3R,14.23949025,0.234204141,0.182278135,0.307072946,0.927268457,0.029451133,0.03936598
FBgn0042106, CG18754,chr3R,51.1933632,1.003879693,0.000102439,0.000497298,0.144035936,0.607849151,0.654651818
FBgn0039102, SPE,chr3R,36.45214381,1.201687631,3.02E-05,0.000167056,0.212109824,0.466152036,0.516165047
FBgn0051148, Gba1a,chr3R,148.3494145,-0.215969812,0.143305298,0.255514672,-1.966329267,1.54E-10,3.92E-10
FBgn0051413, Qsox4,chr3R,38.43956062,0.098151096,0.523078512,0.664387597,-0.685643354,0.257669016,0.301245526
FBgn0051414, Gba1b,chr3R,256.8126198,0.067544451,0.576185442,0.709017909,0.122208334,0.411210048,0.461051191
FBgn0039106, CG10301,chr3R,3.516860189,0.295937892,0.099493821,0.190812775,2.377783681,0.013373742,0.018590222
FBgn0039107, CG10300,chr3R,2.115566514,0,1,1,2.523248327,0.01177221,0.016477361
FBgn0039109, CG10365,chr3R,9360.470218,-0.060622438,0.399526518,0.5512223,-2.08737371,9.92E-156,2.85E-154
FBgn0028684, Rpt5,chr3R,4183.336015,0.027854767,0.568299187,0.702667407,-0.019875919,0.676597145,0.720366349
FBgn0039111, PTPMT1,chr3R,397.7427594,0.223479225,0.006616025,0.019697793,-0.912563904,1.35E-20,5.11E-20
FBgn0039112, SdhD,chr3R,4447.721123,0.038373017,0.446572452,0.597833886,-0.382933065,2.64E-13,7.71E-13
FBgn0028475, Hrd3,chr3R,7738.79592,0.020793419,0.751559038,0.844894694,0.133443044,0.051826543,0.067274222
FBgn0039110, RanBP3,chr3R,4325.340578,0.055335731,0.251789873,0.392587652,0.162087264,0.001013944,0.001574967
FBgn0028691, Rpn9,chr3R,7066.139494,0.135129297,0.006527977,0.019475211,0.456634203,2.67E-19,9.67E-19
FBgn0039108, CG10232,chr3R,110.7696642,-1.561425694,1.19E-16,3.76E-15,-0.428169946,0.011755626,0.016455522
FBgn0002922, nau,chr3R,16.39407048,1.608691642,0.000400854,0.001676845,4.292169465,4.99E-11,1.30E-10
FBgn0047351, CG31468,chr3R,20556.42127,-0.448052081,0.00066002,0.002609967,-1.86893675,5.19E-31,2.59E-30
FBgn0043005, prt,chr3R,1319.271531,2.307330627,7.35E-60,3.95E-57,5.040884915,1.62E-295,2.85E-293
FBgn0039104, CG10252,chr3R,37862.57865,-0.340306467,8.05E-06,5.09E-05,-1.682265869,1.20E-93,1.66E-92
FBgn0027512, CG10254,chr3R,24104.29763,-0.029192696,0.724718248,0.824377873,-0.497455904,4.85E-08,1.06E-07
FBgn0051145, CG31145,chr3R,590.3150893,-0.365342201,7.41E-05,0.000372961,1.190113784,1.89E-35,1.05E-34
FBgn0039094, CG10184,chr3R,515.3834273,-0.36539534,0.000218406,0.000971082,-0.506689049,3.95E-06,7.50E-06
FBgn0051143, tRNA:Leu-CAA-2-3,chr3R,2.969890327,0,1,1,4.723235852,4.69E-05,8.18E-05
FBgn0039093, CG10183,chr3R,80.09047289,0.625474447,0.016683248,0.043543358,9.659078421,1.92E-19,6.98E-19
FBgn0039092, CG16723,chr3R,53.56224579,0.047362051,0.756941394,0.849169102,6.002317342,1.55E-29,7.48E-29
FBgn0053337, CG33337,chr3R,54.32481743,0.250586627,0.149182861,0.263691052,8.192775753,9.23E-15,2.86E-14
FBgn0039091, CG10182,chr3R,33.59638762,-0.184984306,0.240392866,0.3794328,6.468521299,3.35E-15,1.05E-14
FBgn0004187, snRNA:U1:95Cc,chr3R,3.689969769,-0.251892519,0.158693198,0.276529586,-0.308221075,0.576757033,0.624938119
FBgn0004186, snRNA:U1:95Cb,chr3R,4.236374867,-0.064672643,0.667426767,0.784864222,0.753029034,0.187318772,0.224699459
FBgn0051141, CG31141,chr3R,3541.745122,-0.252497698,0.000238927,0.001053893,-2.323829353,6.01E-205,3.19E-203
FBgn0039125, Ndc1,chr3R,1576.233733,0.555752326,1.01E-20,4.66E-19,1.076172699,5.08E-73,5.32E-72
FBgn0047114, CG31142,chr3R,393.2362474,0.169331886,0.06795979,0.140503685,-0.024038237,0.811643084,0.844525758
FBgn0039128, CG13599,chr3R,440.2994174,0.069966096,0.417433036,0.569554453,0.102847967,0.265228092,0.309392803
FBgn0039130, CG5854,chr3R,1273.750131,0.037125725,0.576711667,0.709426637,-0.06251892,0.358757793,0.40755449
FBgn0039132, AP-1sigma,chr3R,749.7584755,0.091303136,0.275661748,0.420296832,0.044348248,0.616543917,0.663291939
FBgn0051140, CG31140,chr3R,517.1699201,0.854801035,5.57E-17,1.81E-15,0.184527191,0.077498787,0.098263564
FBgn0051451, lncRNA:CR31451,chr3R,315.0630406,0.23243894,0.034879695,0.080794605,0.649636713,3.45E-07,7.06E-07
FBgn0039136, CG5902,chr3R,1022.779453,0.094978232,0.180051675,0.30440364,-0.005837791,0.93564682,0.950793665
FBgn0015795, Rab7,chr3R,3862.14689,-0.120288779,0.013283027,0.035903602,0.098990489,0.04342743,0.056940147
FBgn0053108, CG33108,chr3R,105.5225952,0.212494915,0.116410938,0.216418028,0.066602572,0.708704722,0.750643356
FBgn0051184, LSm3,chr3R,35.36705405,-0.078976112,0.60781653,0.734904612,0.01947978,0.94699624,0.960512485
FBgn0020647, KrT95D,chr3R,5008.222662,0.197232538,0.005570851,0.016981142,-0.427169221,1.97E-08,4.40E-08
FBgn0039137, Epp,chr3R,618.3532655,0.381108602,8.01E-06,5.07E-05,1.236883655,1.45E-45,9.72E-45
FBgn0039135, CG13603,chr3R,912.883575,0.216300204,0.003585602,0.011596202,0.313280577,6.48E-05,0.000111817
FBgn0005674, GluProRS,chr3R,3908.10614,0.301937378,4.80E-06,3.19E-05,1.094514831,2.89E-57,2.37E-56
FBgn0039131, CG12268,chr3R,37.63424932,0.24523313,0.172677022,0.295123392,4.556274555,1.18E-16,3.93E-16
FBgn0039129, RpS19b,chr3R,4398.32104,-0.002195528,0.97486901,1,1.056305355,1.16E-46,7.99E-46
FBgn0015282, Rpt2,chr3R,3482.141743,-0.058524557,0.232490036,0.369681858,-1.189936752,9.99E-114,1.76E-112
FBgn0039126, CG13601,chr3R,1120.684036,0.364353066,3.08E-08,3.06E-07,1.069228482,4.75E-59,4.00E-58
FBgn0016754, sba,chr3R,3760.502451,0.552716386,1.31E-08,1.39E-07,1.428485745,1.23E-42,7.82E-42
FBgn0039124, tbrd-1,chr3R,6426.17645,0.105006747,0.044822125,0.099892493,-0.601775447,4.59E-28,2.13E-27
FBgn0013347, TfIIA-S,chr3R,2035.676232,0.263213233,1.52E-05,9.12E-05,0.811653097,3.58E-39,2.14E-38
FBgn0025574, Pli,chr3R,653.9304331,0.003140726,0.969197453,0.996507433,0.518101239,1.94E-09,4.64E-09
FBgn0004185, snRNA:U1:95Ca,chr3R,7.684396896,-0.019632861,0.881578878,0.936883833,4.175501562,8.94E-05,0.000152591
FBgn0039139, Mettl3,chr3R,1004.924322,0.282267417,0.000527392,0.002135798,-1.508209929,5.95E-57,4.86E-56
FBgn0039141, spas,chr3R,2981.537812,0.174299129,0.020511831,0.051990285,0.264545148,0.001000555,0.001555316
FBgn0043455, CG5986,chr3R,532.004724,-0.058898375,0.55042996,0.68828293,0.027182144,0.801302263,0.835320752
FBgn0026576, Pisd,chr3R,1307.58906,-0.133157613,0.036771548,0.084448846,-1.790339472,1.08E-129,2.24E-128
FBgn0039145, CG6000,chr3R,0.218606372,0,1,NA,0.326592262,0.642142537,0.687611575
FBgn0040283, SMC1,chr3R,2896.459665,0.456112342,3.36E-11,5.30E-10,0.373815079,1.74E-07,3.65E-07
FBgn0039147, CG10694,chr3R,1317.608643,-0.577038953,4.12E-18,1.52E-16,-2.048533575,7.05E-164,2.22E-162
FBgn0039149, CG18428,chr3R,457.8520893,-0.007133738,0.94419838,0.977986912,-0.002800365,0.98032928,0.989803717
FBgn0039152, Root,chr3R,6427.14488,-0.055976059,0.559879387,0.695996258,-1.525505185,2.08E-42,1.32E-41
FBgn0026317, Tsc1,chr3R,1713.965088,0.573174718,1.56E-16,4.88E-15,0.593540791,8.73E-17,2.93E-16
FBgn0039154, Npc2f,chr3R,45.59977932,-0.128259589,0.395884335,0.547269333,0.513367527,0.033304171,0.044290243
FBgn0039155, Kal1,chr3R,161.8823338,0.095532178,0.405941282,0.55801895,0.99079153,1.25E-13,3.69E-13
FBgn0039156, CG6178,chr3R,1463.94244,-0.008388394,0.910468709,0.953729653,-0.196508321,0.014189158,0.019673146
FBgn0039158, TBC1d7,chr3R,200.2272937,0.422471248,0.000377496,0.001589445,-0.144840177,0.298411261,0.344554579
FBgn0026598, Apc2,chr3R,562.4569544,-0.283693677,5.31E-05,0.000278922,-1.245092255,6.75E-54,5.24E-53
FBgn0039161, CG13606,chr3R,220.4625498,0.070666063,0.511598423,0.654167268,-1.375404781,2.82E-20,1.06E-19
FBgn0029503, mora,chr3R,930.7630567,0.15960139,0.015012231,0.039820202,-0.790262041,1.82E-26,8.09E-26
FBgn0039165, CG6204,chr3R,949.9308064,0.16242972,0.045644445,0.101514655,-1.242798406,5.18E-37,2.96E-36
FBgn0026257, cav,chr3R,1447.56586,0.019309509,0.767984429,0.857975536,-0.13297942,0.052204349,0.067727944
FBgn0039170, CG13609,chr3R,266.4476732,-0.264966906,0.007989518,0.023176423,-1.464799204,1.06E-31,5.40E-31
FBgn0002863, Acp95EF,chr3R,49.95856114,0.126988645,0.42749285,0.579211675,-1.219164586,0.050366145,0.065500203
FBgn0043884, mask,chr3R,17947.48862,0.216227691,0.008260446,0.02386647,0.458425829,2.57E-07,5.31E-07
FBgn0039172, Spase22-23,chr3R,3321.247102,-0.013413232,0.822998829,0.89924684,0.589611124,1.80E-21,7.00E-21
FBgn0039169, Spps,chr3R,615.372805,0.104851401,0.214227683,0.347427694,0.001612852,0.985578619,0.994233926
FBgn0011725, twin,chr3R,16792.95764,-0.141940541,0.046491664,0.103057693,-1.36326451,1.79E-70,1.81E-69
FBgn0039167, CG17786,chr3R,158.9615709,-0.172521814,0.154182783,0.270659279,0.152072275,0.289311416,0.334900729
FBgn0039163, CG5515,chr3R,733.1141532,0.225377552,0.005016084,0.015492205,-0.359684507,5.14E-05,8.95E-05
FBgn0039160, CG5510,chr3R,2995.89549,0.306331706,1.47E-07,1.32E-06,0.121852356,0.042026644,0.05520276
FBgn0039159, mRpS24,chr3R,511.412034,-0.114940956,0.169324281,0.290594642,-0.236627769,0.009569819,0.013532498
FBgn0015765, p38a,chr3R,771.1221776,-0.184116476,0.009372269,0.026583343,-1.184941643,4.20E-49,3.02E-48
FBgn0051133, Slimp,chr3R,304.0020432,0.504129405,0.000127578,0.000603346,0.821221929,4.80E-08,1.05E-07
FBgn0039153, GatB,chr3R,288.4059199,0.005631033,0.954431678,0.985926028,0.239522126,0.028682825,0.038390527
FBgn0039151, CG13607,chr3R,19.01510964,-0.400931505,0.049578786,0.108698834,0.815490624,0.026557767,0.035709156
FBgn0039150, CG13605,chr3R,2178.880339,0.105294015,0.107585208,0.203244518,-0.104473752,0.124869107,0.154006457
FBgn0053100, eIF4EHP,chr3R,2677.036166,0.056329371,0.262775485,0.405428735,0.461121342,1.63E-19,5.96E-19
FBgn0013343, Syx1A,chr3R,1352.487598,0.067989715,0.352262885,0.504636772,0.221829309,0.004227269,0.006197703
FBgn0001230, Hsp68,chr3R,10806.43046,0.070643266,0.227740775,0.363924602,-0.069293221,0.244008204,0.286432532
FBgn0005649, Rox8,chr3R,3395.460118,0.106945019,0.062997129,0.132175913,0.58254624,8.42E-23,3.40E-22
FBgn0039140, Miro,chr3R,9123.055154,-0.158296464,0.01660554,0.043368625,-1.185973058,1.89E-63,1.71E-62
FBgn0051130, tRNA:Leu-TAA-4-1,chr3R,2.327574895,0,1,1,1.888633879,0.06224364,0.079960788
FBgn0019952, Orct,chr3R,308.5478375,0.047306448,0.637133036,0.759303578,0.487075616,1.56E-05,2.84E-05
FBgn0039178, CG6356,chr3R,188.1230471,0.244631671,0.057352839,0.122371953,1.091453131,2.36E-11,6.27E-11
FBgn0011785, BRWD3,chr3R,2657.409905,0.556416226,2.35E-12,4.41E-11,0.751758479,9.11E-20,3.36E-19
FBgn0039183, Dis3,chr3R,557.4807191,0.28819354,0.000451665,0.00185989,0.551604394,2.24E-10,5.64E-10
FBgn0039184, CG6432,chr3R,19.4502629,-0.136041672,0.371602133,0.523228785,3.24138256,0.001158253,0.001791485
FBgn0011581, Ms,chr3R,24.3579636,0.109150246,0.486202752,0.633163228,2.538342051,0.001290815,0.001987903
FBgn0039187, CG6454,chr3R,1193.448286,0.055995968,0.405967266,0.55801895,0.894553063,3.22E-39,1.92E-38
FBgn0053339, CG33339,chr3R,81.17618482,0.574238092,0.002049774,0.007080877,0.99441174,3.78E-05,6.65E-05
FBgn0053340, CG33340,chr3R,68028.28737,-0.215623436,0.003953571,0.012599223,-1.611782867,2.47E-88,3.18E-87
FBgn0039193, CG13613,chr3R,236.8777696,1.638166329,0.000232545,0.001029405,7.039054612,9.24E-34,4.93E-33
FBgn0053341, CG33341,chr3R,161.8561844,-0.143914933,0.37472181,0.526334293,7.000760693,2.73E-33,1.44E-32
FBgn0039194, CG13614,chr3R,53.43218619,0.156027685,0.338595197,0.490062392,7.044158763,2.16E-18,7.61E-18
FBgn0039199, CG13615,chr3R,68.16896271,0.941751141,6.95E-06,4.46E-05,1.271186079,2.22E-08,4.95E-08
FBgn0039200, CG13616,chr3R,21.87395525,-0.268919042,0.137777955,0.247411026,5.188483707,1.26E-15,4.05E-15
FBgn0000036, nAChRalpha1,chr3R,171.4140953,0.049963121,0.688282685,0.799768183,-0.657003284,9.97E-05,0.000169355
FBgn0039198, CG5768,chr3R,46.65951462,-0.043347984,0.764905615,0.855365772,-0.836928907,0.000842692,0.001319589
FBgn0039197, CG17780,chr3R,17.07208866,-0.278083711,0.111314369,0.20892888,-1.841003924,1.36E-05,2.48E-05
FBgn0039196, CG17781,chr3R,11.97603504,0.408563784,0.060200813,0.12718615,1.588002916,0.004514054,0.00660143
FBgn0039195, CG17782,chr3R,2.450160028,-0.087162287,0.510724457,0.653344048,1.285310818,0.10857159,0.134908064
FBgn0039192, CG17784,chr3R,1.60962071,0.159223416,0.259430883,0.401357326,1.544649808,0.085291261,0.107590804
FBgn0039190, CG5762,chr3R,8345.655893,-0.230022766,0.004031655,0.01279495,0.004792655,0.953914124,0.966710604
FBgn0039189, CG18528,chr3R,319.0371801,0.140743246,0.230561107,0.36733928,1.844756166,3.54E-41,2.19E-40
FBgn0039188, Golgin84,chr3R,3076.171082,-0.093574887,0.134835898,0.243253603,-1.129702431,2.53E-63,2.28E-62
FBgn0039186, CG5746,chr3R,437.7194886,0.229851548,0.024644471,0.060474607,0.704984144,9.22E-10,2.24E-09
FBgn0039182, CG5728,chr3R,787.2435066,0.280624339,6.72E-05,0.000342747,0.287283172,9.95E-05,0.000169051
FBgn0028471, Nab2,chr3R,3916.920623,0.304624937,2.34E-06,1.65E-05,0.480557569,8.34E-13,2.38E-12
FBgn0039180, CG5715,chr3R,7.524995032,-0.042555025,0.780030817,0.866688961,-0.426972042,0.380865213,0.429989262
FBgn0039175, beta-PheRS,chr3R,1309.789696,0.291424515,7.57E-05,0.000380063,-0.252611879,0.001572298,0.002402643
FBgn0051128, CG31128,chr3R,2226.975069,-0.188366927,0.004044524,0.012828215,-1.243645391,3.88E-69,3.86E-68
FBgn0000039, nAChRalpha2,chr3R,58.42278519,0.071389336,0.64439299,0.764851452,6.23322507,1.28E-30,6.30E-30
FBgn0039201, DZIP1,chr3R,1779.358527,0.53478397,9.86E-14,2.16E-12,0.383550278,2.69E-07,5.55E-07
FBgn0003134, Pp1alpha-96A,chr3R,3629.499559,0.16008882,0.002386248,0.008121403,0.933241859,8.95E-69,8.85E-68
FBgn0039203, CG13618,chr3R,52.60320226,0.002569111,0.986589859,1,3.627750244,2.26E-26,1.00E-25
FBgn0039204, CG6607,chr3R,605.0478639,0.070405986,0.405753224,0.557867429,0.116729791,0.197327516,0.23571081
FBgn0011845, tRNA:Asp-GTC-1-11,chr3R,0.141921335,0.009168385,0.893863499,NA,0,1,1
FBgn0004188, snRNA:U6:96Aa,chr3R,0.885229599,-0.051635533,0.640801835,NA,0.959054847,0.257804182,0.301340531
FBgn0004189, snRNA:U6:96Ab,chr3R,5.038661991,0.138868206,0.336482096,0.487894344,5.224649354,2.60E-06,5.01E-06
FBgn0004190, snRNA:U6:96Ac,chr3R,7.704610241,0.08109903,0.578163992,0.710725115,4.260579627,1.67E-05,3.03E-05
FBgn0039213, atl,chr3R,5124.58478,-0.118227062,0.040776875,0.092145917,-0.282396138,2.75E-06,5.30E-06
FBgn0000139, ash2,chr3R,887.1095239,0.183072065,0.023785138,0.058767509,-0.323951264,0.000283392,0.000465046
FBgn0051126, CG31126,chr3R,1068.534534,-0.011381267,0.864191393,0.927596115,-0.415799201,6.14E-09,1.42E-08
FBgn0020018, Ppox,chr3R,3507.443078,0.299192651,5.14E-10,6.84E-09,-0.138391315,0.00526049,0.007645695
FBgn0051125, CG31125,chr3R,335.6166552,-0.231518843,0.010169906,0.028499777,-0.459533021,4.81E-06,9.08E-06
FBgn0039214, puf,chr3R,10145.63478,0.529291046,8.66E-09,9.43E-08,-0.404279827,3.65E-05,6.44E-05
FBgn0046685, Wsck,chr3R,353.4858665,0.254318122,0.006580596,0.019610419,-0.483862555,8.32E-06,1.54E-05
FBgn0039212, Syx18,chr3R,2810.01516,-0.019292698,0.683762079,0.796906834,-0.15562424,0.001365105,0.002097497
FBgn0039210, CG13625,chr3R,280.5133611,0.4984286,9.72E-06,6.06E-05,-0.339013167,0.010403882,0.014642791
FBgn0039209, REPTOR,chr3R,1044.628701,0.091002026,0.194967022,0.323646863,0.314781903,1.90E-05,3.43E-05
FBgn0039205, CG13623,chr3R,824.0060373,-0.126797619,0.111956325,0.209781482,0.135876024,0.105929127,0.131878657
FBgn0039202, CG13622,chr3R,5.84429565,0,1,1,4.505318686,4.71E-05,8.21E-05
