FlyBaseID,Control_rep1.norm,Control_rep2.norm,Control_rep3.norm,U2af38_rep1.norm,U2af38_rep2.norm,U2af38_rep3.norm,SRPK_rep1.norm,SRPK_rep2.norm,SRPK_rep3.norm
FBgn0020412,6887.1619,6844.7165,7929.0541,6126.8121,6287.3373,6753.5883,7196.6949,7083.2859,7781.9483
FBgn0010741,798.4915,771.3018,801.4482,1260.2688,1283.4243,1120.1688,1084.5524,1007.4146,984.5835
FBgn0036121,96.5361,142.3701,130.3899,214.1493,192.2733,198.604,93.3649,108.7966,134.6013
FBgn0052075,282.7129,251.8856,259.6557,427.2279,383.5853,404.5638,280.0946,284.5449,287.8972
FBgn0052069,39.9935,67.2738,25.8532,44.9714,35.5706,38.8802,9.7707,61.7211,6.2315
FBgn0036117,882.6159,808.8499,808.1925,926.1958,1029.6236,911.0566,1134.4918,1041.9366,1024.4653
FBgn0013469,132.3924,139.2411,153.995,337.2852,367.242,352.023,234.4978,241.654,205.6409
FBgn0036111,5012.9823,4849.9705,4761.479,3962.8332,4098.3056,3778.7309,4748.581,4630.1319,4708.5523
FBgn0001179,1150.1588,1148.3479,1101.5697,970.0964,1011.3576,1017.189,1093.2375,1038.7982,988.3224
FBgn0036090,682.6482,683.6894,624.9722,1642.5253,1512.2296,1563.6128,627.4988,594.1968,630.6319
FBgn0036091,2311.3503,1990.0524,1343.2407,1240.9953,952.7143,1516.3261,1684.9103,5377.0624,1343.5202
FBgn0036093,5308.107,5200.42,5489.8639,986.1576,1001.7439,993.0202,4191.6486,4616.5324,5026.3609
FBgn0036094,39.9935,68.8383,62.9468,175.6024,141.3209,183.8926,66.2239,59.6289,93.4731
FBgn0036096,1243.9367,1048.2194,1162.2685,833.0409,815.2388,878.4814,1239.7987,1256.3914,1272.4807
FBgn0052068,495.0923,580.432,508.0709,316.941,296.1009,282.6692,498.3079,491.6769,471.1045
FBgn0010762,1995.5393,1918.0851,1987.3217,3878.2442,3812.7797,3912.1844,2570.791,2309.8354,2349.2909
FBgn0036099,579.2167,624.2381,494.5823,1568.6438,1464.1613,1513.1737,637.2696,676.8403,710.3957
FBgn0036102,2.7582,0,2.2481,22.4857,26.9183,28.372,4.3426,0,2.4926
FBgn0026160,12054.602,11358.3181,13021.004,3611.6283,3790.6683,3616.9054,9613.3252,11080.5146,11257.9018
FBgn0036105,86.8825,100.1284,111.281,197.0174,198.0415,182.8418,135.7048,107.7505,127.1234
FBgn0036107,202.7258,231.547,180.9722,353.3464,348.0147,393.0048,287.6941,242.7001,235.5522
FBgn0027615,8839.9496,9013.1227,9952.3454,5699.5842,5837.4177,5931.8509,7527.8145,8154.5139,9002.084
FBgn0036106,1847.977,1896.182,1917.6306,2092.2389,1922.7331,1928.2456,2767.2915,2900.8938,2616.0009
FBgn0036104,732.2954,714.9795,725.0127,1789.2176,1758.3394,1821.0625,1101.9227,1026.2448,963.3962
FBgn0047038,1574.9177,1494.1038,1600.6483,1840.6134,1667.971,1750.6579,1819.5294,1609.9804,1719.9053
FBgn0052066,1136.3679,1065.429,1015.0178,863.0218,933.4869,891.0912,1421.1003,1330.666,1375.9242
FBgn0000629,1470.1071,1325.1371,1515.2204,455.0673,391.2762,389.8524,924.9636,885.0184,1039.421
FBgn0036089,1787.2971,1800.7471,1727.666,480.7652,445.1127,457.1045,1628.4571,1430.0475,1503.0477
FBgn0036082,19380.3137,18451.7911,19936.1643,5138.513,5427.8756,5082.7924,14088.3254,15952.3005,17399.7086
FBgn0052061,8075.9352,8207.4017,8314.6035,1480.8426,1745.8417,1798.9954,5104.6703,5518.2888,6533.1475
FBgn0045770,95896.214,100001.6989,112034.1393,37826.2653,38955.5341,39867.9228,80177.6294,87657.6245,98251.4596
FBgn0052064,131682.1502,138793.6406,152851.7946,63015.5792,67732.1191,66216.0592,107230.6448,119809.1101,136317.4505
FBgn0052062,1099.1326,1151.4769,1142.0356,2442.373,2455.3302,2531.4134,995.5301,944.6473,937.2238
FBgn0036085,10784.4626,11212.819,11669.895,1729.2558,1810.2532,1655.0337,6398.7509,6899.1686,8464.9252
FBgn0011802,3182.9335,2917.8049,2829.2358,4686.6579,4729.9234,4537.4194,2265.7267,2519.0596,2893.9276
FBgn0052058,12.4118,10.9515,15.7367,23.5564,24.0342,21.0163,15.1989,12.5535,17.4483
FBgn0036083,11.0327,20.3386,17.9848,24.6272,18.266,24.1687,9.7707,13.5996,11.2168
FBgn0036070,952.9493,932.4459,821.6811,1675.7184,1549.7229,1638.2207,1047.6408,1007.4146,1126.6626
FBgn0036075,6894.0574,6966.748,7130.978,4250.864,4263.6607,4160.1768,5792.9648,6161.6532,6433.4429
FBgn0036080,0,0,0,25.6979,28.841,29.4228,0,0,2.4926
FBgn0011569,2305.834,1883.666,1856.9319,1747.4585,2000.6038,1798.9954,2209.2735,2036.7978,2066.379
FBgn0036078,0,3.129,4.4962,5.3537,7.6909,8.4065,3.2569,0,4.9852
FBgn0052055,5.5163,17.2096,10.1165,31.0517,35.5706,39.931,14.1133,14.6457,18.6946
FBgn0000451,23.4445,23.4676,26.9772,64.2448,43.2615,63.0489,17.3702,14.6457,27.4188
FBgn0052057,337.8764,359.8365,346.2076,139.1971,152.8573,151.3174,216.042,196.6708,188.1925
FBgn0036072,13683.3041,13822.416,11456.3254,331.9314,556.6312,587.4056,15027.4023,13556.6832,12130.3176
FBgn0052054,1.3791,3.129,3.3722,9.6367,9.6137,7.3557,5.4282,3.1384,1.2463
FBgn0052053,242.7194,273.7887,224.8102,21.4149,55.7593,52.5408,146.5611,146.457,138.3402
FBgn0036066,66.1962,71.9673,69.6911,17.1319,18.266,15.7622,30.3979,37.6604,27.4188
FBgn0036043,2267.2195,2162.1482,2094.1066,2399.5431,2349.5799,2372.7404,1798.9023,1807.6972,1828.3341
FBgn0044051,0,0,0,16.0612,15.3819,9.4573,0,0,0
FBgn0036046,1.3791,0,0,48.1836,44.2229,59.8965,2.1713,0,3.7389
FBgn0044328,75.8498,54.7577,91.0481,249.484,248.0326,278.466,93.3649,108.7966,64.808
FBgn0027567,2123.7944,2270.0991,2421.2053,3699.4295,3961.7916,3866.9994,3158.1212,3082.9189,2977.4303
FBgn0025866,1449.4207,1232.8312,1727.666,813.7674,797.9342,795.467,1257.1689,1280.4522,1187.7317
FBgn0036059,4493.0664,4252.329,4486.0866,3680.1561,3685.8794,3939.5056,4708.4124,4737.8824,4823.2127
FBgn0026404,790.217,810.4144,914.9773,1624.3226,1637.2072,1596.1881,1051.9833,942.5551,958.411
FBgn0040823,37.2354,40.6772,40.4658,256.9792,223.9984,254.2972,64.0526,67.9979,88.4879
FBgn0036063,896.4067,882.3817,808.1925,949.7522,945.9847,859.5667,852.2259,908.0331,821.3171
FBgn0036062,365.4581,312.9013,422.6431,481.836,583.5495,489.6798,513.5068,474.939,360.1831
FBgn0036058,2177.5788,2249.7605,2031.1597,1332.0088,1440.1271,1275.6895,2055.1129,1942.6469,1967.9206
FBgn0036057,0,0,0,0,0,0,0,0,0
FBgn0036056,0,0,0,0,0,0,0,0,0
FBgn0011836,1261.8649,1182.767,1233.0837,1627.5348,1650.6664,1626.6617,1935.6927,1842.2192,1681.2697
FBgn0036053,1727.9964,1800.7471,1834.4508,2900.6526,3169.6255,3094.6503,2138.707,2008.5525,2028.9897
FBgn0036052,1825.9116,1763.199,1801.8534,2148.9884,2075.5904,2222.4738,2200.5884,2012.737,1889.4032
FBgn0004390,661.9619,716.544,611.4836,807.3429,887.3413,901.5993,865.2536,773.0835,715.3809
FBgn0015618,67.5753,82.9189,59.5747,88.872,112.4799,78.8111,102.05,100.4276,71.0396
FBgn0028429,3991.0786,4105.2654,3948.7903,2908.1478,2742.7788,2803.5745,3978.8636,3881.1092,4016.8513
FBgn0044048,1.3791,0,1.1241,10.7075,14.4205,28.372,2.1713,1.0461,0
FBgn0044049,4.1373,1.5645,5.6203,18.2027,21.1501,18.9147,3.2569,7.3228,9.9705
FBgn0044050,22.0654,17.2096,8.9924,3.2122,3.8455,13.6606,27.141,41.8448,63.5617
FBgn0036044,20.6863,21.9031,24.7291,76.023,106.7117,104.0307,30.3979,35.5681,34.8966
FBgn0036009,26.2027,14.0806,21.357,20.3442,26.9183,8.4065,37.9973,30.3375,38.6356
FBgn0036014,9994.2456,10964.0624,11020.1937,4927.5759,4976.0333,4962.9995,8559.1706,9985.2258,10026.5494
FBgn0036016,6170.0366,6350.3324,6709.459,2465.9294,2587.0374,2558.7346,5003.7059,5390.662,6376.1127
FBgn0036018,595.7657,783.8178,646.3292,536.444,582.5881,519.1026,866.3392,843.1736,998.2929
FBgn0036020,4113.8174,4134.991,3943.1701,3623.4065,3594.5495,3686.2592,4511.9119,4307.9267,4292.2854
FBgn0036022,0,0,0,17.1319,10.575,11.559,0,0,0
FBgn0036023,0,0,0,10.7075,14.4205,19.9655,1.0856,1.0461,1.2463
FBgn0036024,2.7582,0,1.1241,22.4857,25.9569,23.1179,0,0,1.2463
FBgn0036028,599.903,522.5452,573.2659,530.0196,542.2107,577.9483,515.6781,462.3855,483.5676
FBgn0036029,10523.8151,11169.0128,11855.3634,6563.6767,6895.8823,6619.084,8885.9477,9659.8822,9591.5878
FBgn0015321,6353.4552,6375.3645,7051.1704,2909.2185,3171.5483,2943.3329,5050.3884,5635.4543,5708.0915
FBgn0036032,6285.8799,6067.1567,6713.9552,2298.893,2359.1935,2434.7385,5284.8862,5501.5508,5593.4311
FBgn0045823,4533.0599,4871.8736,4464.7296,3585.9304,3689.7248,3207.0875,4447.8592,4247.2516,4104.0929
FBgn0036036,1304.6166,1454.9912,1462.39,633.882,584.5109,634.6923,932.5631,1016.8297,1061.8546
FBgn0036038,246.8566,256.5791,224.8102,334.0729,363.3966,355.1755,275.7521,275.1298,236.7986
FBgn0019644,6343.8016,6757.1041,6780.2742,6392.3572,6389.2421,6129.4042,5845.0754,5917.907,6094.447
FBgn0036040,45.5099,68.8383,58.4506,29.9809,31.7251,25.2196,163.9314,215.5009,190.6852
FBgn0036035,2314.1085,2298.2602,2430.1977,1753.8829,1710.2711,1707.5744,2109.3948,1992.8607,2075.1031
FBgn0040475,995.701,1082.6386,983.5444,1126.4254,1113.2625,1174.8112,1118.2072,1065.9974,1079.3029
FBgn0036031,11661.5622,11962.2176,13001.8952,1161.7601,1321.879,1419.6511,9225.7524,11218.6026,11932.1546
FBgn0036030,1820.3952,1752.2474,1584.9116,2153.2714,2297.6661,1937.7029,1841.2422,1715.6386,1824.5952
FBgn0016081,10385.9064,10266.2925,10841.4696,5385.8554,5503.8235,5579.8279,9803.3119,9813.662,11431.1387
FBgn0036019,9.6536,9.387,6.7443,10.7075,11.5364,15.7622,10.8564,12.5535,11.2168
FBgn0036015,6.8954,4.6935,5.6203,6.4245,4.8068,8.4065,8.6851,9.4151,12.4631
FBgn0036010,0,0,1.1241,6.4245,9.6137,9.4573,0,0,2.4926
FBgn0010408,4793.7074,4590.2624,4777.2157,6564.7474,6976.6371,6129.4042,5389.1074,4910.4924,5271.8836
FBgn0036008,4042.1049,4066.1527,4028.5979,2299.9637,2382.2663,2272.9129,3962.579,4036.9813,4237.4478
FBgn0036007,2515.4552,2570.4844,2438.0661,1514.0357,1600.6753,1338.7384,1885.7534,1895.5714,1919.3146
FBgn0035969,439.9288,522.5452,386.6735,793.4232,795.0501,651.5053,708.9217,658.0102,580.7796
FBgn0035971,2327.8994,2434.3723,2313.2965,206.6541,244.1871,256.3989,2018.2012,1980.3072,2563.6559
FBgn0035975,41.3726,37.5482,30.3494,49.2543,52.8752,48.3375,37.9973,55.4444,42.3745
FBgn0035977,184.7977,168.9667,171.9798,68.5278,74.0252,78.8111,165.017,183.0712,125.8771
FBgn0052040,2.7582,3.129,4.4962,7.4952,10.575,9.4573,5.4282,8.369,4.9852
FBgn0052039,379.249,422.4168,324.8507,416.5204,506.6402,445.5456,361.5175,365.0963,324.0401
FBgn0035980,162.7323,153.3216,129.2658,215.2201,158.6255,168.1304,159.5888,156.9182,134.6013
FBgn0035982,19.3072,9.387,19.1089,12.849,13.4591,10.5082,21.7128,21.9685,8.7242
FBgn0001224,4188.2881,4364.9735,4447.8689,6820.6559,7638.0573,6756.7407,4354.4944,4984.767,4750.9268
FBgn0001226,6245.8864,6503.654,6021.5399,9663.4881,9644.4293,8817.389,7008.8795,6886.6151,6070.7672
FBgn0035985,23.4445,15.6451,19.1089,36.4054,32.6865,26.2704,14.1133,20.9224,7.4778
FBgn0035987,681.2691,730.6246,748.6178,876.9415,886.38,796.5178,813.1429,700.9011,661.7896
FBgn0023129,2177.5788,2096.4389,2212.1319,779.5035,786.3978,803.8735,1427.6141,1661.2403,1475.6289
FBgn0015296,1061.8972,1046.6549,979.0482,782.7158,806.5865,736.6213,1311.4508,1233.3768,1226.3673
FBgn0040305,497.8505,510.0292,439.5038,437.9354,479.7219,466.5619,495.051,452.9704,412.528
FBgn0035995,769.5307,755.6567,676.6786,740.9567,738.3295,732.4181,739.3195,743.7921,717.8735
FBgn0035999,8562.753,8449.9003,9274.5428,795.5647,856.5776,928.9205,5962.3244,6706.6823,7476.6028
FBgn0036004,1043.9691,1113.9287,1061.1039,1379.1216,1300.7289,1417.5495,1345.1056,1298.2363,1291.1753
FBgn0052037,322.7064,344.1915,355.2,46.0421,33.6478,45.185,68.3952,62.7673,72.2859
FBgn0052036,17.9281,14.0806,16.8608,10.7075,28.841,35.7277,10.8564,14.6457,18.6946
FBgn0036005,630.2429,643.0122,664.314,1438.0127,1477.6204,1390.2283,924.9636,743.7921,750.2775
FBgn0011327,9318.4928,9889.2464,10437.9354,7048.7249,7265.047,6991.0725,7858.9341,8550.9938,9713.726
FBgn0036000,362.7,316.0303,286.6329,280.5356,323.9805,294.2282,417.9707,380.7881,401.3112
FBgn0035998,183.4186,228.418,214.6937,221.6445,185.5437,190.1975,369.1169,339.9894,358.9368
FBgn0035997,677.1319,647.7057,723.8887,693.8438,696.0294,653.607,665.4961,679.9787,674.2527
FBgn0035996,158.595,195.5633,152.8709,295.5261,274.9508,251.1448,223.6414,222.8238,279.173
FBgn0005533,2549.9324,3175.9484,3330.5624,4560.3098,3658.9611,4150.7194,3119.0382,3743.0213,3295.2388
FBgn0035989,9536.3886,9978.4232,9834.3201,7193.2757,7215.056,7351.502,7761.2267,8228.7885,8548.4279
FBgn0035988,34657.8428,33482.0063,40012.8349,11798.5568,12183.3983,12297.6885,24730.8355,27381.1734,29513.8242
FBgn0035986,1779.0226,1749.1184,1910.8863,1769.9441,1736.228,1883.0606,1931.3502,1848.496,1778.4818
FBgn0015218,9835.6506,9915.843,9920.872,9903.3353,9751.1409,9593.9414,10583.8857,10436.104,10634.7478
FBgn0035983,2818.8544,2651.8387,2710.0864,4326.887,4502.0796,4406.0675,3706.3684,3329.8034,3211.7362
FBgn0001227,762.6353,614.8511,667.6862,1163.9016,1087.3056,964.6482,853.3115,796.0981,857.46
FBgn0001225,8980.6165,8381.062,7914.4414,11071.5199,11870.9542,10580.6567,10441.6671,9169.2514,9600.312
FBgn0001229,161.3532,120.467,165.2355,187.3807,248.9939,299.4823,237.7547,323.2514,377.6314
FBgn0011769,346.1509,303.5143,365.3165,506.4631,468.1855,512.7977,289.8654,319.0669,271.6952
FBgn0004379,2920.9069,2891.2082,3102.3801,4000.3093,4062.7351,4284.1729,3159.2068,3310.9733,3336.367
FBgn0035970,911.5767,768.1728,782.3393,872.6585,837.3503,845.9061,919.5355,864.096,832.5339
FBgn0035968,313.0528,276.9177,320.3545,1004.3603,936.371,948.886,408.1999,344.1738,337.7495
FBgn0035993,471.6479,464.6585,496.8304,364.0538,363.3966,366.7345,899.994,923.7249,973.3667
FBgn0052034,0,0,0,0,0,0,0,0,0
FBgn0035936,136.5296,103.2574,96.6684,33.1931,29.8024,31.5245,68.3952,73.2285,94.7194
FBgn0040321,15.17,9.387,12.3646,5.3537,7.6909,7.3557,4.3426,9.4151,1.2463
FBgn0011787,977.7729,780.6888,767.7267,927.2666,970.9802,915.2599,860.911,810.7438,812.5929
FBgn0035941,8.2745,10.9515,3.3722,0,0,0,3.2569,3.1384,1.2463
FBgn0035944,883.995,796.3339,829.5495,910.1346,1007.5121,933.1238,1006.3865,994.8612,990.815
FBgn0035947,1492.1725,1367.3788,1390.4508,1590.0587,1623.7481,1464.8362,2027.9719,1903.9404,1797.1764
FBgn0035949,20.6863,28.1611,14.6127,26.7687,20.1887,26.2704,15.1989,18.8302,11.2168
FBgn0035951,397.1771,394.2557,390.0456,269.8281,288.41,283.7201,430.9983,374.5114,351.4589
FBgn0035953,1123.9561,1040.3969,1025.1343,1599.6954,1505.5,1602.4929,1245.2269,1225.0078,1186.4854
FBgn0035954,228.9285,215.9019,260.7798,39.6176,39.416,36.7785,197.5861,222.8238,180.7147
FBgn0028789,672.9946,653.9638,722.7646,265.5452,241.303,286.8725,895.6514,722.8697,954.6721
FBgn0035957,8224.8766,8833.2044,8978.9175,1947.6881,1870.8193,1938.7538,6081.7445,7088.5165,7218.617
FBgn0035960,263.4057,258.1436,229.3064,247.3425,241.303,255.3481,225.8127,212.3626,224.3355
FBgn0023479,442.687,519.4162,386.6735,143.48,165.355,141.86,227.984,261.5303,281.6657
FBgn0043806,81.3662,112.6445,152.8709,250.5547,229.7666,184.9434,226.8984,271.9915,220.5965
FBgn0040827,707.4718,877.6882,698.0355,762.3716,754.6727,607.3711,782.7451,951.9702,826.3023
FBgn0004244,205.484,151.7571,161.8633,1098.586,1082.4987,1251.5207,225.8127,212.3626,239.2912
FBgn0035965,466.1315,505.3356,433.8836,425.0864,442.2286,443.4439,547.1616,557.5825,484.8139
FBgn0011206,31706.596,33502.3448,36699.1333,15007.5844,15559.7177,16518.8125,32723.3031,30944.2619,35597.0544
FBgn0035959,2151.3762,2088.6163,2134.5724,1726.0435,1771.7986,1636.119,1823.872,1761.6679,1834.5657
FBgn0000116,11713.9675,11395.8662,10911.1607,16826.7829,16485.5136,15150.6513,13745.2638,13045.13,12362.1309
FBgn0035955,2951.2468,2532.9362,2518.9978,2412.3921,2689.9036,2423.1795,2980.0765,2613.2105,2756.8337
FBgn0016070,2403.7492,2365.534,2488.6484,2506.6178,2500.5144,2782.5582,2785.7473,2882.0636,2652.1438
FBgn0035952,9324.0092,9407.3783,9647.7277,3896.4469,4042.5464,4027.7741,6671.246,7156.5144,7319.568
FBgn0035948,106.1897,95.4349,98.9165,296.5968,304.7532,336.2608,34.7404,47.0754,39.8819
FBgn0035943,1441.1462,1497.2328,1182.5014,391.8933,333.5942,373.0393,1564.4045,1552.4437,1494.3235
FBgn0035942,5006.0869,4704.4714,5396.5677,2009.7914,2021.7539,2120.5448,4443.5167,4480.5366,4754.6657
FBgn0052029,2.7582,3.129,8.9924,70.6693,71.1411,65.1505,33.6548,41.8448,29.9114
FBgn0035922,0,0,0,64.2448,64.4116,68.303,2.1713,1.0461,0
FBgn0035923,2669.913,2517.2912,2623.5345,1345.9285,1302.6517,1400.7365,2861.742,2754.4368,2718.1982
FBgn0000357,45.5099,59.4513,75.3114,41.7591,31.7251,50.4391,68.3952,49.1677,71.0396
FBgn0000358,0,0,1.1241,0,1.9227,6.3049,2.1713,0,0
FBgn0000356,4.1373,1.5645,1.1241,0,5.7682,2.1016,2.1713,1.0461,2.4926
FBgn0035924,5406.0222,5572.7726,5724.7905,492.5434,538.3653,571.6434,3146.1792,3669.7928,4388.2511
FBgn0052024,0,0,0,2.1415,0.9614,0,0,5.2306,0
FBgn0035932,0,0,0,0,0,0,0,0,0
FBgn0035933,0,0,0,1.0707,1.9227,2.1016,0,9.4151,0
FBgn0052026,23638.9353,23864.984,26324.1448,10146.3948,10276.0471,10402.0181,18680.5745,21843.0084,24331.6747
FBgn0020633,136.5296,103.2574,79.8076,350.1341,359.5511,300.5331,149.8181,145.4108,103.4436
FBgn0035934,49.6471,62.5803,41.5899,1111.435,995.9757,1172.7096,72.7378,72.1824,53.5913
FBgn0035931,0,0,1.1241,147.763,110.5572,180.7402,0,1.0461,0
FBgn0035929,0,0,0,80.306,79.7934,97.7258,2.1713,0,0
FBgn0035928,5.5163,10.9515,7.8684,231.2813,233.6121,281.6184,6.5138,9.4151,6.2315
FBgn0035926,0,0,0,64.2448,53.8365,85.116,1.0856,0,0
FBgn0040828,1.3791,6.258,5.6203,59.9618,60.5661,48.3375,9.7707,11.5073,12.4631
FBgn0003149,1210.8386,1785.1021,1788.3648,2156.4837,1961.1878,2038.5812,843.5408,924.771,1378.4169
FBgn0052022,2834.0244,2881.8212,3012.456,1508.682,1513.191,1591.9848,2299.3815,2382.0177,2783.0062
FBgn0011509,321.3273,375.4816,316.9823,351.2049,338.401,390.9032,382.1446,384.9726,311.577
FBgn0000121,0,0,1.1241,111.3576,99.9821,156.5714,0,1.0461,1.2463
FBgn0035921,0,0,0,96.3672,88.4457,131.3519,0,0,0
FBgn0035875,13.7909,3.129,12.3646,17.1319,19.2273,25.2196,8.6851,2.0922,1.2463
FBgn0035876,22.0654,42.2417,35.9696,53.5373,41.3388,30.4736,31.4835,34.522,36.1429
FBgn0011762,27.5817,32.8546,40.4658,27.8394,28.841,50.4391,21.7128,18.8302,18.6946
FBgn0035877,239.9612,261.2726,250.6633,212.0078,237.4575,215.4171,212.7851,234.3311,214.365
FBgn0001253,26.2027,25.0321,26.9772,296.5968,247.0712,273.2119,42.3399,57.5367,42.3745
FBgn0035886,0,0,0,0,0,0,0,0,0
FBgn0035888,2214.8142,1896.182,2118.8357,887.6489,780.6296,804.9243,1576.3465,1425.863,1555.3926
FBgn0035890,4151.0528,4056.7657,4402.9068,2125.432,2260.1728,2246.6426,3773.678,4242.021,4565.2269
FBgn0010431,74.4707,51.6287,64.0709,168.1072,192.2733,158.6731,48.8537,44.9832,39.8819
FBgn0020224,1824.5325,1692.7962,1630.9977,1677.8599,1709.3097,1615.1027,2084.4251,1873.6029,1785.9596
FBgn0010825,2759.5537,2856.7891,2851.7168,3385.7008,3424.3877,3562.263,3457.7573,3401.9858,3297.7315
FBgn0035901,416.4844,458.4004,408.0304,622.1038,604.6996,573.745,643.7834,519.9222,498.5233
FBgn0035903,22.0654,34.4191,37.0937,79.2352,69.2184,101.9291,31.4835,35.5681,18.6946
FBgn0035904,1279.793,1212.4926,1217.347,201.3004,212.462,184.9434,669.8387,708.224,725.3514
FBgn0024236,3378.7639,3332.3991,3590.2181,2160.7666,2241.9068,2090.0711,3324.2238,3581.9186,3745.1561
FBgn0035909,2627.1613,2737.8866,2775.2813,1661.7987,1657.3959,1567.816,2794.4324,2708.4075,2682.0552
FBgn0260442,10161.1152,10949.9819,11327.0595,5522.911,5402.88,5210.9918,9434.1949,9249.8027,9481.9127
FBgn0060292,0,0,0,0,0,0,0,0,0
FBgn0060291,0,0,0,0,0,0,0,0,0
FBgn0035914,113.0852,109.5155,141.6304,103.8624,119.2095,127.1486,64.0526,57.5367,71.0396
FBgn0035915,202367.2694,215019.5323,233999.2672,101493.9292,104703.3926,101538.1561,155983.3942,186791.1975,207282.2387
FBgn0052351,79631.2585,81706.3584,87949.1037,30626.5651,32333.6413,30504.1099,66574.5842,73759.9059,83452.7962
FBgn0035918,41.3726,78.2253,74.1874,156.329,126.9004,180.7402,54.2819,76.3668,78.5174
FBgn0035916,136.5296,162.7087,145.0025,190.5929,185.5437,196.5024,133.5335,133.9035,137.0939
FBgn0017429,912.9558,819.8015,926.2178,905.8516,861.3844,826.9914,1125.8067,1064.9513,1009.5096
FBgn0017430,1583.1922,1566.0711,1611.8888,1686.4259,1780.4509,1619.306,2234.2432,2138.2715,2124.9555
FBgn0035911,78.608,64.1448,80.9317,337.2852,312.4441,325.7527,103.1356,88.9203,105.9362
FBgn0035907,2325.1412,2251.325,2070.5015,1442.2957,1397.827,1421.7528,2432.9149,2260.6677,2209.7044
FBgn0035906,2141.7226,2069.8423,1945.7319,2018.3573,2185.1862,2020.7173,1849.9273,1654.9636,1665.0677
FBgn0035902,115.8433,115.7735,84.3038,254.8377,233.6121,257.4497,129.1909,116.1194,115.9067
FBgn0035900,586.1121,649.2702,654.1975,1280.6129,1329.5699,1350.2973,775.1456,761.5762,740.3071
FBgn0035896,485.4387,481.868,438.3798,1198.1655,1165.1763,1179.0145,479.852,432.048,366.4146
FBgn0052354,136.5296,148.6281,183.2203,186.3099,189.3892,197.5532,64.0526,74.2746,90.9805
FBgn0035889,0,0,0,0,0,0,0,0,0
FBgn0035887,0,0,1.1241,5.3537,3.8455,12.6098,0,0,0
FBgn0001248,11341.6139,11255.0606,11618.1887,10301.6531,10077.0442,9282.9001,9899.9337,10143.1901,10705.7873
FBgn0035878,4868.1781,4491.6985,5015.5145,2434.8778,2524.5486,2558.7346,4217.704,4423,4541.547
FBgn0053057,0,0,0,0,0,0,0,0,0
FBgn0028379,11194.0516,11550.7524,11651.9102,5600.0047,5190.418,5206.7885,9180.1556,9498.7795,10627.2699
FBgn0027549,10943.0577,10982.8365,12201.571,3162.9855,3156.1664,3336.3378,8576.5409,9482.0416,10397.9492
FBgn0026252,4170.36,4108.3944,4312.9828,4395.4148,4448.243,4471.218,4536.8815,4409.4004,4684.8725
FBgn0035838,239.9612,223.7244,205.7013,233.4228,208.6165,208.0614,218.2133,187.2557,254.2469
FBgn0010350,4847.4918,4756.1001,5037.9955,2870.6716,2905.2497,2843.5055,4700.8129,4342.4486,4697.3356
FBgn0002899,439.9288,406.7717,393.4178,312.658,345.1306,363.582,422.3132,421.5868,477.336
FBgn0035848,998.4592,995.0262,1065.6001,803.06,844.0798,735.5705,899.994,834.8046,852.4748
FBgn0035850,626.1056,602.3351,698.0355,610.3256,568.1676,524.3567,661.1536,653.8257,644.3413
FBgn0035851,397.1771,375.4816,364.1924,607.1133,531.6357,486.5274,451.6254,415.3101,407.5428
FBgn0035854,99.2943,82.9189,103.4127,108.1454,168.2391,149.2157,109.6494,109.8427,128.3697
FBgn0035856,561.2885,578.8675,657.5697,115.6406,69.2184,147.1141,321.3489,358.8195,356.4441
FBgn0035857,7351.9144,7102.8601,7820.0211,3056.9816,3192.6983,3153.4959,5659.4313,6233.8356,6732.5568
FBgn0040832,168.2486,173.6602,243.919,252.6962,223.9984,168.1304,100.9643,131.8113,124.6308
FBgn0035859,8.2745,0,2.2481,16.0612,20.1887,16.813,6.5138,2.0922,2.4926
FBgn0015793,1445.2835,1401.7979,1387.0786,624.2453,688.3385,627.3366,1506.8657,1543.0286,1359.7222
FBgn0035867,208.2422,236.2405,241.6709,213.0786,169.2005,203.8581,194.3292,154.8259,179.4684
FBgn0035873,24.8236,42.2417,39.3418,24.6272,22.1114,29.4228,14.1133,17.7841,14.9557
FBgn0035872,1610.774,1602.0548,1705.185,2652.2393,2727.3969,2670.121,2035.5714,1966.7077,1960.4428
FBgn0035871,20523.5771,20229.0706,20581.3694,8045.59,8435.9915,7893.7226,15481.1991,15541.1749,18378.0605
FBgn0035870,12.4118,18.7741,8.9924,163.8242,145.1663,137.6568,37.9973,32.4298,26.1725
FBgn0035868,410.968,517.8517,402.4102,666.0044,616.236,541.1697,457.0536,438.3247,427.4837
FBgn0035866,369.5954,452.1424,426.0152,860.8803,871.9595,775.5015,463.5675,441.4631,452.4099
FBgn0035865,2.7582,1.5645,0,764.5131,829.6593,826.9914,3.2569,3.1384,3.7389
FBgn0027569,1516.996,1501.9264,1355.6052,2142.564,2164.0361,2085.8679,1763.0762,1626.7183,1724.8905
FBgn0035861,404.0726,380.1751,410.2785,749.5226,812.3547,792.3145,409.2856,390.2032,325.2864
FBgn0035858,0,0,2.2481,34.2639,28.841,28.372,4.3426,3.1384,6.2315
FBgn0052364,410.968,441.1909,383.3013,954.0352,953.6756,920.514,522.1919,487.4924,416.2669
FBgn0035855,5519.1073,5744.8683,6001.307,1963.7493,1923.6945,2077.4613,4325.1821,4619.6707,5050.0408
